"species","networks"
"Gurania rufipila","M_PL_071"
"Guzmania amplectens","M_PL_074_02; M_PL_074_05"
"Guzmania bakeri","M_PL_068"
"Guzmania candelabrum","M_PL_068"
"Guzmania danielii","M_PL_074_01"
"Guzmania fuscispica","M_PL_074_05"
"Guzmania gloriosa","M_PL_074_03"
"Guzmania jaramilloi","M_PL_074_01; M_PL_074_02; M_PL_074_05"
"Guzmania lehmanniana","M_PL_074_02"
"Guzmania monostachia","M_PL_074_04"
"Guzmania multiflora","M_PL_074_03"
"Guzmania squarrosa","M_PL_074_02"
"Guzmania teuscheri","M_PL_074_01"
"Gymnadenia conopsea","M_PL_056"
"Hamelia patens","M_PL_074_04; M_PL_074_16"
"Hamelia versicolor","M_PL_065"
"Harungana madagascariensis","M_PL_060_18"
"Hedychium coronarium","M_PL_069_01; M_PL_074_08; M_PL_074_10; M_PL_074_18"
"Helianthemum guttatum","M_PL_058"
"Helianthus decapetalus","M_PL_073"
"Helichrysum alpinum","M_PL_019"
"Helichrysum proteoides","M_PL_060_06; M_PL_060_07; M_PL_060_18; M_PL_060_19"
"Helichrysum scorpioides","M_PL_019"
"Helichrysum stoechas","M_PL_058"
"Heliconia adflexa","M_PL_074_14; M_PL_074_15"
"Heliconia angusta","M_PL_074_07; M_PL_074_08; M_PL_074_13"
"Heliconia bihai","M_PL_074_04"
"Heliconia burleana","M_PL_074_01; M_PL_074_02; M_PL_074_03; M_PL_074_05"
"Heliconia collinsiana","M_PL_074_14"
"Heliconia farinosa","M_PL_069_01; M_PL_074_07; M_PL_074_18"
"Heliconia griggsiana","M_PL_074_03; M_PL_074_05; M_PL_074_16"
"Heliconia hirsuta","M_PL_074_04"
"Heliconia impudica","M_PL_074_02; M_PL_074_05"
"Heliconia juruana","M_PL_074_06"
"Heliconia latispatha","M_PL_074_16"
"Heliconia psittacorum","M_PL_074_04; M_PL_074_11"
"Heliconia schumanniana","M_PL_074_06"
"Heliconia simulans","M_PL_064"
"Heliconia spathocircinata","M_PL_074_07; M_PL_074_08; M_PL_074_18"
"Heliconia stricta","M_PL_074_06"
"Heliconia tarumaensis","M_PL_071"
"Heliconia venusta","M_PL_074_03; M_PL_074_16"
"Heliconia virginalis","M_PL_074_05"
"Helicteres brevispira","M_PL_074_11"
"Helipterum albicans","M_PL_019"
"Hepatica americana","M_PL_025"
"Heritiera littoralis","M_PL_044"
"Hibiscus hamabo","M_PL_044"
"Hibiscus laevis","M_PL_073"
"Hibiscus maleinoi","M_PL_044"
"Hibiscus rosa-sinensis","M_PL_074_01; M_PL_074_08"
"Hibiscus syriacus","M_PL_054"
"Hibiscus tiliaceus","M_PL_044"
"Hibiscus uncinellus","M_PL_074_15"
"Hillia illustris","M_PL_074_10"
"Hippeastrum aulicum","M_PL_069_01"
"Hippeastrum cipoanum","M_PL_074_17"
"Hololepis pedunculata","M_PL_074_17"
"Homalanthus populifolius","M_PL_060_14; M_PL_060_15; M_PL_060_16; M_PL_060_17; M_PL_060_18; M_PL_060_19"
"Hosta albomarginata","M_PL_055"
"Hosta sieboldiana","M_PL_056"
"Houttuynia cordata","M_PL_055; M_PL_057"
"Hydrangea hirta","M_PL_057"
"Hydrangea macrophylla","M_PL_054; M_PL_057"
"Hydrangea paniculata","M_PL_056; M_PL_057"
"Hydrocharis dubia","M_PL_055"
"Hypericum erectum","M_PL_055"
"Hypericum patulum","M_PL_054"
"Hypericum perfolatum","M_PL_058"
"Hypericum prolificum","M_PL_073"
"Hypericum pseudopetiolatum","M_PL_057"
"Hypochoeris radicata","M_PL_006; M_PL_007; M_PL_017; M_PL_019"
"Hyptis asperrima","M_PL_064"
"Hyptis passerina","M_PL_074_09"
"Hyptis pectinata","M_PL_067"
"Idesia polycarpa","M_PL_054"
"Ilex integra","M_PL_044"
"Ilex serrata","M_PL_054"
"Impatiens noli-tangere","M_PL_057"
"Impatiens textori","M_PL_057"
"Impatiens walleriana","M_PL_074_13; M_PL_074_18"
"Indigofera tinctoria","M_PL_054"
"Inga densiflora","M_PL_074_14"
"Inga edulis","M_PL_074_08; M_PL_074_10"
"Inga ingoides","M_PL_074_04; M_PL_074_16"
"Inga leiocalycina","M_PL_074_06"
"Inga luschnathiana","M_PL_074_08"
"Inga semialata","M_PL_074_18"
"Inga sessilis","M_PL_063"
"Inga subnuda","M_PL_074_13"
"Inga uruguensis","M_PL_074_11"
"Inga venosa","M_PL_074_04"
"Iochroma gesnerioides","M_PL_074_03"
"Ipomoea bracteata","M_PL_065"
"Ipomoea cholulensis","M_PL_074_14"
"Ipomoea indica","M_PL_044"
"Ipomoea quamoclit","M_PL_065"
"Ipomoea tricolor","M_PL_074_14"
"Ipomoea wolcottiana","M_PL_065"
"Iris pseudacorus","M_PL_054"
"Iris sanguinea","M_PL_056"
"Iris taevigata","M_PL_055"
"Isachne globosa","M_PL_055"
"Ischnosiphon arouma","M_PL_074_04"
"Ischnosiphon lasiocoleus","M_PL_071"
"Isertia hypoleuca","M_PL_071"
"Isertia parviflora","M_PL_074_04"
"Isertia rosea","M_PL_071"
"Itea parviflora","M_PL_054"
"Ixeris debilis","M_PL_054; M_PL_055"
"Ixeris dentata","M_PL_054; M_PL_055; M_PL_056; M_PL_057"
"Jacaranda caroba","M_PL_074_11"
"Jacaranda puberula","M_PL_074_08"
"Jacquemontia sphaerostigma","M_PL_074_08"
"Janusia anisandra","M_PL_059"
"Jatropha mollissima","M_PL_067"
"Justicia brasiliana","M_PL_069_01"
"Justicia carnea","M_PL_069_01; M_PL_074_07; M_PL_074_10"
"Justicia cuatrecasii","M_PL_071"
"Justicia mexicana","M_PL_065"
"Justicia procumbens","M_PL_054; M_PL_055"
"Justicia scheidweileri","M_PL_064"
"Justicia secunda","M_PL_074_05"
"Kalimeris pinnatifida","M_PL_055; M_PL_057"
"Kalimeris yomena","M_PL_055; M_PL_057"
"Kalmia angustifolia","M_PL_033"
"Kalmia polifolia","M_PL_033"
"Kandetia candel","M_PL_044"
"Kerria japonica","M_PL_054; M_PL_057"
"Knautia arvensis","M_PL_017"
"Kohleria affinis","M_PL_074_02; M_PL_074_03; M_PL_074_16"
"Kohleria inaequalis","M_PL_074_03; M_PL_074_16"
"Kohleria spicata","M_PL_074_01; M_PL_074_03"
"Kohleria trianae","M_PL_074_03"
"Kohleria villosa","M_PL_074_02"
"Kohleria warszewiczii","M_PL_074_03"
"Kunzea muelleri","M_PL_019"
"Labourdonnaisia callophylloides","M_PL_060_07; M_PL_060_08; M_PL_060_09; M_PL_060_10; M_PL_060_11; M_PL_060_19; M_PL_060_20; M_PL_060_22; M_PL_060_23"
"Lactuca indica","M_PL_055"
"Lagerstroemia subcostata","M_PL_044"
"Lantana camara","M_PL_063; M_PL_064; M_PL_074_04; M_PL_074_11; M_PL_074_18"
"Lantana nivea","M_PL_074_08"
"Lapsana communis","M_PL_073"
"Lathyrus clymenum","M_PL_058"
"Lathyrus pratensis","M_PL_006; M_PL_007; M_PL_017"
"Lavandula stoechas","M_PL_058"
"Ledum groenlandicum","M_PL_033"
"Ledum palustre","M_PL_045"
"Leesia japonica","M_PL_055"
"Leontodon autumnalis","M_PL_017"
"Leontodon hispidus","M_PL_017"
"Leontodon saxatilis","M_PL_017"
"Lepidaploa lilacina","M_PL_074_09"
"Lepidaploa rufogrisea","M_PL_074_09"
"Leptorhynchos squamatus","M_PL_019"
"Lespedeza bicolor","M_PL_055"
"Lespedeza thunbergii","M_PL_054"
"Lessingianthus roseus","M_PL_074_17"
"Leucanthemum vulgare","M_PL_006; M_PL_007"
"Leucopogon montanus","M_PL_019"
"Leucosceptrum stellipilum","M_PL_057"
"Libanotis coreana","M_PL_056"
"Ligularia dentata","M_PL_056"
"Ligularia fischerii","M_PL_057"
"Ligustrum japonicum","M_PL_044; M_PL_054"
"Ligustrum obtusifolium","M_PL_054; M_PL_057"
"Limophila sessiliflora","M_PL_055"
"Lindera obtusiloba","M_PL_057"
"Lindera umbellata","M_PL_057"
"Lindernia dubia","M_PL_073"
"Lindernia procumbens","M_PL_055"
"Linnaea borealis","M_PL_004"
"Linum catharticum","M_PL_017"
"Liriope platyphylla","M_PL_054"
"Litsea citriodora","M_PL_044"
"Litsea japonica","M_PL_044"
"Lobelia fistulosa","M_PL_074_17"
"Lobelia laxiflora","M_PL_074_15"
"Lonicera alpigena","M_PL_056"
"Lonicera gracilipes","M_PL_057"
"Lonicera morrowii","M_PL_054"
"Lotus corniculatus","M_PL_006; M_PL_007; M_PL_017"
"Ludwigia epilobioides","M_PL_055"
"Luehea grandiflora","M_PL_074_11"
"Lundia cordata","M_PL_074_08"
"Lychnis flos-cuculi","M_PL_006"
"Lychnis gracillima","M_PL_056"
"Lychnophora pohlii","M_PL_074_09"
"Lychnophora tomentosa","M_PL_074_09"
"Lycopus ramosissimus","M_PL_055"
"Lycopus rubellus","M_PL_073"
"Lyonia ovalifolia","M_PL_054"
"Lysimachia fortunei","M_PL_055"
"Lysimachia mauiriana","M_PL_044"
"Lysimachia nummularia","M_PL_073"
"Lythrum anceps","M_PL_054; M_PL_055"
"Maackia tashiroi","M_PL_044"
"Mabea fistulifera","M_PL_074_11"
"Machitus thunbergii","M_PL_044"
"Macleania bullata","M_PL_074_02"
"Macleania pentaptera","M_PL_074_01"
"Macleania recumbens","M_PL_074_01"
"Macleania rupestris","M_PL_068"
"Macleania stricta","M_PL_074_02"
"Macleaya cordata","M_PL_057"
"Macrocarpaea macrophylla","M_PL_074_03"
"Macrocarpaea rubra","M_PL_063"
"Maesa tenera","M_PL_044"
"Mahonia japonica","M_PL_054"
"Maianthemum canadense","M_PL_004"
"Mallotus japonicus","M_PL_044"
"Malus halliana","M_PL_054"
"Malus sieboldii","M_PL_056"
"Malvaviscus arboreus","M_PL_074_01; M_PL_074_14; M_PL_074_15"
"Mandevilla hirsuta","M_PL_074_04"
"Mandevilla pycnantha","M_PL_074_09"
"Manettia cordifolia","M_PL_063; M_PL_074_11"
"Manettia gracilis","M_PL_074_07"
"Maranta furcata","M_PL_074_08"
"Marcgravia myriostigma","M_PL_074_08"
"Markea coccinea","M_PL_071"
"Medicago lupulina","M_PL_017"
"Medusagyne oppositifolia","M_PL_061_02; M_PL_061_05; M_PL_061_07"
"Meehania urticifolia","M_PL_056; M_PL_057"
"Melastoma candidum","M_PL_044"
"Meliosma oldhamii","M_PL_044"
"Meliosma rigida","M_PL_044"
"Meliosma tenuis","M_PL_057"
"Melocactus zehntneri","M_PL_067"
"Melochia tomentosa","M_PL_067"
"Memecylon eleagni","M_PL_061_01; M_PL_061_02; M_PL_061_03; M_PL_061_04; M_PL_061_05; M_PL_061_06; M_PL_061_08; M_PL_061_09; M_PL_061_10; M_PL_061_12; M_PL_061_14; M_PL_061_16; M_PL_061_17; M_PL_061_18; M_PL_061_19; M_PL_061_20; M_PL_061_21; M_PL_061_22; M_PL_061_23; M_PL_061_24; M_PL_061_25; M_PL_061_26; M_PL_061_27; M_PL_061_28; M_PL_061_29; M_PL_061_30; M_PL_061_35; M_PL_061_36; M_PL_061_38; M_PL_061_43; M_PL_061_44; M_PL_061_45; M_PL_061_46; M_PL_061_48"
"Memecylon ovatifolium","M_PL_060_09; M_PL_060_10"
"Mendoncia coccinea","M_PL_074_07; M_PL_074_10; M_PL_074_18"
"Mendoncia velloziana","M_PL_063; M_PL_064"
"Menziesia pentandra","M_PL_056"
"Meriania radula","M_PL_074_12"
"Meriania tomentosa","M_PL_074_02; M_PL_074_03"
"Metothria tiukiuensis","M_PL_044"
"Mezobromelia capituligera","M_PL_074_02; M_PL_074_03"
"Miconia alpina","M_PL_074_12"
"Microseris lanceolata","M_PL_019"
"Mikania websteri","M_PL_074_02"
"Mimosa aurivillus","M_PL_074_09"
"Mimusops erythroxylon","M_PL_060_05; M_PL_060_06; M_PL_060_07"
"Mimusops sechellarum","M_PL_061_01; M_PL_061_02; M_PL_061_05; M_PL_061_18; M_PL_061_21; M_PL_061_37; M_PL_061_43"
"Minasia scapigera","M_PL_074_09"
"Miraglossum pilosum","M_PL_013"
"Miraglossum verticillare","M_PL_013"
"Molinaea alternifolia","M_PL_060_01; M_PL_060_02; M_PL_060_03; M_PL_060_04; M_PL_060_05; M_PL_060_15; M_PL_060_16; M_PL_060_17"
"Molinaea macrantha","M_PL_060_23; M_PL_060_24"
"Monimiastrum globosum","M_PL_060_05; M_PL_060_06; M_PL_060_07"
"Monnina salicifolia","M_PL_074_12"
"Monochoria korsakowii","M_PL_055"
"Monochoria vaginalis","M_PL_055"
"Monotagma secundum","M_PL_071"
"Morinda umbellata","M_PL_044"
"Mosla dianthera","M_PL_044; M_PL_055"
"Moussonia deppeana","M_PL_074_14; M_PL_074_15"
"Murdannia keisak","M_PL_055"
"Musa balbisiana","M_PL_044"
"Musa ornata","M_PL_074_10; M_PL_074_18"
"Musa velutina","M_PL_074_16"
"Musaenda parviflora","M_PL_044"
"Mutisia decurrens","M_PL_051"
"Mutisia speciosa","M_PL_063; M_PL_064; M_PL_074_08; M_PL_074_13"
"Myonima violacea","M_PL_060_16; M_PL_060_17; M_PL_060_18"
"Myrcia lasiantha","M_PL_074_17"
"Myrsine segttinii","M_PL_044"
"Nandina domestica","M_PL_054"
"Nematanthus australis","M_PL_069_01"
"Nematanthus fissus","M_PL_074_07; M_PL_074_13"
"Nematanthus fluminensis","M_PL_063; M_PL_074_07; M_PL_074_08; M_PL_074_13"
"Nematanthus fritschii","M_PL_063; M_PL_074_07"
"Nematanthus gregarius","M_PL_063; M_PL_074_10"
"Nematanthus sericeus","M_PL_063"
"Nematanthus striatus","M_PL_074_10"
"Nematanthus strigillosus","M_PL_074_17"
"Nemopanthus mucronata","M_PL_033"
"Neopaxia australasica","M_PL_019"
"Neoregelia bahiana","M_PL_074_17"
"Neoregelia johannis","M_PL_074_07; M_PL_074_18"
"Nepenthes pervillei","M_PL_061_35; M_PL_061_36; M_PL_061_39; M_PL_061_43; M_PL_061_44; M_PL_061_46; M_PL_061_48"
"Nephrosperma vanhoutteanum","M_PL_061_01; M_PL_061_02; M_PL_061_03; M_PL_061_04; M_PL_061_05; M_PL_061_06; M_PL_061_07; M_PL_061_08; M_PL_061_10; M_PL_061_12; M_PL_061_13; M_PL_061_14; M_PL_061_15; M_PL_061_16; M_PL_061_19; M_PL_061_20; M_PL_061_21; M_PL_061_22; M_PL_061_23; M_PL_061_24; M_PL_061_28; M_PL_061_29; M_PL_061_30; M_PL_061_31; M_PL_061_32; M_PL_061_35; M_PL_061_36; M_PL_061_37; M_PL_061_38; M_PL_061_39; M_PL_061_40; M_PL_061_43; M_PL_061_44; M_PL_061_45; M_PL_061_46; M_PL_061_47; M_PL_061_48"
"Nidularium angustifolium","M_PL_074_13"
"Nidularium billbergioides","M_PL_074_10"
"Nidularium innocentii","M_PL_063; M_PL_069_01; M_PL_074_07; M_PL_074_08; M_PL_074_13"
"Nidularium krisgreeniae","M_PL_074_10"
"Nidularium longiflorum","M_PL_063"
"Nidularium procerum","M_PL_063; M_PL_074_07; M_PL_074_08"
"Nidularium rutilans","M_PL_063"
"Nidularium seidelii","M_PL_074_07; M_PL_074_08; M_PL_074_13"
"Nopalea karwinskiana","M_PL_065"
"Norantea guianensis","M_PL_074_04"
"Northea hornei","M_PL_061_13; M_PL_061_16; M_PL_061_24; M_PL_061_37; M_PL_061_38; M_PL_061_40"
"Nymphaea marliacea","M_PL_055"
"Ochna kirkii","M_PL_061_25; M_PL_061_26; M_PL_061_27; M_PL_061_28; M_PL_061_29"
"Ochna mauritiana","M_PL_060_05; M_PL_060_06; M_PL_060_08; M_PL_060_17; M_PL_060_18; M_PL_060_22"
"Ocotea laevigata","M_PL_060_06; M_PL_060_07; M_PL_060_11"
"Oenanthe javanica","M_PL_055"
"Olea lancea","M_PL_060_06; M_PL_060_07; M_PL_060_09; M_PL_060_16; M_PL_060_17; M_PL_060_18; M_PL_060_19; M_PL_060_20"
"Olearia phlogopappa","M_PL_019"
"Omphalodes japonica","M_PL_057"
"Opuntia excelsa","M_PL_065"
"Opuntia stricta","M_PL_058"
"Orchis morio","M_PL_007"
"Orites lancifolia","M_PL_019"
"Orixa japonica","M_PL_057"
"Ormocaipum cochinchinense","M_PL_044"
"Osterium sieboldii","M_PL_057"
"Oxalis acetosella","M_PL_056"
"Oxalis corniculata","M_PL_054; M_PL_055"
"Oxalis corymbosa","M_PL_054"
"Oxalis montana","M_PL_004"
"Oxalis psoraleoides","M_PL_067"
"Oxalis stricta","M_PL_073"
"Oxylobium ellipticum","M_PL_019"
"Pachycarpus natalensis","M_PL_013"
"Pachystachys coccinea","M_PL_074_04"
"Paederia scandens","M_PL_054; M_PL_057"
"Paeonia japonica","M_PL_057"
"Paliavana sericiflora","M_PL_074_09; M_PL_074_17"
"Palicourea acetosoides","M_PL_074_02; M_PL_074_03; M_PL_074_05; M_PL_074_16"
"Palicourea anderssoniana","M_PL_074_01"
"Palicourea angustifolia","M_PL_074_03"
"Palicourea crocea","M_PL_074_04; M_PL_074_06; M_PL_074_11"
"Palicourea cuatrecasasii","M_PL_074_03"
"Palicourea demissa","M_PL_074_01; M_PL_074_02; M_PL_074_05"
"Palicourea fastigiata","M_PL_074_06"
"Palicourea lasiantha","M_PL_074_06"
"Palicourea lineata","M_PL_074_02"
"Palicourea marcgravii","M_PL_074_09"
"Palicourea ovalis","M_PL_074_03"
"Palicourea rigida","M_PL_074_09"
"Palicourea sodiroi","M_PL_074_01"
"Palicourea subspicata","M_PL_071"
"Pandanus barklyi","M_PL_060_07; M_PL_060_08"
"Pandanus odoratissimus","M_PL_044"
"Pandanus rigidifolius","M_PL_060_12"
"Pandanus wiehii","M_PL_060_04; M_PL_060_05; M_PL_060_07"
"Papaver radicatum","M_PL_024"
"Paragenipa wrightii","M_PL_061_01; M_PL_061_03; M_PL_061_04; M_PL_061_07; M_PL_061_08; M_PL_061_13; M_PL_061_16; M_PL_061_18; M_PL_061_19; M_PL_061_20; M_PL_061_21; M_PL_061_24; M_PL_061_25; M_PL_061_28; M_PL_061_32; M_PL_061_36; M_PL_061_37; M_PL_061_39; M_PL_061_40; M_PL_061_44; M_PL_061_47; M_PL_061_48"
"Paraserianthes falcataria","M_PL_061_28"
"Passiflora involucrata","M_PL_074_06"
"Passiflora kermesina","M_PL_064"
"Passiflora mixta","M_PL_068"
"Passiflora quadriglandulosa","M_PL_074_06"
"Passiflora speciosa","M_PL_064"
"Passiflora spinosa","M_PL_074_06"
"Passiflora vitifolia","M_PL_071"
"Patrinia triloba palmata","M_PL_056"
"Patrinia villosa","M_PL_056; M_PL_057"
"Pavonia schwackei","M_PL_074_09"
"Payparola hulkiana","M_PL_071"
"Pedicularis flammea","M_PL_045"
"Pedicularis resupinata","M_PL_056"
"Pellegrinia hirsuta","M_PL_074_12"
"Penstemon gentianoides","M_PL_070"
"Penstemon roseus","M_PL_070"
"Pentachondra pumila","M_PL_019"
"Periandra mediterranea","M_PL_074_09"
"Pernettya prostrata","M_PL_068"
"Persicaria aestiva","M_PL_057"
"Persicaria chinensis","M_PL_044"
"Persicaria conspicua","M_PL_055; M_PL_057"
"Persicaria nipponensis","M_PL_055"
"Persicaria pubescens","M_PL_057"
"Persicaria sieboldi","M_PL_055"
"Persicaria thunbergii","M_PL_054; M_PL_055; M_PL_057"
"Persicaria yokusaiana","M_PL_054; M_PL_055; M_PL_057"
"Peucedanum joponicum","M_PL_044"
"Phebalium ovatifolium","M_PL_019"
"Philadelphus coronarius","M_PL_054"
"Philadelphus satsumi","M_PL_056"
"Phlox subulata","M_PL_054"
"Phoenicophorium borsigianum","M_PL_061_04; M_PL_061_05; M_PL_061_06; M_PL_061_07; M_PL_061_08; M_PL_061_11; M_PL_061_12; M_PL_061_13; M_PL_061_14; M_PL_061_16; M_PL_061_21; M_PL_061_30; M_PL_061_31; M_PL_061_37; M_PL_061_38; M_PL_061_39; M_PL_061_40; M_PL_061_45; M_PL_061_46; M_PL_061_47"
"Photinia glabra","M_PL_054"
"Phragmites communis","M_PL_055"
"Phyllanthus phillyreifolius","M_PL_060_05; M_PL_060_06; M_PL_060_07; M_PL_060_08; M_PL_060_19; M_PL_060_22; M_PL_060_23; M_PL_060_24"
"Physocalyx major","M_PL_074_09"
"Phytolacca americana","M_PL_054"
"Picris hieracioides japonica","M_PL_056"
"Pieris japonica","M_PL_054"
"Pilosocereus aurisetus","M_PL_074_17"
"Pilosocereus gounellei","M_PL_067"
"Pimelea ligustrina","M_PL_019"
"Piper kadzura","M_PL_044"
"Piptolepis imbricata","M_PL_074_09"
"Piptolepis leptospermoides","M_PL_074_17"
"Pitcairnia heterophylla","M_PL_074_15"
"Pitcairnia nigra","M_PL_074_01; M_PL_074_02; M_PL_074_05"
"Pitcairnia sodiroi","M_PL_074_02"
"Pithecellobium mangens","M_PL_065"
"Pithecoseris pacourinoides","M_PL_067"
"PittosPorum tobira","M_PL_044"
"Pittosporum senacia","M_PL_060_05; M_PL_060_08; M_PL_060_09; M_PL_061_16; M_PL_061_40; M_PL_061_46"
"Plantago asiatica","M_PL_057"
"Plantago lanceolata","M_PL_006"
"Plantago major","M_PL_017"
"Pleurostylia leucocarpa","M_PL_060_12"
"Plumbago scandens","M_PL_067"
"Poa pratensis","M_PL_056"
"Podophyllum peltatum","M_PL_025"
"Polemonium caeruleum yezoense","M_PL_056"
"Pollia japonica","M_PL_044; M_PL_054; M_PL_057"
"Polygonatum lasianthum","M_PL_056"
"Polygonatum macranthum","M_PL_056"
"Polygonum amphibium","M_PL_073"
"Polygonum viviparum","M_PL_045"
"Polymnia uvedalia","M_PL_073"
"Polyscias mauritiana","M_PL_060_04; M_PL_060_05; M_PL_060_06"
"Potentilla egedei","M_PL_055"
"Potentilla freyniana","M_PL_056"
"Potentilla rubricaulis","M_PL_045"
"Potentilla sundaica","M_PL_057"
"Potentilla vahliana","M_PL_024"
"Prasophyllum alpinum","M_PL_019"
"Premna corymbosa","M_PL_044"
"Premna microphylla","M_PL_044"
"Premna serratifolia","M_PL_061_06; M_PL_061_26; M_PL_061_27; M_PL_061_28; M_PL_061_29; M_PL_061_32"
"Prenanthes tanakae","M_PL_055"
"Primula veris","M_PL_007"
"Prostanthera cuneata","M_PL_019"
"Proteopsis argentea","M_PL_074_09"
"Prunella vulgaris","M_PL_006; M_PL_055; M_PL_070"
"Prunus jamasakura","M_PL_057"
"Prunus maximowiczii","M_PL_056"
"Prunus nipponica","M_PL_056"
"Prunus tomentosa","M_PL_054"
"Psammisia aberrans","M_PL_074_01; M_PL_074_02; M_PL_074_05"
"Psammisia ecuadorensis","M_PL_074_01; M_PL_074_02"
"Psammisia oreogenes","M_PL_074_01"
"Psammisia pauciflora","M_PL_074_01"
"Psammisia sodiroi","M_PL_074_01; M_PL_074_02"
"Psammisia ulbrichiana","M_PL_074_01; M_PL_074_02; M_PL_074_05"
"Psathura terniflora","M_PL_060_20"
"Pseudostellaria heterantha","M_PL_056"
"Psiadia terebinthina","M_PL_060_01; M_PL_060_02; M_PL_060_03; M_PL_060_04; M_PL_060_05; M_PL_060_06; M_PL_060_07; M_PL_060_08; M_PL_060_13; M_PL_060_14; M_PL_060_15; M_PL_060_16; M_PL_060_17; M_PL_060_18; M_PL_060_19; M_PL_060_20; M_PL_060_24"
"Psidium cattleianum","M_PL_060_16; M_PL_060_17; M_PL_060_18; M_PL_060_19; M_PL_060_20; M_PL_060_24; M_PL_061_12; M_PL_061_26; M_PL_061_27; M_PL_061_28; M_PL_061_29"
"Psittacanthus calyculatus","M_PL_065"
"Psittacanthus cucullaris","M_PL_074_06"
"Psittacanthus dichrous","M_PL_063; M_PL_074_07; M_PL_074_08; M_PL_074_10; M_PL_074_13"
"Psittacanthus lasianthus","M_PL_071"
"Psittacanthus rhynchanthus","M_PL_074_14"
"Pslicourea quadrifolia","M_PL_071"
"Psoralea bituminosa","M_PL_058"
"Psychotria bahiensis","M_PL_071"
"Psychotria costivenia","M_PL_074_14"
"Psychotria homalosperma","M_PL_044"
"Psychotria leiocarpa","M_PL_063"
"Psychotria mapourioides","M_PL_074_04"
"Psychotria muscosa","M_PL_074_04"
"Psychotria nemorosa","M_PL_074_07"
"Psychotria nuda","M_PL_074_07; M_PL_074_08; M_PL_074_13; M_PL_074_18"
"Psychotria peppigiana","M_PL_071"
"Psychotria pervillei","M_PL_061_04; M_PL_061_05; M_PL_061_06; M_PL_061_07; M_PL_061_12; M_PL_061_13; M_PL_061_19; M_PL_061_20; M_PL_061_21; M_PL_061_22; M_PL_061_23; M_PL_061_38; M_PL_061_44; M_PL_061_45"
"Psychotria platypoda","M_PL_071"
"Psychotria sepens","M_PL_044"
"Psychotria suterella","M_PL_069_01"
"Psychotria vellosiana","M_PL_074_17"
"Psyllocarpus laricoides","M_PL_074_09"
"Ptantago asiatica","M_PL_055"
"Puya clava-herculis","M_PL_068"
"Puya pseudoeryngioides","M_PL_074_12"
"Pyracantha angustifolia","M_PL_054"
"Pyracantha crenulata","M_PL_054"
"Pyrola alpina","M_PL_056"
"Pyrola grandiflora","M_PL_045"
"Pyrola incarnata","M_PL_056"
"Pyrola secunda","M_PL_004"
"Pyrostegia venusta","M_PL_063; M_PL_074_11"
"Pyrostria fasciculata","M_PL_060_07; M_PL_060_10"
"Qualea multiflora","M_PL_074_11"
"Quararibea lasiocalyx","M_PL_074_06"
"Quesnelia arvensis","M_PL_074_07"
"Quesnelia humilis","M_PL_074_07"
"Quesnelia marmorata","M_PL_074_07"
"Rabdosia longituba","M_PL_057"
"Rabdosia trichocarpa","M_PL_057"
"Racinaea tetrantha","M_PL_068"
"Ranunculus acris","M_PL_006; M_PL_007"
"Ranunculus japonicus","M_PL_055; M_PL_056"
"Ranunculus sieboldii","M_PL_044"
"Ranunculus silerifolius","M_PL_057"
"Reldia grandiflora","M_PL_074_03"
"Renealmia sessilifolia","M_PL_074_01; M_PL_074_02; M_PL_074_05"
"Retiniphyllum rhabdocalyx","M_PL_071"
"Reynoutria japonica","M_PL_044; M_PL_056; M_PL_057"
"Rhamnella franguloides","M_PL_044"
"Rhaphiolepis indica","M_PL_044"
"Rhododendron degronianum","M_PL_056"
"Rhododendron kaempferi","M_PL_057"
"Rhododendron lapponicum","M_PL_045"
"Rhododendron macrosepalum","M_PL_054"
"Rhododendron mucronata","M_PL_054"
"Rhododendron oomurasalei","M_PL_054"
"Rhododendron tashiroi","M_PL_044"
"Rhododendron wadanum","M_PL_056"
"Rhus javanica","M_PL_054; M_PL_057"
"Rhus sylvestris","M_PL_054"
"Rhynchotechum discolor","M_PL_044"
"Ribes incarnatum","M_PL_074_12"
"Ribes magellanicum","M_PL_051"
"Ribes maximowiczianum","M_PL_056"
"Richea continentis","M_PL_019"
"Rodgersia podophylla","M_PL_056"
"Rogiera cordata","M_PL_074_14"
"Rorippa indica","M_PL_057"
"Rosa borboniana","M_PL_054"
"Rosa eglanteria","M_PL_051"
"Rosa multtlflora","M_PL_055"
"Roscheria melanochaetes","M_PL_061_09; M_PL_061_11; M_PL_061_15; M_PL_061_18; M_PL_061_19; M_PL_061_20; M_PL_061_21; M_PL_061_23; M_PL_061_36; M_PL_061_37; M_PL_061_38; M_PL_061_43; M_PL_061_45; M_PL_061_47"
"Rosmarinus officinalis","M_PL_058"
"Roussea simplex","M_PL_060_01; M_PL_060_02; M_PL_060_03; M_PL_060_04; M_PL_060_05"
"Rovaeanthus strigosus","M_PL_074_14; M_PL_074_15"
"Rubus alcefolius","M_PL_060_24"
"Rubus buergeri","M_PL_057"
"Rubus crataegifolius","M_PL_057"
"Rubus croceacanthus","M_PL_044"
"Rubus fruticosus","M_PL_017"
"Rubus grayanus","M_PL_044"
"Rubus idaeus","M_PL_056"
"Rubus palmatus","M_PL_057"
"Rubus pungens","M_PL_056"
"Rubus rosaefolius","M_PL_064"
