"species","networks"
"Rubus sieboldii","M_PL_044"
"Rudbeckia hirta","M_PL_073"
"Rudbeckia laciniata","M_PL_073"
"Ruellia asperula","M_PL_067"
"Ruellia brevifolia","M_PL_064"
"Ruellia densa","M_PL_074_09"
"Ruellia elegans","M_PL_074_18"
"Ruellia subsessilis","M_PL_064"
"Russelia sarmentosa","M_PL_074_14"
"Ruta chalepensis","M_PL_058"
"Ryania pyrifera","M_PL_071"
"Ryania speciosa","M_PL_074_04"
"Sabicea grisea","M_PL_074_08; M_PL_074_13; M_PL_074_18"
"Sagittaria trifolia","M_PL_055"
"Salix fragilis","M_PL_033"
"Salsola komarovii","M_PL_044"
"Salvia chiapensis","M_PL_074_15"
"Salvia elegans","M_PL_070"
"Salvia japonica","M_PL_055"
"Salvia mocinoi","M_PL_070"
"Salvia quitensis","M_PL_074_05"
"Salvia scutellarioides","M_PL_074_03"
"Salvia tonalensis","M_PL_074_14"
"Salvia urica","M_PL_074_15"
"Sambucus racemosa","M_PL_057"
"Sanchezia munita","M_PL_074_06"
"Sanchezia putumayensis","M_PL_074_06"
"Sangiunaria canadensis","M_PL_025"
"Saracha punctata","M_PL_074_12"
"Sarcopera anomala","M_PL_074_02"
"Satchys tenuifolia","M_PL_073"
"Satyria panurensis","M_PL_071"
"Saurauia scabrida","M_PL_074_14; M_PL_074_15"
"Saxifraga caespitosa","M_PL_045"
"Saxifraga tricuspidata","M_PL_045"
"Scabiosa japonica","M_PL_056"
"Scabiosa stellata","M_PL_058"
"Scaevola frutescens","M_PL_044"
"Schefflera octophylla","M_PL_044"
"Schima wallichii","M_PL_044"
"Schinus patagonicus","M_PL_051"
"Schwartzia adamantium","M_PL_074_09"
"Schwartzia brasiliensis","M_PL_074_07; M_PL_074_08; M_PL_074_10; M_PL_074_13"
"Scirpus triqueter","M_PL_055"
"Scleria terrestris","M_PL_044"
"Scrophularia marilandica","M_PL_073"
"Securinega suffruticosa","M_PL_044; M_PL_054"
"Sedum aizoon","M_PL_056"
"Sedum formosanum","M_PL_044"
"Sedum sediforme","M_PL_058"
"Senecio cannabifolius","M_PL_056"
"Senecio gunnii","M_PL_019"
"Senecio jacobea","M_PL_017"
"Senecio lautus","M_PL_019"
"Senecio nemorensis","M_PL_056"
"Senecio nikoensis","M_PL_057"
"Senecio pectinatus","M_PL_019"
"Senecio pierotii","M_PL_055"
"Serissa japonica","M_PL_054"
"Serjania lethalis","M_PL_074_11"
"Serjania mexicana","M_PL_074_14"
"Serratula coronata insularis","M_PL_056"
"Sideroxylon cinereum","M_PL_060_01; M_PL_060_02; M_PL_060_04; M_PL_060_13; M_PL_060_14; M_PL_060_15"
"Sideroxylon puberulum","M_PL_060_05; M_PL_060_06; M_PL_060_07; M_PL_060_17; M_PL_060_18; M_PL_060_19"
"Silene acaulis","M_PL_045"
"Sinningia cooperi","M_PL_063"
"Sinningia douglasii","M_PL_069_01"
"Sinningia elatior","M_PL_063"
"Sinningia glazioviana","M_PL_063"
"Siphocampylus convolvulaceus","M_PL_063"
"Siphocampylus fimbriatus","M_PL_074_17"
"Siphocampylus giganteus","M_PL_068"
"Siphocampylus lauroanus","M_PL_063"
"Siphocampylus longipedunculatus","M_PL_063"
"Siphocampylus paramicola","M_PL_068"
"Sisyranthus trichostomus","M_PL_013"
"Smilacina trifolia","M_PL_033"
"Smilax anceps","M_PL_060_07; M_PL_060_08; M_PL_060_22"
"Solanum carolinense","M_PL_073"
"Solanum melongena","M_PL_055"
"Solenophora glomerata","M_PL_074_15"
"Solidago virgaurea asiatica","M_PL_056"
"Sonchus tenerrinus","M_PL_058"
"Sorbus commixta","M_PL_056"
"Soulamea terminaloides","M_PL_061_01; M_PL_061_09; M_PL_061_10; M_PL_061_15; M_PL_061_18; M_PL_061_24; M_PL_061_46"
"Spathacanthus parviflorus","M_PL_074_15"
"Spiraea alba","M_PL_033"
"Spiraea blumei","M_PL_054"
"Spiraea cantoniensis","M_PL_054"
"Spiraea thunbergii","M_PL_054"
"Spiraea tossensis","M_PL_054"
"Spiranthes sinensis","M_PL_054"
"Spirotheca rivieri","M_PL_063; M_PL_074_10"
"Stachytarpheta cayennensis","M_PL_074_13; M_PL_074_18"
"Stachytarpheta glabra","M_PL_074_17"
"Stachytarpheta mexiae","M_PL_074_17"
"Stachyurus praecox","M_PL_057"
"Stackhousia pulvinaris","M_PL_019"
"Staelia galioides","M_PL_067"
"Staphylea bumalda","M_PL_057"
"Stauntonia hexaPhylla","M_PL_044"
"Stellaria alsine","M_PL_057"
"Stellaria media","M_PL_055"
"Stellaria pubera","M_PL_025"
"Stellaria uchiyamana","M_PL_057"
"Stenactis annuus","M_PL_054; M_PL_057"
"Stenostephanus monolophus","M_PL_074_15"
"Stenostephanus sanguineus","M_PL_074_03"
"Stephanandra incisa","M_PL_057"
"Stewartia monadelpha","M_PL_054"
"Stigmaphyllon auriculatum","M_PL_059"
"Stigmaphyllon ciliatum","M_PL_059"
"Stigmaphyllon paralias","M_PL_059"
"Stillingia lineata","M_PL_060_03; M_PL_060_04; M_PL_060_05; M_PL_060_06; M_PL_060_07; M_PL_060_08; M_PL_060_09; M_PL_060_10; M_PL_060_11; M_PL_060_12; M_PL_060_15; M_PL_060_16; M_PL_060_17; M_PL_060_18; M_PL_060_19; M_PL_060_20; M_PL_060_21; M_PL_060_22; M_PL_060_23; M_PL_060_24"
"Streptosolen jamesonii","M_PL_074_03"
"Stromanthe stromanthoides","M_PL_074_05"
"Stylidium graminifolium","M_PL_019"
"Styrax camporum","M_PL_074_11"
"Styrax glabrescens","M_PL_074_15"
"Styrax japonica","M_PL_044"
"Swertia bimaculata","M_PL_057"
"Swida macrophylla","M_PL_054; M_PL_057"
"Swida stlonifera","M_PL_054"
"Symphiotrichum lanceolatum","M_PL_073"
"Symphonia globulifera","M_PL_071; M_PL_074_04"
"Symplocos chinensis","M_PL_057"
"Symplocos longipes","M_PL_074_14"
"Symplocos microcalyx","M_PL_044"
"Synurus pungens","M_PL_056"
"Syringa vulgaris","M_PL_054"
"Syzygium commersonii","M_PL_060_10; M_PL_060_11"
"Syzygium coriaceum","M_PL_060_08; M_PL_060_09; M_PL_060_10; M_PL_060_11; M_PL_060_20; M_PL_060_21; M_PL_060_22; M_PL_060_23"
"Syzygium glomeratum","M_PL_060_12"
"Syzygium jambos","M_PL_074_04; M_PL_074_08"
"Syzygium malaccense","M_PL_074_06"
"Syzygium mauritianum","M_PL_060_11"
"Syzygium petrinese","M_PL_060_10; M_PL_060_11; M_PL_060_12; M_PL_060_23; M_PL_060_24"
"Syzygium venosum","M_PL_060_04"
"Syzygium wrightii","M_PL_061_05; M_PL_061_06; M_PL_061_18; M_PL_061_21; M_PL_061_24; M_PL_061_37; M_PL_061_45; M_PL_061_46"
"Tabebuia cassinoides","M_PL_074_08"
"Tabebuia donnell-smithii","M_PL_065"
"Tabebuia impetiginosa","M_PL_067"
"Tabebuia stenocalyx","M_PL_074_04"
"Tabernaemontana cymosa","M_PL_074_04"
"Tabernaemontana persicarifolia","M_PL_060_08; M_PL_060_09; M_PL_060_20"
"Tabernamontana macrocalyx","M_PL_071"
"Tachia occidentalis","M_PL_071"
"Tachigali paniculata","M_PL_074_06"
"Tacinga inamoena","M_PL_067"
"Tacinga palmadora","M_PL_067"
"Talipariti tiliaceum","M_PL_074_08"
"Taraxacum hondoense","M_PL_056"
"Taraxacum japonicum","M_PL_054; M_PL_055"
"Taraxacum officinale","M_PL_006; M_PL_007"
"Thalictrum filamentosum tenerum","M_PL_056"
"Thalictrum thalictroides","M_PL_025"
"Thibaudia floribunda","M_PL_074_03"
"Thymelaea hirusta","M_PL_058"
"Tiarella cordifolia collina","M_PL_025"
"Tilia japonica","M_PL_054"
"Tilia miqueliana","M_PL_054"
"Tillandsia bartramii","M_PL_065"
"Tillandsia complanata","M_PL_068; M_PL_074_02"
"Tillandsia dasyrifolia","M_PL_065"
"Tillandsia dura","M_PL_063"
"Tillandsia fasciculata","M_PL_074_04"
"Tillandsia gardneri","M_PL_074_07; M_PL_074_17"
"Tillandsia geminiflora","M_PL_063; M_PL_074_07; M_PL_074_13; M_PL_074_18"
"Tillandsia guatemalensis","M_PL_074_15"
"Tillandsia orbicularis","M_PL_068"
"Tillandsia paucifolia","M_PL_065"
"Tillandsia ponderosa","M_PL_074_15"
"Tillandsia stricta","M_PL_063; M_PL_074_07; M_PL_074_10"
"Tillandsia utriculata","M_PL_074_04"
"Timonius sechellensis","M_PL_061_05"
"Toddalia asiatica","M_PL_060_01; M_PL_060_02; M_PL_060_03; M_PL_060_04; M_PL_060_14; M_PL_060_15"
"Torilis japonica","M_PL_017; M_PL_054; M_PL_057"
"Tradescantia ohiensis","M_PL_054"
"Trema orientalis","M_PL_044"
"Trichanthera gigantea","M_PL_074_16"
"Trientalis borealis","M_PL_004"
"Trifolium dubium","M_PL_006; M_PL_007"
"Trifolium pratense","M_PL_006; M_PL_017"
"Trifolium repens","M_PL_006; M_PL_007; M_PL_054; M_PL_057"
"Trigonotis brevipes","M_PL_057"
"Trillium catesbei","M_PL_025"
"Trillium undulatum","M_PL_004"
"Triplaris americana","M_PL_074_14"
"Tristerix corymbosus","M_PL_051"
"Tristerix longebracteatus","M_PL_068; M_PL_074_12"
"Tristhema mauritiana","M_PL_060_10; M_PL_060_11; M_PL_060_20"
"Triumfetta speciosa","M_PL_074_14"
"Trixis vauthieri","M_PL_074_17"
"Trochetia blackburniana","M_PL_060_13; M_PL_060_14; M_PL_060_15"
"Trollius hondoensis","M_PL_056"
"Tropaeolum bicolor","M_PL_074_12"
"Turraea rigida","M_PL_060_08; M_PL_060_09"
"Ulmus davidiana","M_PL_054"
"Urospermum picrioides","M_PL_058"
"Uvularia sessilifolia","M_PL_025"
"VVedelia biflora","M_PL_044"
"Vaccinium floribundum","M_PL_068; M_PL_074_12"
"Vaccinium myrtilloides","M_PL_033"
"Vaccinium oldhami","M_PL_054"
"Vaccinium uliginosum","M_PL_045"
"Vaccinium wrightii","M_PL_044"
"Valeriana flaccidissima","M_PL_057"
"Vellozia epidendroides","M_PL_074_17"
"Vellozia hirsuta","M_PL_074_09"
"Veratrum album oxysepalum","M_PL_056"
"Veratrum maackii","M_PL_056"
"Verbena hastata","M_PL_073"
"Verbena urticifolia","M_PL_073"
"Verbesina alternifolia","M_PL_073"
"Vernonanthura phosphorica","M_PL_074_17"
"Veronica persica","M_PL_054"
"Veronicastrum sibiricum","M_PL_054; M_PL_056"
"Viburnum dilatatum","M_PL_054"
"Viburnum erosum","M_PL_054"
"Viburnum furcatum","M_PL_056"
"Viburnum opulus","M_PL_056"
"Viburnum phlebotricum","M_PL_057"
"Viburnum plicatum","M_PL_057"
"Viburnum suspensum","M_PL_054"
"Vicea lutea","M_PL_058"
"Vicia cracca","M_PL_006"
"Vicia nigricans","M_PL_051"
"Vicia sativa","M_PL_006"
"Vicia venosa","M_PL_057"
"Vigna marina","M_PL_044"
"Viola grypoceras","M_PL_056"
"Viola mandshurica","M_PL_054"
"Viola papilionacea","M_PL_025"
"Viola pseudo-japonica","M_PL_044"
"Viola verecunda","M_PL_057"
"Viscaria alpina","M_PL_045"
"Vitex cannabifolia","M_PL_054"
"Vitex divaricata","M_PL_074_04"
"Vitex mollis","M_PL_065"
"Vitex rotundifolia","M_PL_044"
"Vochysia discolor","M_PL_074_09"
"Vochysia emarginata","M_PL_074_17"
"Vochysia tucanorum","M_PL_074_11"
"Vriesea carinata","M_PL_063; M_PL_069_01"
"Vriesea chrysostachys","M_PL_071"
"Vriesea ensiformis","M_PL_074_07; M_PL_074_08; M_PL_074_10; M_PL_074_13"
"Vriesea erythrodactylon","M_PL_063; M_PL_069_01"
"Vriesea flammea","M_PL_074_07"
"Vriesea incurvata","M_PL_063; M_PL_069_01; M_PL_074_07"
"Vriesea inflata","M_PL_063"
"Vriesea medusa","M_PL_074_17"
"Vriesea philippocoburgii","M_PL_074_07; M_PL_074_10"
"Vriesea platynema","M_PL_074_10"
"Vriesea procera","M_PL_074_04; M_PL_074_07; M_PL_074_08; M_PL_074_13; M_PL_074_17; M_PL_074_18"
"Vriesea rodigasiana","M_PL_074_07; M_PL_074_08; M_PL_074_10; M_PL_074_18"
"Vriesea scalaris","M_PL_074_07"
"Vriesea simplex","M_PL_063"
"Vriesea tequendamae","M_PL_074_03"
"Vriesea vagans","M_PL_069_01; M_PL_074_10"
"Wahlenbergia ceracea","M_PL_019"
"Walteria rotundifolia","M_PL_067"
"Warneckea trinervis","M_PL_060_06; M_PL_060_07; M_PL_060_18; M_PL_060_19; M_PL_060_21"
"Warszewiczia coccinea","M_PL_074_04"
"Weigela decora","M_PL_056"
"Weigela hortensis","M_PL_054; M_PL_057"
"Wendtandia formosana","M_PL_044"
"Wigandia urens","M_PL_074_15"
"Wikstroemia indica","M_PL_060_18; M_PL_060_19"
"Wisteria floribunda","M_PL_054; M_PL_057"
"Wittrockia superba","M_PL_063"
"Xylopia lamarckii","M_PL_060_09"
"Xysmalobium gerrardii","M_PL_013"
"Xysmalobium involucratum","M_PL_013"
"Youngia denticulata","M_PL_057"
"Youngia japonica","M_PL_044"
"Zygia lathetica","M_PL_071"
