"species","networks"
"Euonymus europaeus","Albrecht_11_2012; Albrecht_111_2012; Albrecht_112_2012; Albrecht_15_2012; Albrecht_203_2012; Albrecht_315_2011; Albrecht_315_2012; Albrecht_35_2012; Albrecht_36_2012; Snow_1988_DJF; Snow_1988_SON; Sorensen_1981"
"Euonymus verrucosus","Albrecht_11_2012; Albrecht_111_2012; Albrecht_35_2012"
"Eurya acuminata","Chen_1999"
"Eurya japonica","Noma_1997"
"Euterpe edulis","Castro_2015; Fadini_2004; Machado_de_Souza_2019"
"Euterpe precatoria","Correa_2016_Caqueta"
"Evodiella muelleri","Pratt_1985"
"Festuca altissima","Jaroszewicz_2013"
"Festuca gigantea","Jaroszewicz_2013"
"Festuca pratensis","Jaroszewicz_2013"
"Festuca rubra","Jaroszewicz_2013"
"Ficaria verna","Jaroszewicz_2013"
"Ficus abutilifolia","Daru_2015"
"Ficus altissima","Suzuki_2007"
"Ficus americana","Castano_2018; Correa_2016_Apaporis; Dehling_2017_San_Pedro_1; Gorchov_1995; Preciado_Benitez_2015; SAAV1; Santiago_2014_close_to_remnant; Santiago_2014_far_from_remnant"
"Ficus americana subsp  andicola","Aguilar_Garavito_2014_mature"
"Ficus americana subsp  guianensis","Novoa_2011"
"Ficus amplissima","David_2011_tree_focal_watches"
"Ficus annulata","Suzuki_2007"
"Ficus aurea","Garcia_Estrada_2012"
"Ficus benghalensis","Kamruzzaman_2008"
"Ficus benjamina","Hayashi_1996; Suzuki_2007"
"Ficus brevibracteata","Castano_2018"
"Ficus cahuitensis","Lopez_and_Vaughn_2004"
"Ficus carica","Costa_2013_endozoochory; Traveset_1992"
"Ficus cestrifolia","Machado_de_Souza_2019"
"Ficus citrifolia","Athie_2009; Brito_2010; Dos_Reis_1983_Cult_et_form_sec; M_SD_010_single_partners_added; Sanchez_2012_Iguazu; Silveira_2006"
"Ficus clusiifolia","Lima_2016; M_SD_010_single_partners_added"
"Ficus coerulescens","Dehling_2017_San_Pedro_2"
"Ficus colubrinae","Palmeirim_1989; Santiago_2014_close_to_remnant; Santiago_2014_far_from_remnant"
"Ficus cotinifolia","Fleming_1977; Garcia_Morales_2012; Ramos_Robles_2016_net7; Ramos_Robles_2016_net8; Santiago_2014_close_to_remnant; Santiago_2014_far_from_remnant"
"Ficus crocata","Munin_2012"
"Ficus drupacea","M_SD_002; VELHO; VELHO2"
"Ficus enormis","Faria_1996; Mello_2014_Mata_de_Grota"
"Ficus erecta","Chen_1999"
"Ficus exasperata","M_SD_034"
"Ficus eximia","Novoa_2011"
"Ficus glumosa","Hovestadt_1997"
"Ficus gomelleira","Gomes_2013; Novoa_2011; SARM_whole_network_from_paper; Souza_Laurindo_2017"
"Ficus gul","M_SD_002"
"Ficus hirsuta","de_Oliveira_1999"
"Ficus hispida","Kamruzzaman_2008"
"Ficus ingens","Daru_2015; Hovestadt_1997"
"Ficus insipida","Brito_2010; Castano_2018; Castro_Luna_2012; Dos_Reis_1983_Cult_et_form_sec; Faria_1996; Gomes_2013; Lopez_and_Vaughn_2004; Munin_2012; Palmeirim_1989; Preciado_Benitez_2015; Ramos_Robles_2016_net10; Ramos_Robles_2016_net7; Ramos_Robles_2016_net8; Robinson_2015; Zapata_Mesa_2017_MR_September"
"Ficus lamponga","Kamruzzaman_2008"
"Ficus lapathifolia","Castro_Luna_2012"
"Ficus laurifolia","Daru_2015"
"Ficus luschnathiana","Faria_1996; M_SD_012; Munster_2008; Passos_2003; Sanchez_2012_Iguazu"
"Ficus lutea","Daru_2015; Engel_2000; Menke_2012_edge_highly_dist; Menke_2012_edge_little_dist; Menke_2012_interior_highly_dist; Menke_2012_interior_little_dist"
"Ficus maxima","Arias_Arone_2016; Dos_Reis_1983_Cult_et_form_sec; Garcia_Morales_2012; Novoa_2011; Preciado_Benitez_2015"
"Ficus microcarpa","David_2011_tree_focal_watches"
"Ficus natalensis","M_SD_008"
"Ficus nymphaeifolia","Lopez_and_Vaughn_2004"
"Ficus obtusifolia","Garcia_Morales_2012; Lou_2005; Munin_2012; Novoa_2011"
"Ficus obtusiuscula","Lou_2005"
"Ficus odoardi","M_SD_002"
"Ficus palmata","Palita_2011"
"Ficus pertusa","Correa_2016_Caqueta; Garcia_Estrada_2012; Lopez_and_Vaughn_2004; Palmeirim_1989"
"Ficus platyphylla","Daru_2015; Hovestadt_1997"
"Ficus polita","Hovestadt_1997"
"Ficus popenoei","Lopez_and_Vaughn_2004"
"Ficus religiosa","Kamruzzaman_2008; M_SD_010_single_partners_added"
"Ficus retusa","Hayashi_1996"
"Ficus scassellatii","Engel_2000"
"Ficus stuhlmannii","Engel_2000"
"Ficus subcordata","Suzuki_2007"
"Ficus sur","Engel_2000; M_SD_034"
"Ficus sycomorus","Daru_2015; Engel_2000"
"Ficus thonningii","Daru_2015; Engel_2000; Hovestadt_1997; Menke_2012_edge_highly_dist; Menke_2012_edge_little_dist; Menke_2012_interior_highly_dist; Menke_2012_interior_little_dist"
"Ficus tinctoria subsp  gibbosa","Kamruzzaman_2008"
"Ficus tonduzii","Castano_2018"
"Ficus trichopoda","Hovestadt_1997"
"Ficus vogelii","M_SD_008"
"Ficus yoponensis","M_SD_010_single_partners_added"
"Fimbristylis dichotoma","Nogales_2017"
"Flueggea leucopyrus","David_2011_tree_focal_watches"
"Flueggea virosa","Engel_2000"
"Fragaria vesca","Jaroszewicz_2013; M_SD_031"
"Frangula alnus","Albrecht_102_2012; Albrecht_11_2012; Albrecht_111_2011; Albrecht_111_2012; Albrecht_112_2011; Albrecht_112_2012; Albrecht_13_2012; Albrecht_15_2012; Albrecht_203_2012; Albrecht_30_2012; Albrecht_314_2012; Albrecht_35_2012; Albrecht_36_2012; Costa_2013_endozoochory; Jaroszewicz_2013"
"Frangula purshiana","Athie_2009"
"Freziera karsteniana","Dehling_2017_Wayqecha_3; Dehling_2017_Wayqecha_4"
"Freziera lanata","SAAV1"
"Freziera reticulata","Dehling_2017_Wayqecha_2"
"Freziera uncinata","Dehling_2017_Wayqecha_4"
"Fuchsia excorticata","Burns_2013; Garcia_2014_George_Denton; Garcia_2014_Mount_Fyfee_Reserve; Garcia_2014_Puhi_Puhi_River; Garcia_2014_Zealandia; Odonnell_1994; Williams_1996_Marsden"
"Fuchsia lehmannii","Quitian_2018_2000Natural; Zamora_Delgado_2008"
"Gagea lutea","Jaroszewicz_2013"
"Galium aparine","Jaroszewicz_2013"
"Galium mollugo","Jaroszewicz_2013"
"Galium palustre","Jaroszewicz_2013"
"Garcinia hermonii","Jayasekara_2003; Jayasekara_2007"
"Garcinia intermedia","Garcia_Estrada_2012"
"Garcinia merguensis","Suzuki_2007"
"Garuga pinnata","Kamruzzaman_2008"
"Gaultheria bracteata","Dehling_2017_Wayqecha_2; Dehling_2017_Wayqecha_3; Dehling_2017_Wayqecha_4"
"Gaultheria buxifolia","Dehling_2017_Wayqecha_2; Dehling_2017_Wayqecha_3; Dehling_2017_Wayqecha_4"
"Gaultheria erecta","Zamora_Delgado_2008"
"Gaultheria myrsinoides","Dehling_2017_Wayqecha_1"
"Gaultheria reticulata","Dehling_2017_Wayqecha_1; Dehling_2017_Wayqecha_2"
"Gaylussacia virgata","Faustino_2006"
"Geniostoma rupestre","Burns_2013; Garcia_2014_George_Denton; Garcia_2014_Zealandia"
"Genipa americana","Correa_2016_Caqueta"
"Geonoma elegans","Machado_de_Souza_2019"
"Geophila repens","Engel_2000; M_SD_010_single_partners_added"
"Geranium robertianum","Jaroszewicz_2013"
"Geum urbanum","Jaroszewicz_2013"
"Glenniea unijuga","Jayasekara_2007"
"Glochidion acuminatum","Chen_1999"
"Glyceria fluitans","Jaroszewicz_2013"
"Glyceria lithuanica","Jaroszewicz_2013"
"Gnaphalium sylvaticum","Jaroszewicz_2013"
"Gnaphalium uliginosum","Jaroszewicz_2013"
"Gomidesia affinis","M_SD_012"
"Gonatopus boivinii","Engel_2000"
"Gonocaryum lobbianum","Suzuki_2007"
"Gossypioides kirkii","Engel_2000"
"Graffenrieda cucullata","Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3"
"Graffenrieda emarginata","Quitian_2018_2000Natural"
"Grewia asiatica","Kamruzzaman_2008"
"Grewia glandulosa","Engel_2000"
"Grewia hexamita","Engel_2000"
"Griselinia littoralis","Odonnell_1994; Wyman_2017"
"Guapira eggersiana","M_SD_010_single_partners_added"
"Guapira fragrans","M_SD_005"
"Guapira opposita","Andrade_2011; Castro_2015; de_Oliveira_1999; Fadini_2004; Machado_de_Souza_2019"
"Guarea guidonia","M_SD_003; M_SD_004; M_SD_005; M_SD_006"
"Guarea macrophylla","Castro_2015; Fadini_2004; Machado_de_Souza_2019"
"Guatteria duodecima","Dehling_2017_San_Pedro_4"
"Guatteria glauca","SAAV1; SAAV2"
"Guazuma ulmifolia","Athie_2009; Garcia_Estrada_2012"
"Guettarda crispiflora","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3"
"Gurania acuminata","Gorchov_1995"
"Halleria lucida","M_SD_008"
"Hamelia patens","Blake_1992; Palmeirim_1989"
"Hampea appendiculata","Blake_1992; Palmeirim_1989"
"Haplocoelum inoploeum","Engel_2000"
"Harrisonia abyssinica","Engel_2000"
"Harungana madagascariensis","Engel_2000; M_SD_034; Menke_2012_edge_highly_dist; Menke_2012_edge_little_dist; Menke_2012_interior_highly_dist; Menke_2012_interior_little_dist"
"Hedera azorica","M_SD_031"
"Hedera helix","Cruz_2013_Winter; M_SD_020; Snow_1988_DJF; Snow_1988_JJA; Snow_1988_MAM; Sorensen_1981"
"Hedycarya arborea","Burns_2013; Garcia_2014_Puhi_Puhi_River; Odonnell_1994"
"Hedychium coronarium","Machado_de_Souza_2019"
"Hedychium gardneranum","M_SD_031"
"Hedyosmum angustifolium","Dehling_2017_Wayqecha_1; Dehling_2017_Wayqecha_2; SAAV1; SAAV2"
"Hedyosmum brasiliense","Machado_de_Souza_2019"
"Hedyosmum cuatrecazanum","Dehling_2017_Wayqecha_3"
"Hedyosmum mexicanum","Garcia_Estrada_2012; Hernandez_Montero_2015_B4_Dry; Hernandez_Montero_2015_B4_Norte"
"Hedyosmum racemosum","SAAV1; SAAV2"
"Hedyosmum tepuiense","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4"
"Heisteria silvianii","Machado_de_Souza_2019"
"Helicia formosana","Chen_1999; Suzuki_2007"
"Heliconia wagneriana","Blake_1992"
"Henriettea fascicularis","M_SD_003; M_SD_004"
"Henriettea tuberculosa","Blake_1992"
"Hernandia didymantha","Lopez_and_Vaughn_2004"
"Hesperomeles ferruginea","Dehling_2017_Wayqecha_1; Dehling_2017_Wayqecha_2; SAAV2"
"Heynea trifolia","David_2011_tree_focal_watches; Jayasekara_2007"
"Hieracium laevigatum","Jaroszewicz_2013"
"Hieronyma alchorneoides","Castro_2015; M_SD_010_single_partners_added; Machado_de_Souza_2019; SAAV1; SAAV2"
"Hieronyma fendleri","Quitian_2018_2000Fragmented; SAAV1; SAAV2"
"Hippomane mancinella","Nogales_2017"
"Hirtella gracilipes","Lessa_2013"
"Hirtella zanzibarica","Engel_2000"
"Hohenbergia ridleyi","Faustino_2006"
"Holcus lanatus","Jaroszewicz_2013; M_SD_031"
"Holcus mollis","Jaroszewicz_2013"
"Homalanthus novoguineensis","Pratt_1985"
"Horsfieldia irya","Jayasekara_2007"
"Hoslundia opposita","Engel_2000"
"Hugonia castaneifolia","Engel_2000"
"Hugonia serrata","David_2011_tree_focal_watches"
"Humiria balsamifera","Faustino_2006"
"Humiriastrum mussunungense","Lima_2016"
"Hyeronima clusioides","M_SD_005"
"Hymenaea verrucosa","Engel_2000"
"Hypericum humifusum","M_SD_031"
"Hypericum perforatum","Jaroszewicz_2013"
"Hyphaene compressa","Engel_2000"
"Hyphaene coriacea","Engel_2000"
"Hypoxis decumbens","Nogales_2017"
"Ilex affinis","Malacco_da_Silva_2014"
"Ilex aquifolium","Garcia_2016; Peredo_2013_Pto_de_San_Lorenzo; Peredo_2013_Puertos_de_Marabio; Snow_1988_DJF; Snow_1988_JJA; Snow_1988_MAM; Snow_1988_SON"
"Ilex ficoidea","Chen_1999"
"Ilex formosana","Chen_1999"
"Ilex godajam","Kamruzzaman_2008"
"Ilex nervosa","Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4"
"Ilex perado","M_SD_031"
"Ilex pseudobuxus","Castro_2015"
"Ilex theezans","Castro_2015"
"Impatiens noli-tangere","Jaroszewicz_2013"
"Indigofera paniculata","Engel_2000"
"Inga edulis","Castro_2015; Fadini_2004"
"Inga laurina","M_SD_003; M_SD_004"
"Inga vera","M_SD_003; M_SD_004; M_SD_006"
"Ipomoea nil","Nogales_2017"
"Iryanthera grandis","Gorchov_1995"
"Isertia laevis","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_3; Quitian_2018_2000Natural"
"Isertia parviflora","M_SD_010_single_partners_added"
"Ixora venulosa","M_SD_009"
"Jasione montana","Jaroszewicz_2013"
"Jasminum fluminense","M_SD_034"
"Juanulloa mexicana","Castro_Luna_2012; Garcia_Estrada_2012"
"Julbernardia magnistipulata","Engel_2000"
"Juncus articulatus","Jaroszewicz_2013"
"Juncus bufonius","Jaroszewicz_2013"
"Juncus effusus","Jaroszewicz_2013; M_SD_031"
"Juncus tenuis","Jaroszewicz_2013"
"Juniperus brevifolia","M_SD_031"
"Juniperus communis","M_SD_020; Snow_1988_DJF"
"Juniperus oxycedrus","M_SD_020; Traveset_1992"
"Juniperus phoenicea","M_SD_020; Traveset_1992"
"Juniperus sabina","M_SD_020"
"Keetia cornelia","Hovestadt_1997"
"Keetia venosa","Engel_2000"
"Keetia zanzibarica","Engel_2000"
"Knema erratica","Suzuki_2007"
"Lacistema aggregatum","M_SD_010_single_partners_added"
"Laetia procera","M_SD_010_single_partners_added"
"Lagerstroemia subcostata","Chen_1999"
"Lamium galeobdolon","Jaroszewicz_2013"
"Lamium maculatum","Jaroszewicz_2013"
"Landolphia kirkii","Engel_2000"
"Landolphia watsoniana","Engel_2000"
"Lannea acida","Hovestadt_1997"
"Lannea barteri","Hovestadt_1997"
"Lannea coromandelica","David_2011_tree_focal_watches; Kamruzzaman_2008"
"Lannea schweinfurthii","Engel_2000"
"Lannea welwitschii","Hovestadt_1997"
"Lantana camara","Engel_2000; Kamruzzaman_2008; M_SD_034; Nogales_2017"
"Lantana peduncularis","Nogales_2017"
"Lantana pohliana","de_Oliveira_1999"
"Lantana trifolia","Mancina_2007_dry"
"Lapsana communis","Jaroszewicz_2013"
"Lasianthus fordii","Chen_1999"
"Lathyrus pratensis","Jaroszewicz_2013"
"Laurus azorica","M_SD_031"
"Laurus nobilis","Garcia_2014_Charles_Plimmer"
"Leandra aurea","Genrich_2017; Machado_de_Souza_2019"
"Leandra australis","Machado_de_Souza_2019"
"Leandra carassana","SAAV1"
"Leandra coriacea","Genrich_2017"
"Leandra reversa","Machado_de_Souza_2019"
"Leandra variabilis","Machado_de_Souza_2019"
"Lepisanthes tetraphylla","David_2011_tree_focal_watches"
"Lepismium lumbricoides","Blendinger_2015"
"Lettowianthus stellatus","Engel_2000"
"Leycesteria formosa","M_SD_031; Williams_1996_Eves; Williams_1996_Marsden"
"Ligaria cuneifolia","Dehling_2017_Wayqecha_3"
"Ligustrum vulgare","Snow_1988_DJF; Snow_1988_SON"
"Lindera benzoin","M_SD_001; Malmborg_1988_1980; Malmborg_1988_1981; Malmborg_1988_1982"
"Liparophyllum gunnii","Wyman_2017"
"Lithocarpus thomsonii","Suzuki_2007"
"Litsea acuminata","Chen_1999; Noma_1997"
"Litsea monopetala","Kamruzzaman_2008; Sethi_2012"
"Livistona speciosa","Suzuki_2007"
"Lonicera arborea","M_SD_020"
"Lonicera caprifolium","Snow_1988_JJA"
"Lonicera etrusca","Fuentes_1994; M_SD_020"
"Lonicera implexa","Costa_2013_endozoochory"
"Lonicera japonica","M_SD_001"
"Lonicera periclymenum","Costa_2013_endozoochory; Snow_1988_JJA; Snow_1988_SON; Sorensen_1981"
"Lonicera splendida","M_SD_020"
"Lonicera xylosteum","Albrecht_102_2012; Albrecht_111_2012"
"Loranthus micranthus","MacFarlane_2016; Williams_1996_Marsden; Wyman_2017"
"Loreya arborescens","Gorchov_1995"
"Lotus corniculatus","Jaroszewicz_2013"
"Lotus pedunculatus","M_SD_031"
"Ludwigia leptocarpa","Nogales_2017"
"Luzula campestris","Jaroszewicz_2013"
"Luzula multiflora","Jaroszewicz_2013"
"Lycianthes geminiflora","Hernandez_Montero_2015_B4_Dry; Hernandez_Montero_2015_B4_Norte"
"Lycianthes multiflora","Palmeirim_1989"
"Lycium afrum","Castley_2001"
"Lycopersicon esculentum","Engel_2000"
"Lycopus europaeus","Jaroszewicz_2013"
"Lysimachia vulgaris","Jaroszewicz_2013"
"Lythrum salicaria","Jaroszewicz_2013"
"Macaranga gigantea","Suzuki_2007"
"Machilus japonica","Chen_1999"
"Machilus thunbergii","Chen_1999; Noma_1997"
"Machilus zuihoensis","Chen_1999"
"Maclura tinctoria","Athie_2009; Brito_2010; Faria_1996; Fleming_1977; Garcia_Morales_2012; Munin_2012; Ramos_Robles_2016_net7; Ramos_Robles_2016_net8; Sanchez_2012_Iguazu"
"Macrotyloma uniflorum","Engel_2000"
"Maesa lanceolata","M_SD_034"
"Maesa tenera","Chen_1999"
"Magnolia baillonii","Suzuki_2007"
"Magnolia champaca","Kamruzzaman_2008"
"Magnolia hodgsonii","VELHO; VELHO2"
"Magnolia tsiampacca","Pratt_1985"
"Mallotus japonicus","Chen_1999"
"Mallotus oppositifolius","Engel_2000"
"Malus domestica","Garcia_2014_Puhi_Puhi_River; Jaroszewicz_2013"
"Malus sylvestris","Fuentes_1994; Peredo_2013_Pto_de_San_Lorenzo; Peredo_2013_Puertos_de_Marabio; Snow_1988_DJF; Snow_1988_MAM"
"Mangifera indica","Engel_2000; Hayashi_1996"
"Mangifera zeylanica","Jayasekara_2007"
"Manilkara butugi","M_SD_034"
"Manilkara obovata","Hovestadt_1997"
"Manilkara sansibarensis","Engel_2000"
"Manilkara zapota","Castro_Luna_2012; Dos_Reis_1983_Cult_et_form_sec"
"Maprounea brasiliensis","Machado_de_Souza_2019"
"Marcgravia caudata","Blake_1992"
"Marcgravia helverseniana","Zamora_Delgado_2008"
"Margaritaria discoidea","Engel_2000"
"Margravia rectiflora","M_SD_005"
"Marlierea obscura","Castro_2015"
"Marlierea tomentosa","Castro_2015"
"Mastixia pentandra","Suzuki_2007"
"Matayba guianensis","M_SD_010_single_partners_added"
"Matricaria chamomilla","Jaroszewicz_2013"
"Mauritia flexuosa","Malacco_da_Silva_2014"
"Mauritiella aculeata","Correa_2016_Apaporis"
"Maytenus alaternoides","Machado_de_Souza_2019"
"Maytenus aquifolium","M_SD_012"
"Maytenus distichophylla","Andrade_2011"
"Maytenus octogona","Nogales_2017"
"Maytenus robusta","Castro_2015"
"Medicago lupulina","Jaroszewicz_2013"
"Medicago rigidula","Castley_2001"
"Medinilla fengii","Chen_1999"
"Melanolepis multiglandulosa","Fricke_2018_Saipan"
"Melastoma malabathricum","Chen_1999; Kamruzzaman_2008"
"Melia azedarach","Athie_2009; Suzuki_2007"
"Melica nutans","Jaroszewicz_2013"
"Melicytus flexuosus","Wyman_2017"
"Melicytus ramiflorus","Burns_2013; Garcia_2014_Blue_Duck; Garcia_2014_Charles_Plimmer; Garcia_2014_George_Denton; Garcia_2014_Mount_Fyfee_Reserve; Garcia_2014_Puhi_Puhi_River; Garcia_2014_Zealandia; MacFarlane_2016; Williams_1996_Eves; Williams_1996_Marsden; Wyman_2017"
"Memecylon umbellatum","David_2011_tree_focal_watches"
"Menispermum canadense","Malmborg_1988_1980; Malmborg_1988_1981"
"Mentha aquatica","Jaroszewicz_2013"
"Mentha arvensis","Jaroszewicz_2013"
"Mentzelia aspera","Nogales_2017"
"Merinthopodium neuranthum","Lopez_and_Vaughn_2004"
"Miconia acuminifera","Kessler_Rios_2012"
"Miconia aeruginosa","Kessler_Rios_2012"
"Miconia affinis","Blake_1992; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4; M_SD_003; M_SD_004"
"Miconia albicans","Andrade_2011; Genrich_2017; Malacco_da_Silva_2014; Pedro_1992"
"Miconia alborufescens","Faustino_2006"
"Miconia appendiculata","Blake_1992"
"Miconia aprica","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4; Dehling_2017_Wayqecha_2; Dehling_2017_Wayqecha_4"
"Miconia barbeyana","Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4"
"Miconia barbinervis","Blake_1992; Palmeirim_1989"
"Miconia boliviensis","SAAV1"
"Miconia brenesii","Blake_1992"
"Miconia brittonii","SAAV1"
"Miconia budlejoides","Fadini_2004"
"Miconia cabucu","Machado_de_Souza_2019"
"Miconia calvescens","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_4"
"Miconia centrodesma","Blake_1992"
"Miconia ciliata","Andrade_2011"
"Miconia cinerascens","Machado_de_Souza_2019"
"Miconia cinnamomifolia","Fadini_2004; Lima_2016; Machado_de_Souza_2019"
"Miconia cordata","SAAV1; SAAV2"
"Miconia cubatanensis","Castro_2015; Machado_de_Souza_2019"
"Miconia cyanocarpa","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_4"
"Miconia denticulata","Dehling_2017_Wayqecha_1; Dehling_2017_Wayqecha_2; Dehling_2017_Wayqecha_3"
"Miconia discolor","M_SD_012"
"Miconia dodecandra","Machado_de_Souza_2019"
"Miconia dolichorrhyncha","Gorchov_1995"
"Miconia duckei","Gorchov_1995"
"Miconia egensis","Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3"
"Miconia elegans","M_SD_012"
"Miconia fallax","Malacco_da_Silva_2014"
"Miconia gracilis","Blake_1992"
"Miconia holosericea","Lessa_2010; Lessa_2013"
"Miconia hygrophila","Dehling_2017_San_Pedro_3; SAAV1"
"Miconia laevigatta","M_SD_006"
"Miconia ligustroides","Genrich_2017"
"Miconia longifolia","Dehling_2017_San_Pedro_2"
"Miconia media","Dehling_2017_Wayqecha_2; Dehling_2017_Wayqecha_3"
"Miconia mexicana","Garcia_Estrada_2012"
"Miconia micropetala","Dehling_2017_Wayqecha_2"
"Miconia minutiflora","Andrade_2011; Gorchov_1995"
"Miconia multispicata","Blake_1992"
"Miconia myriantha","Dehling_2017_San_Pedro_3"
"Miconia nervosa","Blake_1992"
"Miconia notabilis","Kessler_Rios_2012"
"Miconia pepericarpa","Genrich_2017; Lessa_2013"
"Miconia phanerostila","Gorchov_1995"
"Miconia plumifera","SAAV1"
"Miconia poeppigii","Gorchov_1995"
"Miconia prasina","Blake_1992; Dehling_2017_San_Pedro_2; M_SD_003; M_SD_006; SARM_whole_network_from_paper"
"Miconia punctata","Quitian_2018_2000Fragmented; Quitian_2018_2000Natural; Zamora_Delgado_2008"
"Miconia pusilliflora","Machado_de_Souza_2019"
"Miconia racemosa","M_SD_004"
"Miconia robinsoniana","Nogales_2017"
"Miconia rubens","Dehling_2017_Wayqecha_2"
"Miconia sellowiana","Machado_de_Souza_2019"
"Miconia serrulata","Blake_1992; M_SD_003; M_SD_004"
"Miconia simplex","Blake_1992"
"Miconia smaragdina","Blake_1992"
"Miconia spennerostachya","Dehling_2017_San_Pedro_1"
"Miconia splendens","Gorchov_1995"
"Miconia stenostachya","Lessa_2013"
"Miconia tentaculifera","Fadini_2004"
"Miconia ternatifolia","Gorchov_1995"
"Miconia tetragona","Gorchov_1995"
"Miconia theizans","Kessler_Rios_2012; Malacco_da_Silva_2014; Quitian_2018_2000Fragmented; Quitian_2018_2000Natural"
"Miconia truncata","Correa_2016_Apaporis"
"Miconia wittii","Gorchov_1995"
"Miconia wurdackii","Kessler_Rios_2012"
"Milicia excelsa","Engel_2000"
"Milium effusum","Jaroszewicz_2013"
"Miliusa cuneata","Suzuki_2007"
"Mimusops aedificatoria","Engel_2000"
"Mimusops caffra","M_SD_008"
"Miscanthus floridulus","Chen_1999"
"Mischocarpus pentapetalus","Suzuki_2007"
"Moehringia trinervia","Jaroszewicz_2013"
"Molinia caerulea","Jaroszewicz_2013"
"Mollinedia lanceolata","Machado_de_Souza_2019"
"Mollinedia schottiana","Castro_2015"
"Mollinedia steinbachiana","SAAV1"
"Mollinedia uleana","Castro_2015"
"Momordica charantia","M_SD_004; M_SD_006; M_SD_012; Nogales_2017"
"Momordica leiocarpa","Engel_2000"
"Monanthotaxis buchananii","Engel_2000"
"Monanthotaxis fornicata","Engel_2000"
"Monnina marginata","Dehling_2017_Wayqecha_1; Dehling_2017_Wayqecha_3; Dehling_2017_Wayqecha_4"
"Monstera adansonii","Machado_de_Souza_2019"
"Morella faya","M_SD_031"
"Morella pubescens","Dehling_2017_Wayqecha_2; Dehling_2017_Wayqecha_3; Dehling_2017_Wayqecha_4; Zamora_Delgado_2008"
"Morinda umbellata","Noma_1997"
"Morus alba","Blendinger_2015; Palita_2011"
"Morus mesozygia","M_SD_034"
"Mouriri chamissoana","Machado_de_Souza_2019"
"Muehlenbeckia australis","Burns_2013; Garcia_2014_Charles_Plimmer; Garcia_2014_George_Denton; MacFarlane_2016; Williams_1996_Eves; Williams_1996_Marsden; Wyman_2017"
"Muehlenbeckia tamnifolia","Dehling_2017_Wayqecha_3"
"Muntingia calabura","Castro_Luna_2012; Faria_1996; Fleming_1977; Garcia_Estrada_2012; Garcia_Morales_2012; Hayashi_1996; Mancina_2007_dry; Novoa_2011; Preciado_Benitez_2015"
"Murraya paniculata","M_SD_006"
"Musa acuminata","M_SD_004; M_SD_006"
"Mussaenda parviflora","Chen_1999"
"Myoporum laetum","Burns_2013; Garcia_2014_Charles_Plimmer; Garcia_2014_George_Denton; Garcia_2014_Puhi_Puhi_River; Garcia_2014_Zealandia; Wyman_2017"
"Myosotis arvensis","Jaroszewicz_2013"
"Myrcia amazonica","M_SD_010_single_partners_added"
"Myrcia bicarinata","Castro_2015"
"Myrcia glabra","Machado_de_Souza_2019"
"Myrcia guianensis","Andrade_2011; Malacco_da_Silva_2014"
"Myrcia ilheosensis","Castro_2015"
"Myrcia paivae","Dos_Reis_1983_Cult_et_form_sec"
"Myrcia palustris","Faustino_2006"
"Myrcia pubipetala","Castro_2015"
"Myrcia spectabilis","Castro_2015; Machado_de_Souza_2019"
"Myrcia splendens","de_Oliveira_1999; Dehling_2017_San_Pedro_2; Machado_de_Souza_2019"
"Myrcia variabilis","Malacco_da_Silva_2014"
"Myrcianthes pungens","Blendinger_2015"
"Myrica cordifolia","Castley_2001"
"Myrica rubra","Noma_1997"
"Myristica dactyloides","Jayasekara_2007"
"Myrsine africana","M_SD_031"
"Myrsine coriacea","Blendinger_2015; Dehling_2017_San_Pedro_4; Dehling_2017_Wayqecha_1; Dehling_2017_Wayqecha_2; Dehling_2017_Wayqecha_3; M_SD_003; M_SD_004; Machado_de_Souza_2019; Quitian_2018_1000Fragmented; Quitian_2018_1000Natural; Quitian_2018_2000Fragmented; SAAV1; SAAV2; Zamora_Delgado_2008"
"Myrsine gardneriana","Andrade_2011"
"Myrsine seguinii","Chen_1999; Noma_1997"
"Myrsine umbellata","Castro_2015; de_Oliveira_1999"
"Myrteola phylicoides","Dehling_2017_Wayqecha_3"
"Myrtus communis","Costa_2013_endozoochory"
"Nectandra lanceolata","Fadini_2004"
"Nectandra lineatifolia","Kessler_Rios_2012"
"Nectandra membranacea","Blake_1992; Castro_2015; Machado_de_Souza_2019"
"Nectandra oppositifolia","Correa_2016_Apaporis"
