"species","networks"
"Gallinula chloropus","Snow_1988_JJA; Snow_1988_SON"
"Galloperdix bicalcarata","Jayasekara_2007"
"Gallus lafayetii","Jayasekara_2007"
"Garrulax cinereifrons","Jayasekara_2003; Jayasekara_2007"
"Garrulax monileger","Sethi_2012"
"Garrulax poecilorhynchus","Chen_1999"
"Garrulus glandarius","Albrecht_11_2012; Albrecht_112_2011; Albrecht_112_2012; Albrecht_13_2012; Albrecht_15_2012; Albrecht_301_2012; Albrecht_315_2012; Cruz_2013_Summer; Garcia_2016; M_SD_020; Snow_1988_JJA; Snow_1988_SON"
"Genetta maculata","Engel_2000"
"Genetta tigrina","Castley_2001"
"Geospiza fortis","Nogales_2017"
"Geospiza fuliginosa","Nogales_2017"
"Geospiza magnirostris","Nogales_2017"
"Geothlypis formosa","Blake_1992"
"Gerrhosaurus major","Engel_2000"
"Gerygone igata","Odonnell_1994"
"Glossophaga commissarisi","Hernandez_Montero_2015_B4_Norte; Lopez_and_Vaughn_2004"
"Glossophaga morenoi","Preciado_Benitez_2015"
"Glossophaga soricina","Arias_Arone_2016; Castro_Luna_2012; Faria_1996; Fleming_1977; Garcia_et_al_2000; Garcia_Morales_2012; Hayashi_1996; Lou_2005; Munin_2012; Novoa_2011; Pedro_1992; Santiago_2014_close_to_remnant; Santiago_2014_far_from_remnant; SARM_whole_network_from_paper; Silveira_2006"
"Gnorimopsar chopi","Malacco_da_Silva_2014"
"Gracilinanus agilis","Lessa_2010; Lessa_2013"
"Gracilinanus microtarsus","Lessa_2013"
"Gracula ptilogenys","Jayasekara_2007"
"Gracula religiosa","Sethi_2012; VELHO; VELHO2"
"Gracupica contra","Kamruzzaman_2008"
"Gymnobucco bonapartei","M_SD_034; Menke_2012_edge_highly_dist; Menke_2012_edge_little_dist; Menke_2012_interior_highly_dist; Menke_2012_interior_little_dist"
"Gymnophaps albertisii","Pratt_1985"
"Habia fuscicauda","M_SD_033"
"Habia rubica","Athie_2009; M_SD_012; Machado_de_Souza_2019"
"Haemorhous mexicanus","Chimera_2010"
"Heliosciurus rufobrachium","M_SD_034"
"Helmitheros vermivorum","Blake_1992"
"Hemiphaga novaeseelandiae","Garcia_2014_Blue_Duck; Garcia_2014_Mount_Fyfee_Reserve; Garcia_2014_Puhi_Puhi_River; Odonnell_1994"
"Hemispingus frontalis","Zamora_Delgado_2008"
"Hemithraupis flavicollis","de_Oliveira_1999"
"Hemithraupis guira","Machado_de_Souza_2019"
"Hemithraupis ruficapilla","Fadini_2004; Machado_de_Souza_2019"
"Hemixos flavala","Sethi_2012; VELHO; VELHO2"
"Herpestes fuscus","Jayasekara_2007"
"Heterophasia auricularis","Chen_1999"
"Heterophasia picaoides","VELHO; VELHO2"
"Hippolais icterina","Albrecht_11_2012; Albrecht_13_2012"
"Hippolais pallida","M_SD_034"
"Hippolais polyglotta","Cruz_2013_Summer"
"Hsunycteris thomasi","Dos_Reis_1983_Cult_et_form_sec"
"Hylia prasina","M_SD_034"
"Hylocichla mustelina","Blake_1992; Malmborg_1988_1980; Malmborg_1988_1981; Malmborg_1988_1982; Palmeirim_1989; Wolfe_2014"
"Hylonycteris underwoodi","Castro_Luna_2012; Lopez_and_Vaughn_2004"
"Hylophilus amaurocephalus","Fadini_2004"
"Hypsipetes amaurotis","Noma_1997"
"Hypsipetes leucocephalus","Chen_1999; Sethi_2012; VELHO; VELHO2"
"Hystrix africaeaustralis","Engel_2000"
"Ichneumia albicauda","Engel_2000"
"Icteria virens","Ramos_Robles_2016_net3; Ramos_Robles_2016_net8"
"Icterus cayanensis","Andrade_2011; Athie_2009"
"Icterus dominicensis","M_SD_003; M_SD_004; M_SD_006"
"Icterus galbula","Blake_1992; Labbe_2011; Ramos_Robles_2016_net2; Ramos_Robles_2016_net3; Ramos_Robles_2016_net8"
"Icterus graduacauda","Ramos_Robles_2016_net3"
"Icterus gularis","Ramos_Robles_2016_net3; Ramos_Robles_2016_net6; Ramos_Robles_2016_net8"
"Icterus pyrrhopterus","Malacco_da_Silva_2014; Marcos_da_Silva_2013; Robinson_2015"
"Icterus spurius","Ramos_Robles_2016_net3; Ramos_Robles_2016_net7; Ramos_Robles_2016_net8"
"Iduna pallida","Menke_2012_edge_highly_dist; Menke_2012_edge_little_dist; Menke_2012_interior_highly_dist; Menke_2012_interior_little_dist"
"Ilicura militaris","Fadini_2004; Machado_de_Souza_2019"
"Indicator indicator","Hovestadt_1997"
"Irena puella","Sethi_2012; VELHO; VELHO2"
"Iridophanes pulcherrimus","Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Quitian_2018_1000Fragmented; Quitian_2018_1000Natural"
"Iridosornis analis","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4; Quitian_2018_2000Fragmented; Quitian_2018_2000Natural; Zamora_Delgado_2008"
"Iridosornis jelskii","Dehling_2017_Wayqecha_1; Dehling_2017_Wayqecha_2; Dehling_2017_Wayqecha_3; Dehling_2017_Wayqecha_4"
"Junco hyemalis","M_SD_001"
"Kinixys belliana","Engel_2000"
"Knipolegus lophotes","Malacco_da_Silva_2014"
"Knipolegus nigerrimus","Faustino_2006"
"Kobus kob","Hovestadt_1997"
"Lamprolepis smaragdina","Fricke_2018_Saipan"
"Lamprotornis purpureus","Daru_2015"
"Laniarius luehderi","M_SD_034"
"Lathrotriccus euleri","Machado_de_Souza_2019"
"Legatus leucophaius","Machado_de_Souza_2019"
"Leiothrix argentauris","VELHO; VELHO2"
"Leopoldamys sabanus","Suzuki_2007"
"Lepidothrix coeruleocapilla","Dehling_2017_San_Pedro_1"
"Lepidothrix coronata","Gorchov_1995"
"Lepidothrix isidorei","Quitian_2018_1000Fragmented; Quitian_2018_1000Natural"
"Leptopogon superciliaris","Quitian_2018_1000Fragmented; Quitian_2018_1000Natural"
"Liocichla steerii","Chen_1999"
"Lipaugus lanioides","Machado_de_Souza_2019"
"Lipaugus uropygialis","SAAV1; SAAV2"
"Lonchophylla handleyi","Arias_Arone_2016"
"Lonchura punctulata","Chimera_2010"
"Lophophanes cristatus","Garcia_2016"
"Lophorina superba","M_SD_002; Pratt_1985"
"Lophostoma silvicolum","Munin_2012"
"Lophotriccus pileatus","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_3"
"Lophura swinhoii","Chen_1999"
"Loris tardigradus","Jayasekara_2007"
"Loxia curvirostra","M_SD_020"
"Loxigilla portoricensis","M_SD_003; M_SD_004; M_SD_005; M_SD_006"
"Loxodonta africana","Engel_2000"
"Lumprocolius corruscus","M_SD_008"
"Luscinia luscinia","Albrecht_13_2012; Albrecht_15_2012; Albrecht_203_2012; Albrecht_315_2012; Albrecht_36_2012"
"Luscinia megarhynchos","Fuentes_1994"
"Lybius bidentatus","M_SD_034"
"Lybius dubius","Daru_2015; Hovestadt_1997"
"Lybius vieilloti","Daru_2015; Hovestadt_1997"
"Macaca fuscata","Noma_1997"
"Macaca mulatta","Sethi_2012"
"Machaeropterus regulus","Gorchov_1995; Quitian_2018_1000Fragmented; Quitian_2018_1000Natural"
"Malaconotus blanchoti","Hovestadt_1997"
"Malimbus rubricollis","M_SD_034"
"Manacus candei","Palmeirim_1989"
"Manacus manacus","de_Oliveira_1999; Fadini_2004; Gorchov_1995; M_SD_009; M_SD_012; Machado_de_Souza_2019; SARM_whole_network_from_paper"
"Manacus vitellinus","M_SD_033"
"Manucodia chalybatus","M_SD_002"
"Manucodia keraudrenii","M_SD_002"
"Margarops fuscatus","M_SD_003; M_SD_004; M_SD_005"
"Marmosops incanus","Lessa_2010; Lessa_2013"
"Martes martes","Albrecht_301_2012"
"Martes melampus","Koike_2008"
"Maxomys surifer","Suzuki_2007"
"Megalaima asiatica","Kamruzzaman_2008; Sethi_2012; VELHO; VELHO2"
"Megalaima australis","VELHO"
"Megalaima haemacephala","David_2011_tree_focal_watches; Kamruzzaman_2008; VELHO2"
"Megalaima lineata","Kamruzzaman_2008; Sethi_2012; VELHO; VELHO2"
"Megalaima oorti","Chen_1999"
"Megalaima virens","Palita_2011; Sethi_2012; VELHO; VELHO2"
"Megalaima viridis","Kamruzzaman_2008"
"Megalaima zeylanica","Kamruzzaman_2008"
"Megarynchus pitangua","de_Oliveira_1999; Fadini_2004; Machado_de_Souza_2019; Malacco_da_Silva_2014; Ramos_Robles_2016_net10; Ramos_Robles_2016_net2; Ramos_Robles_2016_net3; Ramos_Robles_2016_net4; Ramos_Robles_2016_net6; Ramos_Robles_2016_net7; Ramos_Robles_2016_net8; Robinson_2015"
"Melaenornis edolioides","Daru_2015; Hovestadt_1997; Menke_2012_edge_little_dist; Menke_2012_interior_highly_dist"
"Melanerpes aurifrons","Ramos_Robles_2016_net10; Ramos_Robles_2016_net3; Ramos_Robles_2016_net4; Ramos_Robles_2016_net6; Ramos_Robles_2016_net7; Ramos_Robles_2016_net8"
"Melanerpes candidus","Malacco_da_Silva_2014"
"Melanerpes carolinensis","M_SD_001"
"Melanerpes portoricensis","M_SD_004; M_SD_006"
"Melaniparus albiventris","M_SD_034"
"Melaniparus funereus","M_SD_034"
"Melanocharis longicauda","Pratt_1985"
"Meles anakuma","Koike_2008"
"Meles meles","Peredo_2013_Pto_de_San_Lorenzo; Peredo_2013_Puertos_de_Marabio"
"Melipotes fumigatus","Pratt_1985"
"Melospiza melodia","Labbe_2011"
"Menetes berdmorei","Suzuki_2007"
"Mesophylla macconnelli","Castano_2018"
"Metachirus nudicaudatus","Lessa_2010; Lessa_2013"
"Micoureus paraguayanus","Lessa_2010; Lessa_2013"
"Microlophus bivittatus","Nogales_2017"
"Microlophus indefatigabilis","Nogales_2017"
"Mimus gilvus","de_Oliveira_1999"
"Mimus melanotis","Nogales_2017"
"Mimus parvulus","Nogales_2017"
"Mimus polyglottos","Chimera_2010; M_SD_001"
"Mimus saturninus","Malacco_da_Silva_2014; Marcos_da_Silva_2013"
"Mionectes oleagineus","M_SD_033; Palmeirim_1989"
"Mionectes rufiventris","Fadini_2004; Machado_de_Souza_2019"
"Mionectes striaticollis","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4; Dehling_2017_Wayqecha_2; SAAV1; SAAV2; Zamora_Delgado_2008"
"Mohoua albicilla","Burns_2013; Garcia_2014_George_Denton; Garcia_2014_Zealandia"
"Mohoua ochrocephala","Odonnell_1994"
"Molothrus ater","Labbe_2011"
"Molothrus bonariensis","M_SD_003; M_SD_005"
"Momotus momota","Kessler_Rios_2012"
"Monodelphis domestica","Genrich_2017"
"Monophyllus redmani","Mancina_2007_dry"
"Moschiola meminna","Jayasekara_2007"
"Mulleripicus pulverulentus","Sethi_2012"
"Muscardinus avellanarius","Albrecht_11_2012"
"Muscicapa adusta","Menke_2012_edge_highly_dist"
"Muscicapa striata","Albrecht_102_2012; Albrecht_111_2011; Albrecht_111_2012; Albrecht_203_2012; Albrecht_301_2012; Albrecht_315_2012; Costa_2013_endozoochory; Snow_1988_JJA; Snow_1988_SON"
"Musophaga rossae","M_SD_034; Menke_2012_edge_highly_dist; Menke_2012_edge_little_dist; Menke_2012_interior_little_dist"
"Musophaga violacea","Daru_2015; Hovestadt_1997"
"Myadestes ralloides","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Kessler_Rios_2012; Quitian_2018_1000Fragmented; Quitian_2018_1000Natural; Quitian_2018_2000Fragmented; Quitian_2018_2000Natural; Zamora_Delgado_2008"
"Myarchus antillarum","M_SD_004; M_SD_005; M_SD_006"
"Myiarchus cephalotes","Zamora_Delgado_2008"
"Myiarchus crinitus","Blake_1992; Ramos_Robles_2016_net2; Wolfe_2014"
"Myiarchus ferox","Athie_2009; M_SD_009"
"Myiarchus magnirostris","Nogales_2017"
"Myiarchus tuberculifer","Ramos_Robles_2016_net10; Ramos_Robles_2016_net3; Ramos_Robles_2016_net8"
"Myiarchus tyrannulus","de_Oliveira_1999; Marcos_da_Silva_2013; Ramos_Robles_2016_net8; Robinson_2015"
"Myioborus miniatus","Kessler_Rios_2012; SAAV2"
"Myiodynastes luteiventris","Ramos_Robles_2016_net3; Ramos_Robles_2016_net6; Ramos_Robles_2016_net7"
"Myiodynastes maculatus","Athie_2009; Castro_2015; M_SD_009; M_SD_012; Machado_de_Souza_2019"
"Myiophobus fasciatus","de_Oliveira_1999; M_SD_009; M_SD_012"
"Myiozetetes similis","Andrade_2011; Athie_2009; de_Oliveira_1999; Ramos_Robles_2016_net10; Ramos_Robles_2016_net2; Ramos_Robles_2016_net3; Ramos_Robles_2016_net6; Ramos_Robles_2016_net7; Ramos_Robles_2016_net8; Robinson_2015"
"Myloplus asterias","Correa_2016_Apaporis"
"Myloplus rubripinnis","Correa_2016_Apaporis"
"Myloplus torquatus","Correa_2016_Apaporis; Correa_2016_Caqueta"
"Mylossoma duriventris","Correa_2016_Caqueta"
"Myophonus caeruleus","Palita_2011; Sethi_2012"
"Nandinia binotata","Engel_2000"
"Necromys lasiurus","Genrich_2017"
"Nemosia pileata","Andrade_2011; Athie_2009; de_Oliveira_1999; Marcos_da_Silva_2013; Robinson_2015"
"Neothraupis fasciata","Malacco_da_Silva_2014; Marcos_da_Silva_2013"
"Neotragus moschatus","Engel_2000"
"Nesospingus speculiferus","M_SD_006"
"Nestor meridionalis","Burns_2013; Odonnell_1994"
"Nigrita canicapillus","M_SD_034; Menke_2012_interior_highly_dist"
"Nigrita fusconotus","M_SD_034"
"Niviventer fulvescens","Suzuki_2007"
"Notiomystis cincta","Burns_2013; Garcia_2014_Zealandia"
"Nyctereutes procyonoides","Koike_2008"
"Ocyceros gingalensis","Jayasekara_2007"
"Onychognathus neumanni","Daru_2015"
"Orchesticus abeillei","Machado_de_Souza_2019"
"Oreocharis arfaki","Pratt_1985"
"Oriolus auratus","Hovestadt_1997; M_SD_034"
"Oriolus brachyrhynchus","Hovestadt_1997; M_SD_034"
"Oriolus kundoo","Palita_2011; VELHO; VELHO2"
"Oriolus oriolus","Albrecht_203_2012; Albrecht_301_2012"
"Oriolus traillii","Chen_1999; VELHO"
"Oriolus xanthornus","Kamruzzaman_2008; VELHO"
"Ortalis guttata","Dehling_2017_San_Pedro_2"
"Ortalis vetula","Ramos_Robles_2016_net10; Ramos_Robles_2016_net3; Ramos_Robles_2016_net6; Ramos_Robles_2016_net7; Ramos_Robles_2016_net8"
"Orthogonys chloricterus","Machado_de_Souza_2019"
"Orthopsittaca manilata","Malacco_da_Silva_2014"
"Otolemur garnettii","Engel_2000"
"Ourebia ourebi","Hovestadt_1997"
"Oxyruncus cristatus","Machado_de_Souza_2019"
"Pachyramphus aglaiae","Ramos_Robles_2016_net2; Ramos_Robles_2016_net3; Ramos_Robles_2016_net6"
"Pachyramphus castaneus","Machado_de_Souza_2019"
"Pachyramphus polychopterus","de_Oliveira_1999; Machado_de_Souza_2019"
"Pachyramphus viridis","Machado_de_Souza_2019"
"Papio anubis","Hovestadt_1997; M_SD_034"
"Papio cynocephalus","Engel_2000"
"Paradisaea raggiana","M_SD_002"
"Paradisaea rudolphi","M_SD_002; Pratt_1985"
"Paradoxurus zeylonensis","Jayasekara_2003; Jayasekara_2007"
"Parotia lawesii","M_SD_002; Pratt_1985"
"Parus ater","M_SD_020"
"Parus atricapillus","M_SD_001"
"Parus bicolor","M_SD_001"
"Parus caeruleus","M_SD_020"
"Parus cinereus","Palita_2011"
"Parus cristatus","M_SD_020"
"Parus guineensis","Hovestadt_1997"
"Parus major","Albrecht_102_2012; Albrecht_11_2012; Albrecht_111_2011; Albrecht_111_2012; Albrecht_112_2011; Albrecht_112_2012; Albrecht_15_2012; Albrecht_203_2012; Albrecht_30_2012; Albrecht_301_2012; Albrecht_314_2012; Albrecht_315_2011; Albrecht_315_2012; Albrecht_35_2012; Albrecht_36_2012; Cruz_2013_Winter; Garcia_2016; Kamruzzaman_2008; M_SD_020; Snow_1988_DJF; Snow_1988_SON; Sorensen_1981"
"Passer domesticus","Costa_2013_endozoochory; Palita_2011"
"Passer griseus","Daru_2015"
"Passerina caerulea","Ramos_Robles_2016_net3"
"Patagioenas cayennensis","Machado_de_Souza_2019; Malacco_da_Silva_2014"
"Patagioenas fasciata","Dehling_2017_Wayqecha_1; Dehling_2017_Wayqecha_2; Dehling_2017_Wayqecha_3; Dehling_2017_Wayqecha_4; Kessler_Rios_2012; Quitian_2018_2000Fragmented; Quitian_2018_2000Natural; SAAV1"
"Patagioenas flavirostris","Ramos_Robles_2016_net4; Ramos_Robles_2016_net6; Ramos_Robles_2016_net7; Ramos_Robles_2016_net8"
"Patagioenas picazuro","Athie_2009; Machado_de_Souza_2019; Malacco_da_Silva_2014; Marcos_da_Silva_2013"
"Patagioenas plumbea","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_4; Machado_de_Souza_2019; SAAV1"
"Penelope barbata","Quitian_2018_2000Fragmented; Quitian_2018_2000Natural"
"Penelope montagnii","Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4; Dehling_2017_Wayqecha_1; Dehling_2017_Wayqecha_2; Dehling_2017_Wayqecha_3; Dehling_2017_Wayqecha_4; SAAV1; SAAV2"
"Penelope obscura","Castro_2015; Fadini_2004; Machado_de_Souza_2019"
"Penelope superciliaris","Castro_2015; M_SD_012; Machado_de_Souza_2019"
"Periparus ater","Albrecht_301_2012; Garcia_2016"
"Petinomys fuscocapillus","Jayasekara_2003; Jayasekara_2007"
"Petroica australis","Garcia_2014_Charles_Plimmer"
"Petroica macrocephala","Odonnell_1994"
"Phacochoerus africanus","Hovestadt_1997"
"Pharomachrus antisianus","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_4"
"Pharomachrus auriceps","Dehling_2017_San_Pedro_1"
"Pheucticus aureoventris","SAAV1; SAAV2"
"Pheucticus ludovicianus","Kessler_Rios_2012; Labbe_2011"
"Philander frenatus","Genrich_2017"
"Philantomba maxwellii","Hovestadt_1997"
"Philesturnus carunculatus","Burns_2013; Garcia_2014_Zealandia"
"Phoeniculus purpureus","Hovestadt_1997"
"Phoenicurus ochruros","M_SD_020; Traveset_1992"
"Phoenicurus phoenicurus","Costa_2013_endozoochory; M_SD_020; M_SD_034; Traveset_1992"
"Phonygammus keraudrenii","Pratt_1985"
"Phyllastrephus cabanisi","M_SD_034; Menke_2012_edge_highly_dist; Menke_2012_edge_little_dist; Menke_2012_interior_little_dist"
"Phyllastrephus hypochloris","M_SD_034; Menke_2012_edge_highly_dist; Menke_2012_interior_highly_dist; Menke_2012_interior_little_dist"
"Phylloderma stenops","Lopez_and_Vaughn_2004"
"Phyllomyias sclateri","SAAV2"
"Phyllomyias uropygialis","SAAV1"
"Phyllonycteris poeyi","Mancina_2007_dry"
"Phyllops falcatus","Mancina_2007_dry"
"Phylloscartes oustaleti","Machado_de_Souza_2019"
"Phylloscopus bonelli","Costa_2013_endozoochory"
"Phylloscopus budongoensis","M_SD_034; Menke_2012_interior_little_dist"
"Phylloscopus sibilatrix","M_SD_034"
"Phylloscopus trochilus","Albrecht_301_2012; Albrecht_315_2012; Costa_2013_endozoochory; Daru_2015; M_SD_034; Menke_2012_edge_highly_dist; Menke_2012_edge_little_dist; Menke_2012_interior_highly_dist; Menke_2012_interior_little_dist"
"Phylloscopus xanthoschistos","Palita_2011"
"Phyllostomus discolor","Dos_Reis_1983_Cult_et_form_sec; Faria_1996; Munin_2012; Santiago_2014_far_from_remnant"
"Phyllostomus elongatus","SARM_whole_network_from_paper"
"Phyllostomus hastatus","Arias_Arone_2016; Dos_Reis_1983_Cult_et_form_sec; Gorchov_1995; Lima_2016; Munin_2012"
"Piaya cayana","de_Oliveira_1999; Kessler_Rios_2012; Ramos_Robles_2016_net10; Ramos_Robles_2016_net6"
"Pica pica","M_SD_020; Snow_1988_DJF; Snow_1988_JJA; Snow_1988_SON"
"Picoides pubescens","M_SD_001"
"Picoides villosus","M_SD_001"
"Piculus rivolii","Zamora_Delgado_2008"
"Picus canus","Sethi_2012"
"Picus chlorolophus","Sethi_2012"
"Picus flavinucha","Sethi_2012"
"Picus viridis","Snow_1988_SON"
"Pionus maximiliani","Athie_2009; Fadini_2004"
"Pionus tumultuosus","Kessler_Rios_2012"
"Pipilo erythophtalmus","M_SD_001"
"Pipra coronata","M_SD_033"
"Pipra erythrocephala","Quitian_2018_1000Fragmented; Quitian_2018_1000Natural"
"Pipra mentalis","M_SD_033"
"Pipra pipra","de_Oliveira_1999; Gorchov_1995"
"Pipra rubrocapilla","de_Oliveira_1999; SARM_whole_network_from_paper"
"Pipraeidea melanonota","Blendinger_2015; de_Oliveira_1999; Kessler_Rios_2012; M_SD_012; Machado_de_Souza_2019; Robinson_2015"
"Pipreola arcuata","Dehling_2017_Wayqecha_1; Dehling_2017_Wayqecha_2; Dehling_2017_Wayqecha_3; Dehling_2017_Wayqecha_4"
"Pipreola frontalis","SAAV1; SAAV2"
"Pipreola intermedia","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_Wayqecha_2; Dehling_2017_Wayqecha_3; Dehling_2017_Wayqecha_4; SAAV1"
"Piranga flava","Blendinger_2015; Faustino_2006"
"Piranga olivacea","Blake_1992; Labbe_2011"
"Piranga rubra","Blake_1992; Dehling_2017_San_Pedro_1; Kessler_Rios_2012; Wolfe_2014"
"Pitangus sulphuratus","Andrade_2011; Athie_2009; Castro_2015; de_Oliveira_1999; Fadini_2004; M_SD_009; M_SD_012; Machado_de_Souza_2019; Malacco_da_Silva_2014; Marcos_da_Silva_2013; Ramos_Robles_2016_net10; Ramos_Robles_2016_net2; Ramos_Robles_2016_net3; Ramos_Robles_2016_net4; Ramos_Robles_2016_net6; Ramos_Robles_2016_net7; Ramos_Robles_2016_net8; Robinson_2015"
"Platyrrhinus albericoi","Castano_2018"
"Platyrrhinus dorsalis","Castano_2018"
"Platyrrhinus helleri","Arias_Arone_2016; Castro_Luna_2012; Dos_Reis_1983_Cult_et_form_sec; Lopez_and_Vaughn_2004; Lou_2005; Palmeirim_1989"
"Platyrrhinus infuscus","Arias_Arone_2016; Zamora_Delgado_2008"
"Platyrrhinus lineatus","Aguiar_2007; Carvalho_2008; Faria_1996; Hayashi_1996; Mello_2014_Mata_de_Grota; Munin_2012; Pedro_1992; SARM_whole_network_from_paper; Silveira_2006; Souza_Laurindo_2017; Tavares_2007; Zamora_Delgado_2008"
"Platyrrhinus masu","Arias_Arone_2016"
"Platyrrhinus matapalensis","Novoa_2011"
"Platyrrhinus recifinus","Garcia_et_al_2000; Gomes_2013; Lima_2016; Mello_2014_Mata_de_Grota; Souza_Laurindo_2017; Tavares_2007"
"Platyspiza crassirostris","Nogales_2017"
"Platysteira castanea","M_SD_034"
"Platysteira cyanea","M_SD_034; Menke_2012_interior_highly_dist"
"Ploceus baglafecht","M_SD_034; Menke_2012_edge_highly_dist; Menke_2012_edge_little_dist; Menke_2012_interior_highly_dist"
"Ploceus bicolor","M_SD_034; Menke_2012_interior_little_dist"
"Ploceus cucullatus","Daru_2015; Engel_2000"
"Ploceus heuglini","Daru_2015"
"Ploceus insignis","M_SD_034; Menke_2012_edge_highly_dist; Menke_2012_edge_little_dist; Menke_2012_interior_highly_dist"
"Ploceus melanocephalus","M_SD_034"
"Ploceus nigerrimus","M_SD_034; Menke_2012_edge_little_dist"
"Ploceus nigricollis","M_SD_034; Menke_2012_edge_little_dist"
"Ploceus ocularis","M_SD_034"
"Ploceus superciliosus","Menke_2012_edge_little_dist"
"Poecile montanus","Albrecht_112_2011; Albrecht_315_2011; Snow_1988_SON"
"Poecile palustris","Albrecht_102_2012; Albrecht_11_2012; Albrecht_111_2011; Albrecht_112_2011; Albrecht_112_2012; Albrecht_13_2012; Albrecht_15_2012; Albrecht_203_2012; Albrecht_30_2012; Albrecht_301_2012; Albrecht_314_2012; Albrecht_315_2012; Albrecht_35_2012; Albrecht_36_2012; Garcia_2016; Snow_1988_DJF; Snow_1988_JJA; Snow_1988_SON; Sorensen_1981"
"Poeoptera stuhlmanni","Menke_2012_edge_highly_dist; Menke_2012_edge_little_dist"
"Pogoniulus bilineatus","Hovestadt_1997; M_SD_008; M_SD_034; Menke_2012_edge_highly_dist; Menke_2012_edge_little_dist; Menke_2012_interior_highly_dist; Menke_2012_interior_little_dist"
"Pogoniulus chrysoconus","Daru_2015; Hovestadt_1997"
"Poicephalus robustus","Hovestadt_1997"
"Poicephalus senegalus","Hovestadt_1997"
"Pomatorhinus musicus","Chen_1999"
"Potamochoerus larvatus","Castley_2001"
"Prinia bairdii","M_SD_034"
"Prinia crinigera","Palita_2011"
"Prinia subflava","Daru_2015"
"Procnias nudicollis","Castro_2015; de_Oliveira_1999; Machado_de_Souza_2019"
"Prodotiscus insignis","M_SD_034"
"Prosthemadera novaeseelandiae","Burns_2013; Garcia_2014_Charles_Plimmer; Garcia_2014_George_Denton; Garcia_2014_Puhi_Puhi_River; Garcia_2014_Zealandia; Odonnell_1994; Williams_1996_Eves; Williams_1996_Marsden; Wyman_2017"
"Protonotaria citrea","Wolfe_2014"
"Prunella modularis","MacFarlane_2016"
"Psarocolius angustifrons","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Quitian_2018_1000Fragmented; Quitian_2018_1000Natural"
"Psarocolius atrovirens","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4"
"Psarocolius decumanus","SAAV1"
"Psarocolius montezuma","Ramos_Robles_2016_net10; Ramos_Robles_2016_net3; Ramos_Robles_2016_net4; Ramos_Robles_2016_net6; Ramos_Robles_2016_net7; Ramos_Robles_2016_net8"
"Psilorhinus morio","Ramos_Robles_2016_net3; Ramos_Robles_2016_net4; Ramos_Robles_2016_net6; Ramos_Robles_2016_net7; Ramos_Robles_2016_net8"
"Psittacula himalayana","Palita_2011"
"Psittacula krameri","David_2011_tree_focal_watches; Palita_2011"
"Pteroglossus aracari","Fadini_2004"
"Ptilinopus rivoli","Pratt_1985"
"Ptilinopus roseicapilla","Fricke_2018_Saipan"
"Ptilinopus superbus","Pratt_1985"
"Ptiloris magnificus","M_SD_002"
"Pycnonotus barbatus","Daru_2015; Hovestadt_1997; M_SD_008; M_SD_034; Menke_2012_edge_highly_dist; Menke_2012_edge_little_dist; Menke_2012_interior_highly_dist; Menke_2012_interior_little_dist"
"Pycnonotus cafer","David_2011_tree_focal_watches; Kamruzzaman_2008; Palita_2011; Sethi_2012; VELHO2"
"Pycnonotus flaviventris","Sethi_2012; VELHO; VELHO2"
"Pycnonotus jocosus","David_2011_tree_focal_watches; Kamruzzaman_2008; Sethi_2012; VELHO2"
"Pycnonotus leucogenys","Palita_2011"
"Pycnonotus luteolus","David_2011_tree_focal_watches"
"Pycnopygius cinereus","Pratt_1985"
"Pygoderma bilabiatum","Carvalho_2008; Faria_1996; Gomes_2013; Hayashi_1996; Souza_Laurindo_2017"
"Pyroderus scutatus","Castro_2015; Kessler_Rios_2012; Machado_de_Souza_2019"
"Pyrrhula murina","M_SD_031"
"Pyrrhula pyrrhula","Albrecht_112_2011; Albrecht_315_2011; Garcia_2016; Sorensen_1981"
"Pyrrhura albipectus","Quitian_2018_1000Fragmented"
"Quiscalus quiscula","M_SD_001; Malmborg_1988_1981; Malmborg_1988_1982"
"Ramphastos dicolorus","Castro_2015; Machado_de_Souza_2019"
"Ramphastos toco","M_SD_012; Marcos_da_Silva_2013"
"Ramphastos vitellinus","Castro_2015; Machado_de_Souza_2019"
"Ramphocelus bresilius","de_Oliveira_1999"
