"species","networks"
"Ramphocelus carbo","Athie_2009; Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4; M_SD_010_single_partners_added; M_SD_012; Robinson_2015"
"Ramphocelus flammigerus","Kessler_Rios_2012"
"Ramphocelus passerinii","Palmeirim_1989"
"Raphicerus melanotis","Castley_2001"
"Rattus andamanensis","Suzuki_2007"
"Ratufa bicolor","Sethi_2012"
"Ratufa macroura","Jayasekara_2003; Jayasekara_2007"
"Regulus regulus","M_SD_031"
"Rhinophylla pumilio","Dos_Reis_1983_Cult_et_form_sec; Gorchov_1995; Lima_2016; SARM_whole_network_from_paper"
"Rhinopomastus aterrimus","Hovestadt_1997"
"Rhipidura fuliginosa","Odonnell_1994; Wyman_2017"
"Rhopodytes tristis","VELHO"
"Rhyticeros undulatus","Sethi_2012; VELHO; VELHO2"
"Rupicola peruvianus","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_4; Quitian_2018_1000Fragmented; Quitian_2018_1000Natural; SAAV2"
"Saltator atripennis","Kessler_Rios_2012"
"Saltator fuliginosus","Machado_de_Souza_2019"
"Saltator maximus","de_Oliveira_1999; Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_4; Marcos_da_Silva_2013; Palmeirim_1989; Quitian_2018_1000Fragmented; Quitian_2018_1000Natural; SARM_whole_network_from_paper"
"Saltator similis","Fadini_2004; Faustino_2006; M_SD_009; M_SD_012; Malacco_da_Silva_2014; Marcos_da_Silva_2013"
"Satrapa icterophrys","Athie_2009; de_Oliveira_1999"
"Saxicola ferreus","Palita_2011"
"Schiffornis turdinus","M_SD_033"
"Schiffornis virescens","Machado_de_Souza_2019"
"Schistochlamys ruficapillus","Faustino_2006; Malacco_da_Silva_2014; Marcos_da_Silva_2013"
"Schistolais leucopogon","M_SD_034"
"Seiurus aurocapilla","Blake_1992; Wolfe_2014"
"Selenidera maculirostris","Castro_2015; Machado_de_Souza_2019"
"Semnopithecus vetulus","Jayasekara_2003; Jayasekara_2007"
"Serinus citinella","M_SD_020"
"Serinus citrinelloides","M_SD_034"
"Serinus dorsostriatus","M_SD_034"
"Serinus mozambicus","M_SD_034"
"Serinus serinus","M_SD_020; M_SD_031"
"Serpophaga subcristata","Robinson_2015"
"Setophaga caerulescens","Labbe_2011"
"Setophaga castanea","Blake_1992; Wolfe_2014"
"Setophaga coronata","Malmborg_1988_1981"
"Setophaga fusca","Blake_1992; Kessler_Rios_2012"
"Setophaga pensylvanica","Blake_1992"
"Setophaga petechia","Nogales_2017"
"Setophaga pinus","Blake_1992"
"Setophaga pitiayumi","Athie_2009; Blendinger_2015; Quitian_2018_1000Fragmented; Quitian_2018_1000Natural; SAAV1"
"Sirystes sibilator","M_SD_012; Machado_de_Souza_2019"
"Sitta europaea","Albrecht_111_2012; Albrecht_112_2011; Albrecht_112_2012; Albrecht_203_2012; Albrecht_30_2012; Albrecht_301_2012; Albrecht_314_2012; Albrecht_315_2012; Albrecht_35_2012; M_SD_020; Sorensen_1981"
"Sittiparus castaneoventris","Chen_1999"
"Spermophaga ruficapilla","M_SD_034"
"Spindalis portoricensis","M_SD_003; M_SD_004; M_SD_005; M_SD_006"
"Spizixos semitorques","Chen_1999"
"Sporophila caerulescens","de_Oliveira_1999; Marcos_da_Silva_2013; Robinson_2015"
"Sporophila leucoptera","de_Oliveira_1999; Marcos_da_Silva_2013"
"Sporophila nigricollis","Marcos_da_Silva_2013"
"Stachyridopsis ruficeps","Chen_1999"
"Stelgidillas gracilirostris","Menke_2012_edge_highly_dist; Menke_2012_edge_little_dist; Menke_2012_interior_highly_dist; Menke_2012_interior_little_dist"
"Stigmochelys pardalis","Engel_2000"
"Streptopelia chinensis","Chimera_2010"
"Streptopelia decaocto","Snow_1988_JJA"
"Streptopelia hypopyrrha","Daru_2015"
"Streptopelia orientalis","Palita_2011"
"Streptopelia senegalensis","Daru_2015"
"Streptopelia vinacea","Daru_2015"
"Sturnia malabarica","Kamruzzaman_2008"
"Sturnira bidens","Zamora_Delgado_2008"
"Sturnira bogotensis","Castano_2018"
"Sturnira erythromos","Arias_Arone_2016; Zamora_Delgado_2008"
"Sturnira hondurensis","Hernandez_Montero_2015_B4_Dry; Hernandez_Montero_2015_B4_Norte; Santiago_2014_close_to_remnant; Santiago_2014_far_from_remnant"
"Sturnira lilium","Aguiar_2007; Aguilar_Garavito_2014_mature; Arias_Arone_2016; Brito_2010; Carvalho_2008; Castro_Luna_2012; Dos_Reis_1983_Cult_et_form_sec; Faria_1996; Fleming_1977; Garcia_Estrada_2012; Garcia_et_al_2000; Garcia_Morales_2012; Gomes_2013; Gorchov_1995; Hayashi_1996; Lima_2016; Lou_2005; Lou_2007; Mello_2014_Mata_de_Grota; Munin_2012; Munster_2008; Passos_2003; Pedro_1992; Preciado_Benitez_2015; Sanchez_2012_Iguazu; Silva_Oliveira_2018; Silveira_2006; Souza_Laurindo_2017; Tavares_2007; Zapata_Mesa_2017_MR_September"
"Sturnira ludovici","Aguilar_Garavito_2014_mature; Castano_2018; Garcia_Estrada_2012; Garcia_Morales_2012; Preciado_Benitez_2015; Zamora_Delgado_2008"
"Sturnira luisi","Novoa_2011"
"Sturnira magna","Arias_Arone_2016"
"Sturnira parvidens","Castano_2018; Hernandez_Montero_2015_B4_Dry; Hernandez_Montero_2015_B4_Norte; Santiago_2014_close_to_remnant; Santiago_2014_far_from_remnant"
"Sturnira tildae","Lima_2016; Munster_2008; Passos_2003"
"Sturnus unicolor","Costa_2013_endozoochory"
"Sturnus vulgaris","Garcia_2014_Charles_Plimmer; Garcia_2014_George_Denton; Garcia_2014_Puhi_Puhi_River; M_SD_001; Malmborg_1988_1981; Malmborg_1988_1982; Snow_1988_DJF; Snow_1988_JJA; Snow_1988_MAM; Snow_1988_SON; Traveset_1992; Williams_1996_Marsden"
"Sus scrofa","Jaroszewicz_2013; Jayasekara_2007; Peredo_2013_Puertos_de_Marabio"
"Sylvia atricapilla","Albrecht_102_2012; Albrecht_11_2012; Albrecht_111_2011; Albrecht_111_2012; Albrecht_112_2011; Albrecht_112_2012; Albrecht_13_2012; Albrecht_15_2012; Albrecht_203_2012; Albrecht_30_2012; Albrecht_301_2012; Albrecht_314_2012; Albrecht_315_2011; Albrecht_315_2012; Albrecht_35_2012; Albrecht_36_2012; Costa_2013_endozoochory; Cruz_2013_Autumn; Cruz_2013_Summer; Cruz_2013_Winter; Fuentes_1994; Garcia_2016; M_SD_020; M_SD_031; M_SD_034; Menke_2012_edge_little_dist; Snow_1988_DJF; Snow_1988_JJA; Snow_1988_MAM; Snow_1988_SON; Sorensen_1981; Traveset_1992"
"Sylvia borin","Albrecht_11_2012; Albrecht_111_2011; Albrecht_111_2012; Albrecht_112_2012; Albrecht_13_2012; Albrecht_15_2012; Albrecht_203_2012; Albrecht_30_2012; Albrecht_301_2012; Albrecht_314_2012; Albrecht_315_2011; Albrecht_315_2012; Albrecht_35_2012; Albrecht_36_2012; Costa_2013_endozoochory; Cruz_2013_Summer; Daru_2015; Fuentes_1994; M_SD_020; M_SD_034; Menke_2012_edge_highly_dist; Snow_1988_JJA; Snow_1988_SON; Traveset_1992"
"Sylvia cantillans","Costa_2013_endozoochory; Fuentes_1994; M_SD_020"
"Sylvia communis","Costa_2013_endozoochory; Daru_2015; M_SD_020; M_SD_034; Snow_1988_JJA; Snow_1988_SON"
"Sylvia conspicillata","M_SD_020"
"Sylvia curruca","Snow_1988_JJA; Snow_1988_SON"
"Sylvia melanocephala","Costa_2013_endozoochory; M_SD_020; Traveset_1992"
"Sylvicapra grimmia","Engel_2000"
"Sylvietta brachyura","Daru_2015; Hovestadt_1997"
"Syndactyla rufosuperciliata","Blendinger_2015"
"Tachyphonus coronatus","Athie_2009; Fadini_2004; M_SD_009; M_SD_012; Machado_de_Souza_2019; Robinson_2015"
"Tachyphonus cristatus","Machado_de_Souza_2019; Quitian_2018_1000Fragmented; Quitian_2018_1000Natural"
"Tachyphonus luctuosus","M_SD_010_single_partners_added"
"Tachyphonus rufus","M_SD_010_single_partners_added"
"Tachyphonus surinamus","Gorchov_1995"
"Tangara argyrofenges","SAAV2"
"Tangara arthus","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4; Kessler_Rios_2012; Quitian_2018_1000Fragmented; Quitian_2018_1000Natural"
"Tangara cayana","Andrade_2011; Athie_2009; de_Oliveira_1999; Fadini_2004; M_SD_012; Malacco_da_Silva_2014; Marcos_da_Silva_2013; Robinson_2015; SARM_whole_network_from_paper"
"Tangara chilensis","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4; Quitian_2018_1000Fragmented; Quitian_2018_1000Natural"
"Tangara chrysotis","Dehling_2017_San_Pedro_1; Quitian_2018_1000Fragmented; Quitian_2018_1000Natural"
"Tangara cyanicollis","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4; Kessler_Rios_2012; Quitian_2018_1000Fragmented; Quitian_2018_1000Natural"
"Tangara cyanocephala","Machado_de_Souza_2019"
"Tangara cyanoptera","Machado_de_Souza_2019"
"Tangara cyanoventris","Fadini_2004"
"Tangara guttata","M_SD_010_single_partners_added"
"Tangara gyrola","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4; M_SD_010_single_partners_added; Quitian_2018_1000Fragmented; Quitian_2018_1000Natural"
"Tangara heinei","Kessler_Rios_2012"
"Tangara labradorides","Kessler_Rios_2012; Zamora_Delgado_2008"
"Tangara mexicana","de_Oliveira_1999; M_SD_010_single_partners_added"
"Tangara nigrocincta","Quitian_2018_1000Fragmented; Quitian_2018_1000Natural"
"Tangara nigroviridis","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4; Dehling_2017_Wayqecha_4; Quitian_2018_1000Fragmented; Quitian_2018_1000Natural; Quitian_2018_2000Fragmented; Quitian_2018_2000Natural; Zamora_Delgado_2008"
"Tangara parzudakii","Quitian_2018_2000Fragmented; Quitian_2018_2000Natural"
"Tangara punctata","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4; Quitian_2018_1000Fragmented; Quitian_2018_1000Natural"
"Tangara ruficervix","Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3"
"Tangara schrankii","Gorchov_1995; Quitian_2018_1000Fragmented; Quitian_2018_1000Natural"
"Tangara seledon","Andrade_2011; Machado_de_Souza_2019"
"Tangara vassorii","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Dehling_2017_Wayqecha_1; Dehling_2017_Wayqecha_2; Dehling_2017_Wayqecha_3; Dehling_2017_Wayqecha_4; Quitian_2018_2000Fragmented; Quitian_2018_2000Natural; SAAV1; SAAV2; Zamora_Delgado_2008"
"Tangara vitriolina","Kessler_Rios_2012"
"Tangara xanthocephala","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4; Kessler_Rios_2012; Quitian_2018_2000Fragmented; Quitian_2018_2000Natural; SAAV1; SAAV2; Zamora_Delgado_2008"
"Tangara xanthogastra","Quitian_2018_1000Fragmented; Quitian_2018_1000Natural"
"Tauraco persa","Hovestadt_1997"
"Tauraco porphyrocephalus","M_SD_008"
"Terpsiphone viridis","M_SD_034; Menke_2012_interior_highly_dist"
"Tersina viridis","Machado_de_Souza_2019; Malacco_da_Silva_2014; Marcos_da_Silva_2013; Robinson_2015"
"Thamnolaea cinnamomeiventris","Daru_2015"
"Thamnophilus doliatus","Marcos_da_Silva_2013"
"Thlypopsis sordida","Athie_2009; Fadini_2004; M_SD_012"
"Thraupis abbas","Ramos_Robles_2016_net10; Ramos_Robles_2016_net4; Ramos_Robles_2016_net6; Ramos_Robles_2016_net7; Ramos_Robles_2016_net8"
"Thraupis bonariensis","Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4; Dehling_2017_Wayqecha_1"
"Thraupis cyanocephala","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4; Dehling_2017_Wayqecha_1; Dehling_2017_Wayqecha_2; Dehling_2017_Wayqecha_3; Dehling_2017_Wayqecha_4; Quitian_2018_2000Fragmented; Quitian_2018_2000Natural; SAAV1; SAAV2; Zamora_Delgado_2008"
"Thraupis episcopus","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_4; Kessler_Rios_2012; M_SD_010_single_partners_added; Quitian_2018_1000Fragmented; Quitian_2018_1000Natural; Ramos_Robles_2016_net10; Ramos_Robles_2016_net2; Ramos_Robles_2016_net8"
"Thraupis ornata","Machado_de_Souza_2019"
"Thraupis palmarum","Andrade_2011; Athie_2009; de_Oliveira_1999; Dehling_2017_San_Pedro_1; Kessler_Rios_2012; M_SD_010_single_partners_added; Machado_de_Souza_2019; Malacco_da_Silva_2014; Marcos_da_Silva_2013; Quitian_2018_1000Fragmented; Quitian_2018_1000Natural; Robinson_2015; SAAV1"
"Thraupis sayaca","Andrade_2011; Athie_2009; Blendinger_2015; de_Oliveira_1999; Fadini_2004; M_SD_012; Machado_de_Souza_2019; Malacco_da_Silva_2014; Marcos_da_Silva_2013; Robinson_2015; SAAV1"
"Tiaris bicolor","M_SD_003"
"Tityra cayana","M_SD_012; Machado_de_Souza_2019"
"Tityra inquisitor","Machado_de_Souza_2019"
"Tityra semifasciata","Ramos_Robles_2016_net10; Ramos_Robles_2016_net2; Ramos_Robles_2016_net3; Ramos_Robles_2016_net4; Ramos_Robles_2016_net6; Ramos_Robles_2016_net7; Ramos_Robles_2016_net8"
"Tockus alboterminatus","Engel_2000; M_SD_034"
"Tockus erythrorhynchus","Daru_2015"
"Tockus fasciatus","Hovestadt_1997"
"Tockus nasutus","Daru_2015; Hovestadt_1997"
"Todus mexicanus","M_SD_003; M_SD_004"
"Tolmomyias flaviventris","de_Oliveira_1999"
"Tolmomyias sulphurescens","Athie_2009; Fadini_2004"
"Trachops cirrhosus","SARM_whole_network_from_paper"
"Trachylaemus purpuratus","M_SD_034; Menke_2012_edge_highly_dist; Menke_2012_edge_little_dist; Menke_2012_interior_highly_dist; Menke_2012_interior_little_dist"
"Trachypithecus pileatus","Sethi_2012"
"Tragelaphus scriptus","Castley_2001; Engel_2000; Hovestadt_1997"
"Treron apicauda","VELHO; VELHO2"
"Treron calvus","Engel_2000; Hovestadt_1997; M_SD_034; Menke_2012_edge_highly_dist"
"Treron curvirostra","VELHO"
"Treron formosae","Noma_1997"
"Treron phoenicopterus","VELHO; VELHO2"
"Treron pompadora","VELHO; VELHO2"
"Treron sphenurus","Palita_2011; VELHO"
"Treron waalia","Daru_2015"
"Tricholaema hirsuta","M_SD_034; Menke_2012_edge_highly_dist; Menke_2012_edge_little_dist; Menke_2012_interior_highly_dist; Menke_2012_interior_little_dist"
"Trichosurus vulpecula","Wyman_2017"
"Trichothraupis melanops","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Fadini_2004; M_SD_009; M_SD_012; Machado_de_Souza_2019"
"Trinycteris nicefori","SARM_whole_network_from_paper"
"Trochalopteron lineatum","Palita_2011"
"Trogon melanocephalus","Ramos_Robles_2016_net10; Ramos_Robles_2016_net3; Ramos_Robles_2016_net4; Ramos_Robles_2016_net6; Ramos_Robles_2016_net8"
"Trogon personatus","Dehling_2017_San_Pedro_1; Dehling_2017_Wayqecha_2; SAAV1"
"Trogon rufus","M_SD_033; Machado_de_Souza_2019"
"Trogon surrucura","Fadini_2004"
"Trogon viridis","Machado_de_Souza_2019"
"Tupaia belangeri","Suzuki_2007"
"Turdoides plebejus","Daru_2015; Hovestadt_1997"
"Turdoides rufescens","Jayasekara_2003; Jayasekara_2007"
"Turdoides sharpei","M_SD_034"
"Turdoides striata","Palita_2011"
"Turdus abyssinicus","Menke_2012_edge_highly_dist; Menke_2012_edge_little_dist; Menke_2012_interior_highly_dist; Menke_2012_interior_little_dist"
"Turdus albicollis","Castro_2015; Fadini_2004; Machado_de_Souza_2019; Quitian_2018_1000Fragmented; Quitian_2018_1000Natural; SAAV1; SAAV2; SARM_whole_network_from_paper"
"Turdus amaurochalinus","Athie_2009; Castro_2015; de_Oliveira_1999; Fadini_2004; M_SD_009; M_SD_012; Malacco_da_Silva_2014; Marcos_da_Silva_2013; Robinson_2015"
"Turdus chiguanco","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2; Dehling_2017_San_Pedro_3; Dehling_2017_San_Pedro_4"
"Turdus chrysolaus","Chen_1999; Noma_1997"
"Turdus flavipes","Castro_2015; de_Oliveira_1999; Machado_de_Souza_2019"
"Turdus fumigatus","de_Oliveira_1999"
"Turdus fuscater","Dehling_2017_Wayqecha_1; Dehling_2017_Wayqecha_2; Dehling_2017_Wayqecha_3; Dehling_2017_Wayqecha_4; Quitian_2018_2000Fragmented; Quitian_2018_2000Natural; Zamora_Delgado_2008"
"Turdus grayi","Palmeirim_1989; Ramos_Robles_2016_net10; Ramos_Robles_2016_net2; Ramos_Robles_2016_net3; Ramos_Robles_2016_net4; Ramos_Robles_2016_net6; Ramos_Robles_2016_net7; Ramos_Robles_2016_net8"
"Turdus ignobilis","Kessler_Rios_2012"
"Turdus iliacus","Albrecht_301_2012; Garcia_2016; M_SD_020; Snow_1988_DJF; Snow_1988_MAM; Snow_1988_SON; Sorensen_1981"
"Turdus leucomelas","Andrade_2011; Athie_2009; de_Oliveira_1999; Fadini_2004; Faustino_2006; M_SD_009; Malacco_da_Silva_2014; Marcos_da_Silva_2013; Robinson_2015"
"Turdus merula","Albrecht_102_2012; Albrecht_11_2012; Albrecht_111_2011; Albrecht_111_2012; Albrecht_112_2011; Albrecht_112_2012; Albrecht_13_2012; Albrecht_15_2012; Albrecht_203_2012; Albrecht_30_2012; Albrecht_301_2012; Albrecht_314_2012; Albrecht_315_2011; Albrecht_315_2012; Albrecht_35_2012; Albrecht_36_2012; Burns_2013; Costa_2013_endozoochory; Cruz_2013_Summer; Cruz_2013_Winter; Fuentes_1994; Garcia_2014_Blue_Duck; Garcia_2014_Charles_Plimmer; Garcia_2014_George_Denton; Garcia_2014_Mount_Fyfee_Reserve; Garcia_2014_Puhi_Puhi_River; Garcia_2014_Zealandia; Garcia_2016; M_SD_020; M_SD_031; MacFarlane_2016; Odonnell_1994; Snow_1988_DJF; Snow_1988_JJA; Snow_1988_MAM; Snow_1988_SON; Sorensen_1981; Williams_1996_Eves; Williams_1996_Marsden; Wyman_2017"
"Turdus migratorius","Labbe_2011; M_SD_001; Malmborg_1988_1981; Malmborg_1988_1982"
"Turdus nigriceps","Blendinger_2015"
"Turdus obscurus","Chen_1999"
"Turdus olivaceus","M_SD_034"
"Turdus pallidus","Chen_1999; Noma_1997"
"Turdus pelios","Daru_2015; Hovestadt_1997; M_SD_034; Menke_2012_edge_highly_dist; Menke_2012_edge_little_dist; Menke_2012_interior_highly_dist; Menke_2012_interior_little_dist"
"Turdus philomelos","Albrecht_102_2012; Albrecht_11_2012; Albrecht_111_2011; Albrecht_111_2012; Albrecht_112_2011; Albrecht_112_2012; Albrecht_13_2012; Albrecht_15_2012; Albrecht_203_2012; Albrecht_30_2012; Albrecht_301_2012; Albrecht_314_2012; Albrecht_315_2011; Albrecht_315_2012; Albrecht_35_2012; Albrecht_36_2012; Cruz_2013_Autumn; Cruz_2013_Summer; Cruz_2013_Winter; Fuentes_1994; Garcia_2014_Blue_Duck; Garcia_2014_Charles_Plimmer; Garcia_2014_Mount_Fyfee_Reserve; Garcia_2014_Puhi_Puhi_River; Garcia_2016; M_SD_020; MacFarlane_2016; Snow_1988_DJF; Snow_1988_JJA; Snow_1988_MAM; Snow_1988_SON; Sorensen_1981; Traveset_1992; Williams_1996_Eves; Williams_1996_Marsden; Wyman_2017"
"Turdus pilaris","Albrecht_111_2012; Albrecht_15_2012; Garcia_2016; M_SD_020; Snow_1988_DJF; Snow_1988_MAM; Snow_1988_SON; Sorensen_1981"
"Turdus plumbeus","M_SD_003; M_SD_005; M_SD_006"
"Turdus rufiventris","Andrade_2011; Athie_2009; Blendinger_2015; Castro_2015; Fadini_2004; M_SD_009; M_SD_012; Machado_de_Souza_2019; Marcos_da_Silva_2013; Robinson_2015"
"Turdus serranus","Dehling_2017_Wayqecha_1; Dehling_2017_Wayqecha_3; Dehling_2017_Wayqecha_4; SAAV1; Zamora_Delgado_2008"
"Turdus torquatus","Garcia_2016; M_SD_020; Snow_1988_MAM; Snow_1988_SON"
"Turdus viscivorus","Albrecht_111_2012; Garcia_2016; M_SD_020; Snow_1988_DJF; Snow_1988_JJA; Snow_1988_MAM; Snow_1988_SON"
"Turtur abyssinicus","Daru_2015"
"Turtur brehmeri","Hovestadt_1997"
"Turtur tympanistria","M_SD_034"
"Tyrannus albogularis","Malacco_da_Silva_2014; Marcos_da_Silva_2013"
"Tyrannus caudifasciatus","M_SD_004; M_SD_005; M_SD_006"
"Tyrannus dominicensis","M_SD_003; M_SD_004; M_SD_005; M_SD_006"
"Tyrannus forficatus","Ramos_Robles_2016_net3; Ramos_Robles_2016_net4; Ramos_Robles_2016_net8"
"Tyrannus melancholicus","Athie_2009; Castro_2015; de_Oliveira_1999; M_SD_009; M_SD_012; Malacco_da_Silva_2014; Marcos_da_Silva_2013; Ramos_Robles_2016_net2; Ramos_Robles_2016_net3; Robinson_2015"
"Tyrannus savana","M_SD_009; M_SD_012; Malacco_da_Silva_2014"
"Tyrannus tyrannus","Blake_1992; Ramos_Robles_2016_net8"
"Urocissa caerulea","Chen_1999"
"Urocissa erythroryncha","Palita_2011"
"Uroderma bilobatum","Arias_Arone_2016; Castro_Luna_2012; Dos_Reis_1983_Cult_et_form_sec; Gorchov_1995; Lopez_and_Vaughn_2004; Lou_2005"
"Uroderma magnirostrum","Dos_Reis_1983_Cult_et_form_sec; Lima_2016"
"Ursus thibetanus","Koike_2008"
"Vampyressa melissa","Arias_Arone_2016"
"Vampyressa pusilla","Aguiar_2007; Garcia_et_al_2000; Gomes_2013; Lima_2016; Mello_2014_Mata_de_Grota; Sanchez_2012_Iguazu; Silveira_2006"
"Vampyressa thyone","Castano_2018; Castro_Luna_2012; Lopez_and_Vaughn_2004"
"Vampyriscus nymphaea","Lopez_and_Vaughn_2004"
"Veniliornis frontalis","Blendinger_2015"
"Veniliornis nigriceps","SAAV1"
"Vidua macroura","Hovestadt_1997"
"Vireo altiloquous","M_SD_003; M_SD_004; M_SD_005; M_SD_006"
"Vireo flavifrons","Wolfe_2014"
"Vireo flavoviridis","M_SD_004; M_SD_006; Wolfe_2014"
"Vireo griseus","Ramos_Robles_2016_net10; Ramos_Robles_2016_net2; Ramos_Robles_2016_net3"
"Vireo latimeri","M_SD_004; M_SD_005"
"Vireo olivaceus","Andrade_2011; Athie_2009; Blake_1992; Blendinger_2015; de_Oliveira_1999; M_SD_001; M_SD_009; M_SD_012; Machado_de_Souza_2019; Wolfe_2014"
"Vireo philadelphicus","Ramos_Robles_2016_net8"
"Vireo solitarius","Ramos_Robles_2016_net10"
"Viverricula indica","Jayasekara_2007"
"Volatinia jacarina","de_Oliveira_1999; Malacco_da_Silva_2014"
"Vulpes vulpes","Koike_2008; Peredo_2013_Pto_de_San_Lorenzo; Peredo_2013_Puertos_de_Marabio"
"Xenopipo unicolor","Dehling_2017_San_Pedro_1"
"Xolmis cinereus","Marcos_da_Silva_2013"
"Yuhina brunneiceps","Chen_1999"
"Zenaida asiatica","M_SD_004"
"Zenaida auriculata","Robinson_2015"
"Zenaida zenaida","M_SD_003"
"Zenaidura macroura","M_SD_001"
"Zimmerius bolivianus","Dehling_2017_San_Pedro_1; Dehling_2017_San_Pedro_2"
"Zonotrichia albicollis","Labbe_2011; M_SD_001"
"Zonotrichia capensis","Athie_2009; Faustino_2006; Robinson_2015"
"Zoothera dauma","Noma_1997"
"Zosterops conspicillatus","Fricke_2018_Saipan"
"Zosterops japonicus","Chimera_2010; Noma_1997"
"Zosterops lateralis","Burns_2013; Garcia_2014_Blue_Duck; Garcia_2014_Charles_Plimmer; Garcia_2014_George_Denton; Garcia_2014_Mount_Fyfee_Reserve; Garcia_2014_Puhi_Puhi_River; Garcia_2014_Zealandia; MacFarlane_2016; Odonnell_1994; Williams_1996_Eves; Williams_1996_Marsden; Wyman_2017"
"Zosterops novaeguineae","Pratt_1985"
"Zosterops pallidus","M_SD_008"
"Zosterops palpebrosus","Kamruzzaman_2008; Palita_2011"
"Zosterops senegalensis","Daru_2015; Hovestadt_1997; M_SD_034; Menke_2012_edge_highly_dist; Menke_2012_edge_little_dist; Menke_2012_interior_highly_dist; Menke_2012_interior_little_dist"
