Species,Networks
dacnis cayana,Andrade_2011_column_names.csv; Athie_2009_column_names.csv; de_Oliveira_1999_column_names.csv; Dehling_2017_San_Pedro_1_column_names.csv; Dehling_2017_San_Pedro_2_column_names.csv; Fadini_2004_column_names.csv; M_SD_009_column_names.csv; M_SD_010_single_partners_added_column_names.csv; M_SD_012_column_names.csv; Machado_de_Souza_2019_column_names.csv; Marcos_da_Silva_2013_column_names.csv; Quitian_2018_1000Fragmented_column_names.csv; Quitian_2018_1000Natural_column_names.csv; Robinson_2015_column_names.csv
dacnis lineata,Quitian_2018_1000Fragmented_column_names.csv; Quitian_2018_1000Natural_column_names.csv
dendrocitta formosae,Chen_1999_column_names.csv; Palita_2011_column_names.csv
dendrocitta vagabunda,Kamruzzaman_2008_column_names.csv; Palita_2011_column_names.csv
dendrocopos major,Albrecht_11_2012_column_names.csv; Albrecht_111_2012_column_names.csv; Albrecht_30_2012_column_names.csv; Albrecht_301_2012_column_names.csv; Albrecht_315_2011_column_names.csv; Albrecht_35_2012_column_names.csv; Albrecht_36_2012_column_names.csv; M_SD_020_column_names.csv
dendrocopos medius,Albrecht_111_2011_column_names.csv; Albrecht_112_2011_column_names.csv
dendroica caerulescens,M_SD_004_column_names.csv
dendroica coronata,M_SD_001_column_names.csv
dendroica tigrina,M_SD_004_column_names.csv
dendropicos fuscescens,Daru_2015_column_names.csv; Menke_2012_edge_highly_dist_column_names.csv
dendropicos goertae,Daru_2015_column_names.csv
dicrurus adsimilis,Hovestadt_1997_column_names.csv; M_SD_034_column_names.csv; Menke_2012_interior_highly_dist_column_names.csv
didelphis albiventris,Lessa_2013_column_names.csv
didelphis aurita,Genrich_2017_column_names.csv
diglossa albilatera,Quitian_2018_2000Fragmented_column_names.csv; Quitian_2018_2000Natural_column_names.csv
diglossa brunneiventris,Dehling_2017_Wayqecha_1_column_names.csv
diglossa caerulescens,Dehling_2017_San_Pedro_2_column_names.csv; Dehling_2017_San_Pedro_3_column_names.csv
diglossa cyanea,Dehling_2017_San_Pedro_1_column_names.csv; Dehling_2017_Wayqecha_1_column_names.csv; Dehling_2017_Wayqecha_2_column_names.csv; Dehling_2017_Wayqecha_3_column_names.csv; Dehling_2017_Wayqecha_4_column_names.csv; SAAV1_column_names.csv; SAAV2_column_names.csv; Zamora_Delgado_2008_column_names.csv
diglossa glauca,Dehling_2017_San_Pedro_1_column_names.csv; Dehling_2017_San_Pedro_2_column_names.csv; Dehling_2017_San_Pedro_3_column_names.csv
diglossa mystacalis,Dehling_2017_Wayqecha_1_column_names.csv
diglossa sittoides,Dehling_2017_Wayqecha_1_column_names.csv
diopsittaca nobilis,Marcos_da_Silva_2013_column_names.csv
dioptrornis fischeri,Menke_2012_edge_highly_dist_column_names.csv
diphyllodes magnificus,M_SD_002_column_names.csv; Pratt_1985_column_names.csv
dives dives,Ramos_Robles_2016_net6_column_names.csv; Ramos_Robles_2016_net7_column_names.csv
dryocopus martius,Albrecht_102_2012_column_names.csv
ducula aenea,VELHO_column_names.csv; VELHO2_column_names.csv
ducula badia,Sethi_2012_column_names.csv; VELHO_column_names.csv; VELHO2_column_names.csv
dumetella carolinensis,Blake_1992_column_names.csv; Labbe_2011_column_names.csv; Malmborg_1988_1980_column_names.csv; Malmborg_1988_1981_column_names.csv; Malmborg_1988_1982_column_names.csv; Palmeirim_1989_column_names.csv; Ramos_Robles_2016_net10_column_names.csv; Ramos_Robles_2016_net2_column_names.csv; Ramos_Robles_2016_net3_column_names.csv
eidolon helvum,Engel_2000_column_names.csv
elaenia albiceps,Blendinger_2015_column_names.csv; Dehling_2017_San_Pedro_2_column_names.csv; Dehling_2017_Wayqecha_1_column_names.csv; Dehling_2017_Wayqecha_4_column_names.csv; Quitian_2018_2000Fragmented_column_names.csv; Quitian_2018_2000Natural_column_names.csv; Zamora_Delgado_2008_column_names.csv
elaenia athie2009 unidsp 711,Athie_2009_column_names.csv
elaenia chiriquensis,Marcos_da_Silva_2013_column_names.csv
elaenia cristata,Faustino_2006_column_names.csv; Marcos_da_Silva_2013_column_names.csv
elaenia deoliveira unidsp 560,de_Oliveira_1999_column_names.csv
elaenia fadini2004 unidsp mult,Fadini_2004_column_names.csv
elaenia flavogaster,Andrade_2011_column_names.csv; Athie_2009_column_names.csv; de_Oliveira_1999_column_names.csv; M_SD_012_column_names.csv; Marcos_da_Silva_2013_column_names.csv; Robinson_2015_column_names.csv
elaenia malaccoda unidsp mult,Malacco_da_Silva_2014_column_names.csv
elaenia obscura,Machado_de_Souza_2019_column_names.csv; SAAV1_column_names.csv
elaenia pallatangae,Dehling_2017_San_Pedro_1_column_names.csv; Dehling_2017_San_Pedro_3_column_names.csv; Dehling_2017_Wayqecha_1_column_names.csv; Dehling_2017_Wayqecha_2_column_names.csv; Dehling_2017_Wayqecha_3_column_names.csv; SAAV1_column_names.csv
elaenia parvirostris,Blendinger_2015_column_names.csv
elaenia robinson2015 unidsp 905,Robinson_2015_column_names.csv
elaenia spectabilis,Athie_2009_column_names.csv
elminia longicauda,M_SD_034_column_names.csv; Menke_2012_edge_highly_dist_column_names.csv; Menke_2012_edge_little_dist_column_names.csv
emberiza cabanisi,Hovestadt_1997_column_names.csv
emberiza cia,Costa_2013_endozoochory_column_names.csv; M_SD_020_column_names.csv
emberiza lathami,Palita_2011_column_names.csv
empidonax flaviventris,Wolfe_2014_column_names.csv
empidonax traillii,Blake_1992_column_names.csv; Wolfe_2014_column_names.csv
empidonax virescens,Blake_1992_column_names.csv; M_SD_033_column_names.csv; Ramos_Robles_2016_net3_column_names.csv; Ramos_Robles_2016_net8_column_names.csv; Wolfe_2014_column_names.csv
empidonomus varius,Athie_2009_column_names.csv; M_SD_009_column_names.csv; SAAV2_column_names.csv
enchisthenes hartii,Aguilar_Garavito_2014_mature_column_names.csv; Arias_Arone_2016_column_names.csv
entomodestes leucotis,Dehling_2017_San_Pedro_2_column_names.csv; Dehling_2017_San_Pedro_3_column_names.csv; Dehling_2017_San_Pedro_4_column_names.csv; SAAV1_column_names.csv
epimachus albertisii,M_SD_002_column_names.csv
epomophorus wahlbergi,Engel_2000_column_names.csv
eremomela pusilla,Daru_2015_column_names.csv
eremomela turneri,M_SD_034_column_names.csv
erithacus rubecula,Albrecht_102_2012_column_names.csv; Albrecht_11_2012_column_names.csv; Albrecht_111_2011_column_names.csv; Albrecht_111_2012_column_names.csv; Albrecht_112_2011_column_names.csv; Albrecht_112_2012_column_names.csv; Albrecht_13_2012_column_names.csv; Albrecht_15_2012_column_names.csv; Albrecht_203_2012_column_names.csv; Albrecht_30_2012_column_names.csv; Albrecht_301_2012_column_names.csv; Albrecht_314_2012_column_names.csv; Albrecht_315_2011_column_names.csv; Albrecht_315_2012_column_names.csv; Albrecht_35_2012_column_names.csv; Albrecht_36_2012_column_names.csv; Costa_2013_endozoochory_column_names.csv; Cruz_2013_Autumn_column_names.csv; Cruz_2013_Summer_column_names.csv; Cruz_2013_Winter_column_names.csv; Fuentes_1994_column_names.csv; Garcia_2016_column_names.csv; M_SD_020_column_names.csv; M_SD_031_column_names.csv; Snow_1988_DJF_column_names.csv; Snow_1988_JJA_column_names.csv; Snow_1988_MAM_column_names.csv; Snow_1988_SON_column_names.csv; Sorensen_1981_column_names.csv; Traveset_1992_column_names.csv
erpornis zantholeuca,Chen_1999_column_names.csv
erythrocebus patas,Hovestadt_1997_column_names.csv
estrilda nonnula,M_SD_034_column_names.csv
estrilda troglodytes,Hovestadt_1997_column_names.csv
eubucco bourcierii,Kessler_Rios_2012_column_names.csv; Quitian_2018_1000Fragmented_column_names.csv; Quitian_2018_1000Natural_column_names.csv
eubucco versicolor,Dehling_2017_San_Pedro_1_column_names.csv; Dehling_2017_San_Pedro_2_column_names.csv; Dehling_2017_San_Pedro_3_column_names.csv; SAAV1_column_names.csv; SAAV2_column_names.csv
eudynamys scolopaceus,David_2011_tree_focal_watches_column_names.csv; Kamruzzaman_2008_column_names.csv; Palita_2011_column_names.csv
euphagus carolinus,M_SD_001_column_names.csv
euphonia chlorotica,Athie_2009_column_names.csv; Blendinger_2015_column_names.csv; de_Oliveira_1999_column_names.csv; Malacco_da_Silva_2014_column_names.csv; Marcos_da_Silva_2013_column_names.csv
euphonia cyanocephala,Athie_2009_column_names.csv; Blendinger_2015_column_names.csv
euphonia laniirostris,Quitian_2018_1000Fragmented_column_names.csv; Quitian_2018_1000Natural_column_names.csv
euphonia mesochrysa,Dehling_2017_San_Pedro_1_column_names.csv; Dehling_2017_San_Pedro_2_column_names.csv; Dehling_2017_San_Pedro_3_column_names.csv; Dehling_2017_San_Pedro_4_column_names.csv
euphonia musica,M_SD_003_column_names.csv; M_SD_004_column_names.csv; M_SD_006_column_names.csv
euphonia pectoralis,Machado_de_Souza_2019_column_names.csv
euphonia violacea,Athie_2009_column_names.csv; de_Oliveira_1999_column_names.csv; M_SD_010_single_partners_added_column_names.csv; Machado_de_Souza_2019_column_names.csv
euphonia xanthogaster,Dehling_2017_San_Pedro_1_column_names.csv; Dehling_2017_San_Pedro_2_column_names.csv; Dehling_2017_San_Pedro_3_column_names.csv; Dehling_2017_San_Pedro_4_column_names.csv; Kessler_Rios_2012_column_names.csv; Quitian_2018_1000Fragmented_column_names.csv; Quitian_2018_1000Natural_column_names.csv; SAAV1_column_names.csv
eurillas ansorgei,Menke_2012_edge_little_dist_column_names.csv; Menke_2012_interior_highly_dist_column_names.csv; Menke_2012_interior_little_dist_column_names.csv
eurillas curvirostris,Menke_2012_edge_highly_dist_column_names.csv; Menke_2012_edge_little_dist_column_names.csv; Menke_2012_interior_highly_dist_column_names.csv; Menke_2012_interior_little_dist_column_names.csv
eurillas gracilis,Menke_2012_edge_highly_dist_column_names.csv; Menke_2012_edge_little_dist_column_names.csv; Menke_2012_interior_little_dist_column_names.csv
eurillas latirostris,Menke_2012_edge_highly_dist_column_names.csv; Menke_2012_edge_little_dist_column_names.csv; Menke_2012_interior_highly_dist_column_names.csv; Menke_2012_interior_little_dist_column_names.csv
eurillas virens,Menke_2012_edge_little_dist_column_names.csv; Menke_2012_interior_little_dist_column_names.csv
ficedula hypoleuca,Albrecht_102_2012_column_names.csv; Albrecht_112_2011_column_names.csv; Albrecht_112_2012_column_names.csv; Albrecht_15_2012_column_names.csv; Albrecht_30_2012_column_names.csv; Albrecht_301_2012_column_names.csv; Albrecht_315_2011_column_names.csv; Costa_2013_endozoochory_column_names.csv; Cruz_2013_Autumn_column_names.csv; Fuentes_1994_column_names.csv; M_SD_020_column_names.csv
ficedula narcissina,Noma_1997_column_names.csv
ficedula parva,Albrecht_315_2011_column_names.csv; Albrecht_315_2012_column_names.csv
finschia novaeseelandiae,MacFarlane_2016_column_names.csv; Odonnell_1994_column_names.csv; Wyman_2017_column_names.csv
formicivora rufa,Malacco_da_Silva_2014_column_names.csv
forpus xanthopterygius,Athie_2009_column_names.csv; Marcos_da_Silva_2013_column_names.csv; Robinson_2015_column_names.csv
francolinus hovestadt1997 unidsp mult,Hovestadt_1997_column_names.csv
fringilla coelebs,Albrecht_11_2012_column_names.csv; Albrecht_112_2011_column_names.csv; Albrecht_112_2012_column_names.csv; Albrecht_13_2012_column_names.csv; Albrecht_15_2012_column_names.csv; Albrecht_203_2012_column_names.csv; Albrecht_30_2012_column_names.csv; Albrecht_301_2012_column_names.csv; Albrecht_315_2012_column_names.csv; Albrecht_35_2012_column_names.csv; Cruz_2013_Autumn_column_names.csv; Cruz_2013_Winter_column_names.csv; Garcia_2016_column_names.csv; M_SD_020_column_names.csv; M_SD_031_column_names.csv; Odonnell_1994_column_names.csv; Sorensen_1981_column_names.csv; Traveset_1992_column_names.csv
funambulus layardi,Jayasekara_2007_column_names.csv
funambulus sublineatus,Jayasekara_2003_column_names.csv
gallicolumba xanthonura,Fricke_2018_Saipan_column_names.csv
gallinula chloropus,Snow_1988_JJA_column_names.csv; Snow_1988_SON_column_names.csv
galloperdix bicalcarata,Jayasekara_2007_column_names.csv
gallus lafayetii,Jayasekara_2007_column_names.csv
garrulax cinereifrons,Jayasekara_2003_column_names.csv; Jayasekara_2007_column_names.csv
garrulax monileger,Sethi_2012_column_names.csv
garrulax poecilorhynchus,Chen_1999_column_names.csv
garrulus glandarius,Albrecht_11_2012_column_names.csv; Albrecht_112_2011_column_names.csv; Albrecht_112_2012_column_names.csv; Albrecht_13_2012_column_names.csv; Albrecht_15_2012_column_names.csv; Albrecht_301_2012_column_names.csv; Albrecht_315_2012_column_names.csv; Cruz_2013_Summer_column_names.csv; Garcia_2016_column_names.csv; M_SD_020_column_names.csv; Snow_1988_JJA_column_names.csv; Snow_1988_SON_column_names.csv
genetta maculata,Engel_2000_column_names.csv
genetta tigrina,Castley_2001_column_names.csv
geospiza fortis,Nogales_2017_column_names.csv
geospiza fuliginosa,Nogales_2017_column_names.csv
geospiza magnirostris,Nogales_2017_column_names.csv
geothlypis formosa,Blake_1992_column_names.csv
gerrhosaurus major,Engel_2000_column_names.csv
gerygone igata,Odonnell_1994_column_names.csv
glossophaga commissarisi,Hernandez_Montero_2015_B4_Norte_column_names.csv; Lopez_and_Vaughn_2004_column_names.csv
glossophaga lou2007 unidsp mult,Lou_2007_column_names.csv
glossophaga morenoi,Preciado_Benitez_2015_column_names.csv
glossophaga santiago2014 unidsp 471,Santiago_2014_far_from_remnant_column_names.csv
glossophaga soricina,Arias_Arone_2016_column_names.csv; Castro_Luna_2012_column_names.csv; Faria_1996_column_names.csv; Fleming_1977_column_names.csv; Garcia_et_al_2000_column_names.csv; Garcia_Morales_2012_column_names.csv; Hayashi_1996_column_names.csv; Lou_2005_column_names.csv; Munin_2012_column_names.csv; Novoa_2011_column_names.csv; Pedro_1992_column_names.csv; Santiago_2014_close_to_remnant_column_names.csv; Santiago_2014_far_from_remnant_column_names.csv; SARM_whole_network_from_paper_column_names.csv; Silveira_2006_column_names.csv
gnorimopsar chopi,Malacco_da_Silva_2014_column_names.csv
gracilinanus agilis,Lessa_2010_column_names.csv; Lessa_2013_column_names.csv
gracilinanus microtarsus,Lessa_2013_column_names.csv
gracula ptilogenys,Jayasekara_2007_column_names.csv
gracula religiosa,Sethi_2012_column_names.csv; VELHO_column_names.csv; VELHO2_column_names.csv
gracupica contra,Kamruzzaman_2008_column_names.csv
gymnobucco bonapartei,M_SD_034_column_names.csv; Menke_2012_edge_highly_dist_column_names.csv; Menke_2012_edge_little_dist_column_names.csv; Menke_2012_interior_highly_dist_column_names.csv; Menke_2012_interior_little_dist_column_names.csv
gymnophaps albertisii,Pratt_1985_column_names.csv
habia fuscicauda,M_SD_033_column_names.csv
habia rubica,Athie_2009_column_names.csv; M_SD_012_column_names.csv; Machado_de_Souza_2019_column_names.csv
haemorhous mexicanus,Chimera_2010_column_names.csv
heliosciurus hovestadt1997 unidsp mult,Hovestadt_1997_column_names.csv
heliosciurus rufobrachium,M_SD_034_column_names.csv
helmitheros vermivorum,Blake_1992_column_names.csv
hemiphaga novaeseelandiae,Garcia_2014_Blue_Duck_column_names.csv; Garcia_2014_Mount_Fyfee_Reserve_column_names.csv; Garcia_2014_Puhi_Puhi_River_column_names.csv; Odonnell_1994_column_names.csv
hemispingus frontalis,Zamora_Delgado_2008_column_names.csv
hemithraupis flavicollis,de_Oliveira_1999_column_names.csv
hemithraupis guira,Machado_de_Souza_2019_column_names.csv
hemithraupis ruficapilla,Fadini_2004_column_names.csv; Machado_de_Souza_2019_column_names.csv
hemixos flavala,Sethi_2012_column_names.csv; VELHO_column_names.csv; VELHO2_column_names.csv
herpestes fuscus,Jayasekara_2007_column_names.csv
heterophasia auricularis,Chen_1999_column_names.csv
heterophasia picaoides,VELHO_column_names.csv; VELHO2_column_names.csv
hippolais icterina,Albrecht_11_2012_column_names.csv; Albrecht_13_2012_column_names.csv
hippolais pallida,M_SD_034_column_names.csv
hippolais polyglotta,Cruz_2013_Summer_column_names.csv
hsunycteris thomasi,Dos_Reis_1983_Cult_et_form_sec_column_names.csv
hylia prasina,M_SD_034_column_names.csv
hylocichla mustelina,Blake_1992_column_names.csv; Malmborg_1988_1980_column_names.csv; Malmborg_1988_1981_column_names.csv; Malmborg_1988_1982_column_names.csv; Palmeirim_1989_column_names.csv; Wolfe_2014_column_names.csv
hylonycteris underwoodi,Castro_Luna_2012_column_names.csv; Lopez_and_Vaughn_2004_column_names.csv
hylophilus amaurocephalus,Fadini_2004_column_names.csv
hypsipetes amaurotis,Noma_1997_column_names.csv
hypsipetes leucocephalus,Chen_1999_column_names.csv; Sethi_2012_column_names.csv; VELHO_column_names.csv; VELHO2_column_names.csv
hystrix africaeaustralis,Engel_2000_column_names.csv
ichneumia albicauda,Engel_2000_column_names.csv
icteria virens,Ramos_Robles_2016_net3_column_names.csv; Ramos_Robles_2016_net8_column_names.csv
icterus cayanensis,Andrade_2011_column_names.csv; Athie_2009_column_names.csv
icterus dominicensis,M_SD_003_column_names.csv; M_SD_004_column_names.csv; M_SD_006_column_names.csv
icterus galbula,Blake_1992_column_names.csv; Labbe_2011_column_names.csv; Ramos_Robles_2016_net2_column_names.csv; Ramos_Robles_2016_net3_column_names.csv; Ramos_Robles_2016_net8_column_names.csv
icterus graduacauda,Ramos_Robles_2016_net3_column_names.csv
icterus gularis,Ramos_Robles_2016_net3_column_names.csv; Ramos_Robles_2016_net6_column_names.csv; Ramos_Robles_2016_net8_column_names.csv
icterus pyrrhopterus,Malacco_da_Silva_2014_column_names.csv; Marcos_da_Silva_2013_column_names.csv; Robinson_2015_column_names.csv
icterus spurius,Ramos_Robles_2016_net3_column_names.csv; Ramos_Robles_2016_net7_column_names.csv; Ramos_Robles_2016_net8_column_names.csv
iduna pallida,Menke_2012_edge_highly_dist_column_names.csv; Menke_2012_edge_little_dist_column_names.csv; Menke_2012_interior_highly_dist_column_names.csv; Menke_2012_interior_little_dist_column_names.csv
ilicura militaris,Fadini_2004_column_names.csv; Machado_de_Souza_2019_column_names.csv
indicator indicator,Hovestadt_1997_column_names.csv
irena puella,Sethi_2012_column_names.csv; VELHO_column_names.csv; VELHO2_column_names.csv
iridophanes pulcherrimus,Dehling_2017_San_Pedro_2_column_names.csv; Dehling_2017_San_Pedro_3_column_names.csv; Quitian_2018_1000Fragmented_column_names.csv; Quitian_2018_1000Natural_column_names.csv
iridosornis analis,Dehling_2017_San_Pedro_1_column_names.csv; Dehling_2017_San_Pedro_2_column_names.csv; Dehling_2017_San_Pedro_3_column_names.csv; Dehling_2017_San_Pedro_4_column_names.csv; Quitian_2018_2000Fragmented_column_names.csv; Quitian_2018_2000Natural_column_names.csv; Zamora_Delgado_2008_column_names.csv
iridosornis jelskii,Dehling_2017_Wayqecha_1_column_names.csv; Dehling_2017_Wayqecha_2_column_names.csv; Dehling_2017_Wayqecha_3_column_names.csv; Dehling_2017_Wayqecha_4_column_names.csv
junco hyemalis,M_SD_001_column_names.csv
kinixys belliana,Engel_2000_column_names.csv
knipolegus lophotes,Malacco_da_Silva_2014_column_names.csv
knipolegus nigerrimus,Faustino_2006_column_names.csv
kobus kob,Hovestadt_1997_column_names.csv
lamprolepis smaragdina,Fricke_2018_Saipan_column_names.csv
lamprotornis hovestadt1997 unidsp mult,Hovestadt_1997_column_names.csv
lamprotornis purpureus,Daru_2015_column_names.csv
laniarius luehderi,M_SD_034_column_names.csv
lathrotriccus euleri,Machado_de_Souza_2019_column_names.csv
legatus leucophaius,Machado_de_Souza_2019_column_names.csv
leiothrix argentauris,VELHO_column_names.csv; VELHO2_column_names.csv
leopoldamys sabanus,Suzuki_2007_column_names.csv
lepidothrix coeruleocapilla,Dehling_2017_San_Pedro_1_column_names.csv
lepidothrix coronata,Gorchov_1995_column_names.csv
lepidothrix isidorei,Quitian_2018_1000Fragmented_column_names.csv; Quitian_2018_1000Natural_column_names.csv
leptopogon superciliaris,Quitian_2018_1000Fragmented_column_names.csv; Quitian_2018_1000Natural_column_names.csv
liocichla steerii,Chen_1999_column_names.csv
lipaugus lanioides,Machado_de_Souza_2019_column_names.csv
lipaugus uropygialis,SAAV1_column_names.csv; SAAV2_column_names.csv
lonchophylla handleyi,Arias_Arone_2016_column_names.csv
lonchura punctulata,Chimera_2010_column_names.csv
lophophanes cristatus,Garcia_2016_column_names.csv
lophorina superba,M_SD_002_column_names.csv; Pratt_1985_column_names.csv
lophostoma silvicolum,Munin_2012_column_names.csv
lophotriccus pileatus,Dehling_2017_San_Pedro_1_column_names.csv; Dehling_2017_San_Pedro_3_column_names.csv
lophura swinhoii,Chen_1999_column_names.csv
loris jayasekara2003 unidsp mult,Jayasekara_2003_column_names.csv
loris tardigradus,Jayasekara_2007_column_names.csv
loxia curvirostra,M_SD_020_column_names.csv
loxigilla portoricensis,M_SD_003_column_names.csv; M_SD_004_column_names.csv; M_SD_005_column_names.csv; M_SD_006_column_names.csv
loxodonta africana,Engel_2000_column_names.csv
lumprocolius corruscus,M_SD_008_column_names.csv
luscinia luscinia,Albrecht_13_2012_column_names.csv; Albrecht_15_2012_column_names.csv; Albrecht_203_2012_column_names.csv; Albrecht_315_2012_column_names.csv; Albrecht_36_2012_column_names.csv
luscinia megarhynchos,Fuentes_1994_column_names.csv
lybius bidentatus,M_SD_034_column_names.csv
lybius dubius,Daru_2015_column_names.csv; Hovestadt_1997_column_names.csv
lybius vieilloti,Daru_2015_column_names.csv; Hovestadt_1997_column_names.csv
macaca fuscata,Noma_1997_column_names.csv
macaca mulatta,Sethi_2012_column_names.csv
machaeropterus regulus,Gorchov_1995_column_names.csv; Quitian_2018_1000Fragmented_column_names.csv; Quitian_2018_1000Natural_column_names.csv
malaconotus blanchoti,Hovestadt_1997_column_names.csv
malimbus rubricollis,M_SD_034_column_names.csv
manacus candei,Palmeirim_1989_column_names.csv
manacus manacus,de_Oliveira_1999_column_names.csv; Fadini_2004_column_names.csv; Gorchov_1995_column_names.csv; M_SD_009_column_names.csv; M_SD_012_column_names.csv; Machado_de_Souza_2019_column_names.csv; SARM_whole_network_from_paper_column_names.csv
manacus vitellinus,M_SD_033_column_names.csv
manucodia chalybatus,M_SD_002_column_names.csv
manucodia keraudrenii,M_SD_002_column_names.csv
margarops fuscatus,M_SD_003_column_names.csv; M_SD_004_column_names.csv; M_SD_005_column_names.csv
marmosops incanus,Lessa_2010_column_names.csv; Lessa_2013_column_names.csv
martes martes,Albrecht_301_2012_column_names.csv
martes melampus,Koike_2008_column_names.csv
martes peredo2013 unidsp 428,Peredo_2013_Puertos_de_Marabio_column_names.csv
martes peredo2013 unidsp 659,Peredo_2013_Pto_de_San_Lorenzo_column_names.csv
maxomys surifer,Suzuki_2007_column_names.csv
megalaima asiatica,Kamruzzaman_2008_column_names.csv; Sethi_2012_column_names.csv; VELHO_column_names.csv; VELHO2_column_names.csv
megalaima australis,VELHO_column_names.csv
megalaima haemacephala,David_2011_tree_focal_watches_column_names.csv; Kamruzzaman_2008_column_names.csv; VELHO2_column_names.csv
megalaima lineata,Kamruzzaman_2008_column_names.csv; Sethi_2012_column_names.csv; VELHO_column_names.csv; VELHO2_column_names.csv
megalaima oorti,Chen_1999_column_names.csv
megalaima virens,Palita_2011_column_names.csv; Sethi_2012_column_names.csv; VELHO_column_names.csv; VELHO2_column_names.csv
megalaima viridis,Kamruzzaman_2008_column_names.csv
megalaima zeylanica,Kamruzzaman_2008_column_names.csv
megarynchus pitangua,de_Oliveira_1999_column_names.csv; Fadini_2004_column_names.csv; Machado_de_Souza_2019_column_names.csv; Malacco_da_Silva_2014_column_names.csv; Ramos_Robles_2016_net10_column_names.csv; Ramos_Robles_2016_net2_column_names.csv; Ramos_Robles_2016_net3_column_names.csv; Ramos_Robles_2016_net4_column_names.csv; Ramos_Robles_2016_net6_column_names.csv; Ramos_Robles_2016_net7_column_names.csv; Ramos_Robles_2016_net8_column_names.csv; Robinson_2015_column_names.csv
melaenornis edolioides,Daru_2015_column_names.csv; Hovestadt_1997_column_names.csv; Menke_2012_edge_little_dist_column_names.csv; Menke_2012_interior_highly_dist_column_names.csv
melanerpes aurifrons,Ramos_Robles_2016_net10_column_names.csv; Ramos_Robles_2016_net3_column_names.csv; Ramos_Robles_2016_net4_column_names.csv; Ramos_Robles_2016_net6_column_names.csv; Ramos_Robles_2016_net7_column_names.csv; Ramos_Robles_2016_net8_column_names.csv
melanerpes candidus,Malacco_da_Silva_2014_column_names.csv
melanerpes carolinensis,M_SD_001_column_names.csv
melanerpes portoricensis,M_SD_004_column_names.csv; M_SD_006_column_names.csv
melaniparus albiventris,M_SD_034_column_names.csv
melaniparus funereus,M_SD_034_column_names.csv
melanocharis longicauda,Pratt_1985_column_names.csv
meles anakuma,Koike_2008_column_names.csv
meles meles,Peredo_2013_Pto_de_San_Lorenzo_column_names.csv; Peredo_2013_Puertos_de_Marabio_column_names.csv
melipotes fumigatus,Pratt_1985_column_names.csv
melospiza melodia,Labbe_2011_column_names.csv
menetes berdmorei,Suzuki_2007_column_names.csv
mesophylla macconnelli,Castano_2018_column_names.csv
metachirus nudicaudatus,Lessa_2010_column_names.csv; Lessa_2013_column_names.csv
micoureus paraguayanus,Lessa_2010_column_names.csv; Lessa_2013_column_names.csv
microlophus bivittatus,Nogales_2017_column_names.csv
microlophus indefatigabilis,Nogales_2017_column_names.csv
mimus gilvus,de_Oliveira_1999_column_names.csv
mimus melanotis,Nogales_2017_column_names.csv
mimus parvulus,Nogales_2017_column_names.csv
mimus polyglottos,Chimera_2010_column_names.csv; M_SD_001_column_names.csv
mimus saturninus,Malacco_da_Silva_2014_column_names.csv; Marcos_da_Silva_2013_column_names.csv
mionectes oleagineus,M_SD_033_column_names.csv; Palmeirim_1989_column_names.csv
mionectes rufiventris,Fadini_2004_column_names.csv; Machado_de_Souza_2019_column_names.csv
mionectes striaticollis,Dehling_2017_San_Pedro_1_column_names.csv; Dehling_2017_San_Pedro_2_column_names.csv; Dehling_2017_San_Pedro_3_column_names.csv; Dehling_2017_San_Pedro_4_column_names.csv; Dehling_2017_Wayqecha_2_column_names.csv; SAAV1_column_names.csv; SAAV2_column_names.csv; Zamora_Delgado_2008_column_names.csv
mohoua albicilla,Burns_2013_column_names.csv; Garcia_2014_George_Denton_column_names.csv; Garcia_2014_Zealandia_column_names.csv
mohoua ochrocephala,Odonnell_1994_column_names.csv
molothrus ater,Labbe_2011_column_names.csv
molothrus bonariensis,M_SD_003_column_names.csv; M_SD_005_column_names.csv
momotus momota,Kessler_Rios_2012_column_names.csv
monodelphis domestica,Genrich_2017_column_names.csv
monophyllus redmani,Mancina_2007_dry_column_names.csv
moschiola meminna,Jayasekara_2007_column_names.csv
mulleripicus pulverulentus,Sethi_2012_column_names.csv
muridae jayasekara2003 unidsp mult,Jayasekara_2003_column_names.csv
muridae jayasekara2007 unidsp mult,Jayasekara_2007_column_names.csv
muscardinus avellanarius,Albrecht_11_2012_column_names.csv
muscicapa adusta,Menke_2012_edge_highly_dist_column_names.csv
muscicapa striata,Albrecht_102_2012_column_names.csv; Albrecht_111_2011_column_names.csv; Albrecht_111_2012_column_names.csv; Albrecht_203_2012_column_names.csv; Albrecht_301_2012_column_names.csv; Albrecht_315_2012_column_names.csv; Costa_2013_endozoochory_column_names.csv; Snow_1988_JJA_column_names.csv; Snow_1988_SON_column_names.csv
musophaga rossae,M_SD_034_column_names.csv; Menke_2012_edge_highly_dist_column_names.csv; Menke_2012_edge_little_dist_column_names.csv; Menke_2012_interior_little_dist_column_names.csv
musophaga violacea,Daru_2015_column_names.csv; Hovestadt_1997_column_names.csv
