"species","networks"
"Paragus tibialis","M_PL_054; M_PL_057"
"Paramyia nitens","M_PL_004"
"Parantica sita niphonica","M_PL_044"
"Paraoxyna bidentis","M_PL_044"
"Parapantitius flavomarginatus","M_PL_044"
"Parapolybia indica","M_PL_057"
"Parapolybia varia","M_PL_057"
"Parasarcophaga hirticeps","M_PL_061_02; M_PL_061_05; M_PL_061_11; M_PL_061_12; M_PL_061_18; M_PL_061_19; M_PL_061_26; M_PL_061_27; M_PL_061_28; M_PL_061_36; M_PL_061_43"
"Parastrangalis nymphula","M_PL_056; M_PL_057"
"Parasyrphus aeneostoma","M_PL_044"
"Parasyrphus relictus","M_PL_004"
"Paratrechina flavipes","M_PL_044"
"Paratrichius doentzi","M_PL_057"
"Paridea angulicollis","M_PL_057"
"Parnara guttata","M_PL_044; M_PL_054; M_PL_055; M_PL_056; M_PL_057"
"Parnassius gracialis","M_PL_056"
"Passaloecus clypealis yamato","M_PL_057"
"Patagona gigas","M_PL_074_12"
"Pegohylemyia fugax","M_PL_004"
"Pelecophora intemipta","M_PL_060_01; M_PL_060_02; M_PL_060_03; M_PL_060_05; M_PL_060_09; M_PL_060_15; M_PL_060_19; M_PL_060_21; M_PL_060_22"
"Pelecorhychus rubidus","M_PL_019"
"Pelopidas mathias oberthueri","M_PL_044; M_PL_055"
"Pelopides jansonis","M_PL_057"
"Penthelater plebejus","M_PL_044"
"Penthesilea apicalis","M_PL_057"
"Penthimia guttula","M_PL_044"
"Perineura okutanii","M_PL_057"
"Perissoma aenescens","M_PL_061_18; M_PL_061_23"
"Petaphora maritima","M_PL_055"
"Phaenicia sericata","M_PL_055"
"Phaethornis bourcieri","M_PL_071; M_PL_074_06"
"Phaethornis eurynome","M_PL_063; M_PL_069_01; M_PL_074_07; M_PL_074_10"
"Phaethornis guy","M_PL_074_04; M_PL_074_16"
"Phaethornis hispidus","M_PL_074_06"
"Phaethornis longuemareus","M_PL_074_04"
"Phaethornis malaris","M_PL_071"
"Phaethornis pretrei","M_PL_064; M_PL_074_09; M_PL_074_11; M_PL_074_17"
"Phaethornis ruber","M_PL_064; M_PL_071; M_PL_074_06; M_PL_074_07; M_PL_074_08; M_PL_074_13; M_PL_074_18"
"Phaethornis squalidus","M_PL_064; M_PL_074_10; M_PL_074_13; M_PL_074_18"
"Phaethornis striigularis","M_PL_074_02; M_PL_074_05"
"Phaethornis superciliosus","M_PL_074_06"
"Phaethornis syrmatophorus","M_PL_074_01; M_PL_074_02; M_PL_074_03; M_PL_074_05"
"Phaethornis yaruqui","M_PL_074_02; M_PL_074_05"
"Phalacrodira aeneostoma","M_PL_057"
"Phalaenophana pyramusalis","M_PL_004"
"Phalanta phalantha","M_PL_060_07; M_PL_060_20; M_PL_061_25"
"Phaonia incarna","M_PL_006"
"Phaonia serva","M_PL_004"
"Pheidole megacephala","M_PL_060_05; M_PL_060_06; M_PL_060_08; M_PL_060_24"
"Phelsuma cepediana","M_PL_060_03; M_PL_060_04; M_PL_060_06; M_PL_060_07; M_PL_060_08; M_PL_060_09; M_PL_060_10; M_PL_060_11; M_PL_060_12; M_PL_060_24"
"Philophyla superflucta","M_PL_044"
"Philopota nigroaenea","M_PL_054; M_PL_057"
"Pholo octodecimguttata","M_PL_044"
"Phyllobius armatus","M_PL_057"
"Phyllobius picepes","M_PL_056"
"Phyllopertha irregularis","M_PL_054; M_PL_057"
"Phynocoris ornatus","M_PL_055"
"Physiphoa azurea","M_PL_061_03; M_PL_061_20; M_PL_061_28; M_PL_061_39"
"Phytomia zonata","M_PL_044; M_PL_055; M_PL_056"
"Pidonia aegrota","M_PL_056; M_PL_057"
"Pidonia amentata","M_PL_057"
"Pidonia grallatrix","M_PL_056"
"Pidonia insuturata","M_PL_056"
"Pidonia masakii","M_PL_056"
"Pidonia miwai","M_PL_057"
"Pidonia oyamae","M_PL_056"
"Pidonia puziloi","M_PL_056; M_PL_057"
"Pidonia ruficolis","M_PL_004"
"Pidonia semiobscura","M_PL_056"
"Pidonia signata","M_PL_056"
"Pidonia signifera","M_PL_056; M_PL_057"
"Pidonia testacea","M_PL_056"
"Pidonia yokoyamai","M_PL_056"
"Pieris brassicae","M_PL_017"
"Pieris melete","M_PL_054; M_PL_057"
"Pieris napi","M_PL_004; M_PL_056"
"Pieris rapae","M_PL_054; M_PL_057; M_PL_058"
"Piocoris varius","M_PL_055"
"Pipiza inornata","M_PL_054; M_PL_057"
"Pipiza lugubrius","M_PL_055"
"Plagiolepsis pigmaea","M_PL_058"
"Plagiostenopterina cyanosoma","M_PL_061_03; M_PL_061_10; M_PL_061_19; M_PL_061_26; M_PL_061_39"
"Platycheirus albimanus","M_PL_017"
"Platycheirus ambiguus","M_PL_056"
"Platycheirus clypeatus","M_PL_017"
"Platycheirus groenlandicus","M_PL_045"
"Platycheirus hyperboreus","M_PL_045"
"Platycheirus lundbecki","M_PL_045"
"Platycheirus obscurus","M_PL_025"
"Platycheirus pennipes","M_PL_055"
"Platycheirus scutatus","M_PL_017; M_PL_056"
"Platycheirus urakawensis","M_PL_057"
"Platycherius fenestratus","M_PL_051"
"Platyptilia sachalinensis","M_PL_056"
"Plectoderoides vittifrons","M_PL_044"
"Poanes hobomok","M_PL_004"
"Podabrus ihai","M_PL_044"
"Podabrus malthinoides","M_PL_056; M_PL_057"
"Pogonomyiodes segnis","M_PL_024"
"Policana albopilosa","M_PL_051"
"Polistes chinensis antennalis","M_PL_055"
"Polistes gallicum","M_PL_058"
"Polistes hebraeus","M_PL_060_02; M_PL_060_03; M_PL_060_04; M_PL_060_05; M_PL_060_06; M_PL_060_07; M_PL_060_09; M_PL_060_11; M_PL_060_12; M_PL_060_14; M_PL_060_15; M_PL_060_16; M_PL_060_17; M_PL_060_18; M_PL_060_20; M_PL_060_21; M_PL_060_22; M_PL_060_24"
"Polistes jadwigae","M_PL_054"
"Polistes japonicus japonicus","M_PL_044"
"Polistes mandarinus","M_PL_054; M_PL_057"
"Polistes olivaceus","M_PL_061_01; M_PL_061_06; M_PL_061_07; M_PL_061_08; M_PL_061_19; M_PL_061_27; M_PL_061_28; M_PL_061_31; M_PL_061_38; M_PL_061_39; M_PL_061_40; M_PL_061_43; M_PL_061_45; M_PL_061_47; M_PL_061_48"
"Polistes rothneyi iwatai","M_PL_044; M_PL_054"
"Polistes snelleni","M_PL_054"
"Polymerus pekinensis","M_PL_055"
"Polyommatus icarus","M_PL_006; M_PL_017"
"Polytmus guainumbi","M_PL_074_11"
"Polytremis pellucida","M_PL_055; M_PL_057"
"Popilitia insularis","M_PL_044"
"Popillia japonica","M_PL_054; M_PL_057"
"Priochirus japonicus","M_PL_057"
"Priophorus nigricans","M_PL_054; M_PL_057"
"Pristomyrmex pungens","M_PL_044; M_PL_054"
"Pristosia aeneola","M_PL_057"
"Prohardya carinata","M_PL_019"
"Propylea japonica","M_PL_055"
"Protaetia exasperata exasperata","M_PL_044"
"Protaetia lewisi leachi","M_PL_044"
"Protaetia orientalis","M_PL_054"
"Protaetia pryeri oschimana","M_PL_044"
"Prothemus ciusianus","M_PL_057"
"Prothemus ryukyuanus","M_PL_044"
"Protophormia terranovae","M_PL_045"
"Psamoecus triguttatus","M_PL_044"
"Pseudalosterna misella","M_PL_056"
"Pseudiphra obscura","M_PL_044"
"Pseudoloterus syzetonsp","M_PL_044"
"Pseudomerdon takasaqoensis","M_PL_054; M_PL_057"
"Psilopa iceryae","M_PL_060_02; M_PL_060_03; M_PL_060_04; M_PL_060_05; M_PL_060_06; M_PL_060_07"
"Psithyrus norvegicus","M_PL_056"
"Psithyrus vest","M_PL_006; M_PL_007"
"Psychostrophia melanorgia","M_PL_056"
"Ptectoderoides vittifrons","M_PL_044"
"Pteroelecta felderi","M_PL_057"
"Pteronemobius csikii","M_PL_055"
"Pterophanes cyanopterus","M_PL_068; M_PL_074_12"
"Ptilothrix bombiformus","M_PL_073"
"Pycnonotus jocosus","M_PL_060_06"
"Pyrobombus impatiens","M_PL_033"
"Pyrobombus perplexus","M_PL_033"
"Pyrobombus sandersoni","M_PL_033"
"Pyrobombus ternarius","M_PL_033"
"Pyronia tithonus","M_PL_006; M_PL_017; M_PL_058"
"Pyrophaena rosarum","M_PL_004; M_PL_033"
"Pyrrhalta annulicornis","M_PL_056"
"Pyrrhalta fuscipennis","M_PL_057"
"Quasimus formosanus","M_PL_044"
"Ramphodon naevius","M_PL_069_01; M_PL_074_07; M_PL_074_08; M_PL_074_10; M_PL_074_13; M_PL_074_18"
"Ramphomicron microrhynchum","M_PL_074_12"
"Rapala erata","M_PL_056"
"Ravinia striata","M_PL_055"
"Remigia frugalis","M_PL_060_04"
"Rhagio tringarius","M_PL_006"
"Rhagonycha fulva","M_PL_006"
"Rhamphomyia latistriata","M_PL_055"
"Rhingia campestris","M_PL_017"
"Rhingia laevigata","M_PL_056; M_PL_057"
"Rhinotropidia rostrata","M_PL_055"
"Rhiparida seychellensis","M_PL_061_01; M_PL_061_02; M_PL_061_04; M_PL_061_05; M_PL_061_06; M_PL_061_07; M_PL_061_08; M_PL_061_11; M_PL_061_12; M_PL_061_13; M_PL_061_14; M_PL_061_15; M_PL_061_16; M_PL_061_22; M_PL_061_23; M_PL_061_24; M_PL_061_29; M_PL_061_30; M_PL_061_31; M_PL_061_32; M_PL_061_36; M_PL_061_38; M_PL_061_39; M_PL_061_40; M_PL_061_45; M_PL_061_46; M_PL_061_47"
"Rhogogaster varipes","M_PL_056"
"Rhopalum latronum","M_PL_057"
"Rhopalus maculatus","M_PL_055"
"Rhynchium brunneum","M_PL_061_05; M_PL_061_06; M_PL_061_07; M_PL_061_14; M_PL_061_21; M_PL_061_23; M_PL_061_29; M_PL_061_31; M_PL_061_32; M_PL_061_37; M_PL_061_40; M_PL_061_46; M_PL_061_47; M_PL_061_48"
"Ricania japonica","M_PL_044"
"Rodolial imbata","M_PL_057"
"Ruizantheda mutabilis","M_PL_051"
"Ruizantheda nigrocaerulea","M_PL_051"
"Ruizantheda proxima","M_PL_051"
"Sapromyza fulvicornis","M_PL_051"
"Sarcophaga arno","M_PL_060_02; M_PL_060_03; M_PL_060_04; M_PL_060_05; M_PL_060_09; M_PL_060_15; M_PL_060_17; M_PL_060_18; M_PL_060_21; M_PL_060_22; M_PL_060_23; M_PL_060_24"
"Sarcophaga nearctica","M_PL_004"
"Sastragala esakii","M_PL_044"
"Sastragala scutellata","M_PL_054"
"Scaeva melanostoma","M_PL_051"
"Scaeva pyrastri","M_PL_017"
"Scaptia alpina","M_PL_019"
"Scaptomyza australis","M_PL_019"
"Scathophaga stercoraria","M_PL_006; M_PL_007; M_PL_017"
"Scedella formosella","M_PL_044"
"Schistes albogularis","M_PL_074_02; M_PL_074_05"
"Scirtes okinawanus","M_PL_044"
"Scolia carniflex","M_PL_060_12; M_PL_060_19"
"Scolia historionica japonica","M_PL_054"
"Scolia kuroiwaisp","M_PL_044"
"Scolia oculata","M_PL_054"
"Scolia oryctophaga","M_PL_060_09"
"Scotinophara lurida","M_PL_055"
"Scymnus hoffmanni","M_PL_055"
"Scymnus jamato","M_PL_055"
"Scymnus marinus","M_PL_044"
"Scymnus miyatakei","M_PL_044"
"Scymnus sodalis","M_PL_044"
"Selasphorus platycercus","M_PL_070"
"Selasphorus rufus","M_PL_070"
"Selasphorus sasin","M_PL_070"
"Sephanoides galeritus","M_PL_051"
"Sepsis lateralis","M_PL_060_02; M_PL_060_03; M_PL_060_07; M_PL_060_12"
"Sercomyia transversa","M_PL_033"
"Servillia jokovlewii","M_PL_055"
"Servillia luteola","M_PL_057"
"Simosyrphus aegyptius","M_PL_061_02; M_PL_061_21; M_PL_061_23; M_PL_061_26; M_PL_061_29; M_PL_061_30; M_PL_061_38; M_PL_061_39; M_PL_061_45; M_PL_061_46; M_PL_061_47"
"Siobla felox","M_PL_057"
"Sitarea vibrissata","M_PL_056"
"Smoragdina quadratoma culata","M_PL_044"
"Speyeria aglaja","M_PL_056"
"Sphaerophia viridaenea","M_PL_057"
"Sphaerophoria bifurcata","M_PL_004"
"Sphaerophoria javana","M_PL_056"
"Sphaerophoria longipilosa","M_PL_004"
"Sphaerophoria macrogaster","M_PL_054; M_PL_055; M_PL_057"
"Sphaerophoria menthastri","M_PL_054; M_PL_056; M_PL_057"
"Sphaerophoria scripta","M_PL_017; M_PL_045"
"Sphecoid wasp","M_PL_057"
"Sphegina clunipes","M_PL_057"
"Sphenella sinensis","M_PL_044"
"Sphex diabolicus flammitrichus","M_PL_054"
"Spilogona aesturium","M_PL_024"
"Spilogona almquistii","M_PL_024"
"Spilogona dorsata","M_PL_024"
"Spilogona fatima","M_PL_033"
"Spilogona hurdiana","M_PL_024"
"Spilogona latilamina","M_PL_024"
"Spilogona melanosoma","M_PL_024"
"Spilogona projecta","M_PL_024"
"Spilogona sanctipauli","M_PL_024"
"Spilostethus rivularis","M_PL_013"
"Spodoptera littoralis","M_PL_060_06"
"Spodoptera litura","M_PL_044"
"Stenocallinerus prasinatus","M_PL_044"
"Stenodryas clavigera","M_PL_044; M_PL_054"
"Stenodynerus chinensis simillimus","M_PL_054"
"Stenodynerus frauenfeldi","M_PL_054"
"Stenodynerus kushigemati tsunekii","M_PL_044"
"Stenodynerus tokyanus tokyanus","M_PL_054; M_PL_057"
"Stenolophus fulnicornis","M_PL_044"
"Stenoluperus nipponensis","M_PL_057"
"Stenopterus rufus","M_PL_058"
"Stephanoxis lalandi","M_PL_063"
"Stermophagus japonicus","M_PL_057"
"Stomorhina lunata","M_PL_060_01; M_PL_060_02; M_PL_060_03; M_PL_060_04; M_PL_060_05; M_PL_060_06; M_PL_060_07; M_PL_060_08; M_PL_060_09; M_PL_060_10; M_PL_060_12; M_PL_060_13; M_PL_060_14; M_PL_060_15; M_PL_060_16; M_PL_060_17; M_PL_060_18; M_PL_060_19; M_PL_060_20; M_PL_060_21; M_PL_060_22; M_PL_060_23; M_PL_060_24"
"Stomorhina obsoleta","M_PL_044; M_PL_055"
"Stomoxys calcitrans","M_PL_060_01; M_PL_060_02; M_PL_060_03; M_PL_060_04; M_PL_060_05; M_PL_060_07; M_PL_060_10; M_PL_060_13; M_PL_060_14; M_PL_060_15; M_PL_060_16; M_PL_060_17; M_PL_060_22; M_PL_060_23"
"Stomoxys niger","M_PL_060_01; M_PL_060_02; M_PL_060_03; M_PL_060_04; M_PL_060_05; M_PL_060_13; M_PL_060_14; M_PL_060_15; M_PL_060_16"
"Stragamia mundus","M_PL_044"
"Strangalomorpha tenuis","M_PL_057"
"Strogylogaster onocleae","M_PL_057"
"Strombocerina koebelei","M_PL_057"
"Svastrides melanura","M_PL_051"
"Sympsitis zetterstedtii","M_PL_045"
"Syngrapha ain","M_PL_056"
"Syritta bulbus","M_PL_060_15"
"Syritta nigrofemorata","M_PL_060_01; M_PL_060_03; M_PL_060_04; M_PL_060_15; M_PL_060_17; M_PL_060_18; M_PL_060_20; M_PL_060_21; M_PL_060_22"
"Syritta pipiens","M_PL_004; M_PL_006; M_PL_017; M_PL_033; M_PL_054"
"Syritta rectus","M_PL_004"
"Syrphus japonica","M_PL_054; M_PL_057"
"Syrphus octomaculatus","M_PL_051"
"Syrphus ribesii","M_PL_017; M_PL_056"
"Syrphus torvus","M_PL_033"
"Syrphus vitripennis","M_PL_017; M_PL_054; M_PL_056; M_PL_057"
"Tabanus froggatti","M_PL_019"
"Tachina jakovlevi","M_PL_056"
"Tachina luteola","M_PL_056"
"Tachina politula","M_PL_056"
"Tachysphex japonicus","M_PL_044"
"Tapeigaster nigricornis","M_PL_019"
"Tarundia servillei","M_PL_060_01; M_PL_060_03; M_PL_060_04; M_PL_060_06"
"Taxonus fulvicornis","M_PL_057"
"Technomyrmex albipes","M_PL_044; M_PL_060_01; M_PL_060_02; M_PL_060_03; M_PL_060_04; M_PL_060_05; M_PL_060_06; M_PL_060_07; M_PL_060_08; M_PL_060_09; M_PL_060_10; M_PL_060_11; M_PL_060_13; M_PL_060_14; M_PL_060_15; M_PL_060_16; M_PL_060_17; M_PL_060_18; M_PL_060_19; M_PL_060_20; M_PL_060_21; M_PL_060_22; M_PL_060_23; M_PL_060_24"
"Temnostoma alternans","M_PL_004"
"Temnostoma balyras","M_PL_004"
"Temnostoma barberi","M_PL_004"
"Temnostoma nitobei","M_PL_057"
"Tenthredo basizonata","M_PL_056"
"Tenthredo convagennata","M_PL_057"
"Tenthredo finchi seguro","M_PL_057"
"Tenthredo flavipectus","M_PL_057"
"Tenthredo hokkaidonis","M_PL_057"
"Tenthredo japonica","M_PL_056"
"Tetanocera ferruginea","M_PL_006"
"Tetralonia mitsukurii","M_PL_054"
"Tetralonia nipponens","M_PL_054; M_PL_057"
"Tetralonia okinawae okinawae","M_PL_044"
"Thalurania colombica","M_PL_074_01; M_PL_074_05"
"Thalurania furcata","M_PL_071; M_PL_074_06; M_PL_074_09"
"Thalurania glaucopis","M_PL_063; M_PL_064; M_PL_069_01; M_PL_074_07; M_PL_074_08; M_PL_074_10; M_PL_074_11; M_PL_074_13; M_PL_074_18"
"Thamnotettix confinis","M_PL_004"
"Thelaira nigripes","M_PL_055"
"Themus kazuoi","M_PL_044"
"Thlaspida cribrosaoidalis","M_PL_057"
"Thoressa varia","M_PL_055; M_PL_057"
"Threnetes leucurus","M_PL_074_06"
"Thymelicus lineola","M_PL_033"
"Thymelicus sylvestris","M_PL_017"
"Thysanoplusia orichalcea","M_PL_060_22"
"Tilmatura dupontii","M_PL_074_14; M_PL_074_15"
"Tinginotum perlatum","M_PL_044"
"Tipula patagiata","M_PL_055"
"Tituria angulata","M_PL_044"
"Tolidopalpus galloisi","M_PL_044"
"Tolidostena atripennis","M_PL_044"
"Topaza pyra","M_PL_071"
"Tortyra divitiosa","M_PL_044"
"Toxomerous geminatus","M_PL_025"
"Toxomerus marginatus","M_PL_033"
"Toxorhynchites manicans yamadai","M_PL_044"
"Trachys retteri","M_PL_057"
"Trachys saundersi","M_PL_057"
"Trachysida aspera","M_PL_004"
"Tremus cyanipennis","M_PL_057"
"Trichius japonicus","M_PL_054; M_PL_057"
"Trichodes apiarius","M_PL_058"
"Trichophthalma amoena","M_PL_051"
"Trichophthalma jaffueli","M_PL_051"
"Trichoplusia indicator","M_PL_060_04; M_PL_060_05; M_PL_060_06"
"Tricimba seychellensis","M_PL_061_07; M_PL_061_08; M_PL_061_16; M_PL_061_21; M_PL_061_24; M_PL_061_32; M_PL_061_40; M_PL_061_46"
"Trioza nigra","M_PL_044"
"Tropidia quadrata","M_PL_004"
"Tropidia scitta","M_PL_006; M_PL_007"
"Tropidothorax belogolowi","M_PL_044; M_PL_055"
"Tropidothorax cruciger","M_PL_055"
"Tychius stephensi","M_PL_004"
"Urosticte benjamini","M_PL_074_01; M_PL_074_02; M_PL_074_05"
"Vanesa atlantica","M_PL_058"
"Vanessa indica","M_PL_044; M_PL_056"
"Vekunta malloti","M_PL_044"
"Vespa analis eisa","M_PL_044"
"Vespa analis insularis","M_PL_054; M_PL_057"
"Vespa simillima","M_PL_055; M_PL_056"
"Vespa tropica pulchara","M_PL_057"
"Vespa xanthoptera","M_PL_054; M_PL_057"
"Vespula arenaria","M_PL_004"
"Vespula austriaca","M_PL_056"
"Vespula flaviceps lewisi","M_PL_054"
"Vespula germanica","M_PL_051"
"Vespula schrenckii","M_PL_056; M_PL_057"
"Vespula shidai","M_PL_044; M_PL_057"
"Vespula tewisii","M_PL_055"
"Vespula vulgaris","M_PL_055"
"Videa alneti","M_PL_056"
"Villa unifasciata","M_PL_060_03; M_PL_060_07; M_PL_060_08; M_PL_060_09; M_PL_060_10; M_PL_060_15; M_PL_060_16; M_PL_060_18; M_PL_060_19; M_PL_060_20; M_PL_060_21; M_PL_060_22; M_PL_060_23"
"Vollucella nigricans","M_PL_057"
"Vollucella pellucens","M_PL_056"
"Vollucella tabanoides","M_PL_054; M_PL_057"
"Volucella bombylans","M_PL_007"
"Volucella jeddona","M_PL_056; M_PL_057"
"Vuilletus viridis","M_PL_057"
"Xanthogramma pedissequum","M_PL_017"
"Xanthonia placida","M_PL_044"
"Xanthothyxus mongol","M_PL_056"
"Xenorthrius elongatus","M_PL_044"
"Xyleborus glabratus","M_PL_044"
"Xylocopa amamensis","M_PL_044"
"Xylocopa appendiculata","M_PL_054; M_PL_055; M_PL_057"
"Xylocopa caffra","M_PL_061_01; M_PL_061_22; M_PL_061_23; M_PL_061_25; M_PL_061_26; M_PL_061_27; M_PL_061_28; M_PL_061_29; M_PL_061_37; M_PL_061_38; M_PL_061_39; M_PL_061_44; M_PL_061_45; M_PL_061_46"
"Xylocopa grisescens","M_PL_059"
"Xylocopa virginica virginica","M_PL_025"
"Xylota annulata","M_PL_044"
"Xylota bigelowi","M_PL_004"
"Xylota coquilletti amamiensis","M_PL_044"
"Xylota hinei","M_PL_004"
"Ypthima argus","M_PL_054; M_PL_055"
"Zaprionus vittiger","M_PL_060_05"
"Zaraea akebii","M_PL_057"
"Zaraea fasciata","M_PL_057"
"Zeraea americana","M_PL_004"
"Zeugophora annulata","M_PL_057"
"Zizeeria knysa","M_PL_060_12"
"Zizeeria maha","M_PL_054"
"Zophoessa callipteris","M_PL_056"
"Zosterops mauritianus","M_PL_060_01; M_PL_060_02; M_PL_060_03; M_PL_060_04; M_PL_060_05; M_PL_060_06; M_PL_060_07; M_PL_060_08; M_PL_060_09; M_PL_060_14"
"Zygaena filipendulae","M_PL_006"
