"","Aguiar_2007_column_names","Aguilar_Garavito_2014_mature_column_names","Albrecht_102_2012_column_names","Albrecht_11_2012_column_names","Albrecht_111_2011_column_names","Albrecht_111_2012_column_names","Albrecht_112_2011_column_names","Albrecht_112_2012_column_names","Albrecht_13_2012_column_names","Albrecht_15_2012_column_names","Albrecht_203_2012_column_names","Albrecht_30_2012_column_names","Albrecht_301_2012_column_names","Albrecht_314_2012_column_names","Albrecht_315_2011_column_names","Albrecht_315_2012_column_names","Albrecht_35_2012_column_names","Albrecht_36_2012_column_names","Andrade_2011_column_names","Arias_Arone_2016_column_names","Athie_2009_column_names","Blake_1992_column_names","Blendinger_2015_column_names","Brito_2010_column_names","Burns_2013_column_names","Carvalho_2008_column_names","Castano_2018_column_names","Castley_2001_column_names","Castro_2015_column_names","Castro_Luna_2012_column_names","Chen_1999_column_names","Chimera_2010_column_names","Correa_2016_Apaporis_column_names","Correa_2016_Caqueta_column_names","Costa_2013_endozoochory_column_names","Cruz_2013_Autumn_column_names","Cruz_2013_Summer_column_names","Cruz_2013_Winter_column_names","Daru_2015_column_names","David_2011_tree_focal_watches_column_names","de_Oliveira_1999_column_names","Dehling_2017_San_Pedro_1_column_names","Dehling_2017_San_Pedro_2_column_names","Dehling_2017_San_Pedro_3_column_names","Dehling_2017_San_Pedro_4_column_names","Dehling_2017_Wayqecha_1_column_names","Dehling_2017_Wayqecha_2_column_names","Dehling_2017_Wayqecha_3_column_names","Dehling_2017_Wayqecha_4_column_names","Dos_Reis_1983_Cult_et_form_sec_column_names","Engel_2000_column_names","Fadini_2004_column_names","Faria_1996_column_names","Faustino_2006_column_names","Fleming_1977_column_names","Fricke_2018_Saipan_column_names","Fuentes_1994_column_names","Garcia_2014_Blue_Duck_column_names","Garcia_2014_Charles_Plimmer_column_names","Garcia_2014_George_Denton_column_names","Garcia_2014_Mount_Fyfee_Reserve_column_names","Garcia_2014_Puhi_Puhi_River_column_names","Garcia_2014_Zealandia_column_names","Garcia_2016_column_names","Garcia_Estrada_2012_column_names","Garcia_et_al_2000_column_names","Garcia_Morales_2012_column_names","Genrich_2017_column_names","Gomes_2013_column_names","Gorchov_1995_column_names","Hayashi_1996_column_names","Hernandez_Montero_2015_B4_Dry_column_names","Hernandez_Montero_2015_B4_Norte_column_names","Hovestadt_1997_column_names","Jaroszewicz_2013_column_names","Jayasekara_2003_column_names","Jayasekara_2007_column_names","Kamruzzaman_2008_column_names","Kessler_Rios_2012_column_names","Koike_2008_column_names","Labbe_2011_column_names","Lessa_2010_column_names","Lessa_2013_column_names","Lima_2016_column_names","Lopez_and_Vaughn_2004_column_names","Lou_2005_column_names","Lou_2007_column_names","M_SD_001_column_names","M_SD_002_column_names","M_SD_003_column_names","M_SD_004_column_names","M_SD_005_column_names","M_SD_006_column_names","M_SD_008_column_names","M_SD_009_column_names","M_SD_010_single_partners_added_column_names","M_SD_012_column_names","M_SD_020_column_names","M_SD_031_column_names","M_SD_033_column_names","M_SD_034_column_names","MacFarlane_2016_column_names","Machado_de_Souza_2019_column_names","Malacco_da_Silva_2014_column_names","Malmborg_1988_1980_column_names","Malmborg_1988_1981_column_names","Malmborg_1988_1982_column_names","Mancina_2007_dry_column_names","Marcos_da_Silva_2013_column_names","Mello_2014_Mata_de_Grota_column_names","Menke_2012_edge_highly_dist_column_names","Menke_2012_edge_little_dist_column_names","Menke_2012_interior_highly_dist_column_names","Menke_2012_interior_little_dist_column_names","Munin_2012_column_names","Munster_2008_column_names","Nogales_2017_column_names","Noma_1997_column_names","Novoa_2011_column_names","Odonnell_1994_column_names","Palita_2011_column_names","Palmeirim_1989_column_names","Passos_2003_column_names","Pedro_1992_column_names","Peredo_2013_Pto_de_San_Lorenzo_column_names","Peredo_2013_Puertos_de_Marabio_column_names","Pratt_1985_column_names","Preciado_Benitez_2015_column_names","Quitian_2018_1000Fragmented_column_names","Quitian_2018_1000Natural_column_names","Quitian_2018_2000Fragmented_column_names","Quitian_2018_2000Natural_column_names","Ramos_Robles_2016_net10_column_names","Ramos_Robles_2016_net2_column_names","Ramos_Robles_2016_net3_column_names","Ramos_Robles_2016_net4_column_names","Ramos_Robles_2016_net6_column_names","Ramos_Robles_2016_net7_column_names","Ramos_Robles_2016_net8_column_names","Robinson_2015_column_names","SAAV1_column_names","SAAV2_column_names","Sanchez_2012_Iguazu_column_names","Santiago_2014_close_to_remnant_column_names","Santiago_2014_far_from_remnant_column_names","SARM_whole_network_from_paper_column_names","Sethi_2012_column_names","Silva_Oliveira_2018_column_names","Silveira_2006_column_names","Snow_1988_DJF_column_names","Snow_1988_JJA_column_names","Snow_1988_MAM_column_names","Snow_1988_SON_column_names","Sorensen_1981_column_names","Souza_Laurindo_2017_column_names","Suzuki_2007_column_names","Tavares_2007_column_names","Traveset_1992_column_names","VELHO_column_names","VELHO2_column_names","Williams_1996_Eves_column_names","Williams_1996_Marsden_column_names","Wolfe_2014_column_names","Wyman_2017_column_names","Zamora_Delgado_2008_column_names","Zapata_Mesa_2017_MR_September_column_names"
"Santiago_2014_close_to_remnant_column_names",0.833333333333333,0.818181818181818,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,0.8,1,0.818181818181818,0.75,1,1,0.642857142857143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.894736842105263,1,1,0.75,1,0.555555555555556,1,1,1,1,1,1,1,1,1,0.818181818181818,0.7,0.6,1,0.833333333333333,0.91304347826087,0.727272727272727,0.5,0.555555555555556,1,1,1,1,1,1,1,1,1,1,0.888888888888889,0.764705882352941,0.615384615384615,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.909090909090909,1,0.833333333333333,1,1,1,1,0.769230769230769,0.833333333333333,1,1,0.727272727272727,1,1,0.764705882352941,0.818181818181818,0.818181818181818,1,1,1,0.785714285714286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,0,0.222222222222222,0.863636363636364,1,0.818181818181818,0.7,1,1,1,1,1,0.846153846153846,1,0.833333333333333,1,1,1,1,1,1,1,1,0.666666666666667
"Santiago_2014_far_from_remnant_column_names",0.857142857142857,0.846153846153846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.925925925925926,1,1,1,0.833333333333333,1,0.846153846153846,0.777777777777778,1,1,0.6875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.85,1,1,0.692307692307692,1,0.636363636363636,1,1,1,1,1,1,1,1,1,0.846153846153846,0.75,0.666666666666667,1,0.857142857142857,0.92,0.769230769230769,0.6,0.636363636363636,1,1,1,1,1,1,1,1,1,1,0.9,0.789473684210526,0.666666666666667,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.923076923076923,1,0.857142857142857,1,1,1,1,0.714285714285714,0.857142857142857,1,1,0.769230769230769,1,1,0.789473684210526,0.846153846153846,0.846153846153846,1,1,1,0.8125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,0.222222222222222,0,0.875,1,0.846153846153846,0.75,1,1,1,1,1,0.866666666666667,1,0.857142857142857,1,1,1,1,1,1,1,1,0.727272727272727
"SARM_whole_network_from_paper_column_names",0.75,0.956521739130435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96969696969697,0.914285714285714,0.981481481481482,1,1,0.789473684210526,1,0.8,0.931034482758621,1,0.96969696969697,0.888888888888889,1,1,1,1,1,1,1,1,1,1,0.931034482758621,0.985074626865672,0.983870967741935,1,0.978723404255319,1,1,1,1,0.814814814814815,1,0.931818181818182,0.818181818181818,1,0.857142857142857,1,1,1,1,1,1,1,1,1,0.956521739130435,0.857142857142857,0.91304347826087,1,0.863636363636364,0.8,0.80952380952381,1,1,1,1,1,1,1,1,1,1,1,1,0.807692307692308,0.933333333333333,0.884615384615385,0.91304347826087,1,1,1,1,1,1,1,0.971428571428571,1,0.955555555555556,1,1,1,1,1,0.975903614457831,0.979166666666667,1,1,1,1,0.961538461538461,0.80952380952381,1,1,1,1,0.772727272727273,0.75,1,1,0.91304347826087,1,1,0.896551724137931,0.8,0.8,1,1,1,0.962962962962963,0.962264150943396,0.961538461538461,1,1,1,1,1,1,1,1,1,0.978260869565217,0.981132075471698,0.972972972972973,0.85,0.863636363636364,0.875,0,1,0.736842105263158,0.8,1,1,1,1,1,0.818181818181818,1,0.80952380952381,1,1,1,1,1,1,1,0.978260869565217,0.904761904761905
"Sethi_2012_column_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.980769230769231,0.972972972972973,1,1,1,1,1,1,1,0.916666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.863636363636364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.903846153846154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.688888888888889,0.641025641025641,1,1,1,1,1,1
"Silva_Oliveira_2018_column_names",0.555555555555556,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.869565217391304,1,1,1,0.428571428571429,1,0.5,0.882352941176471,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,0.727272727272727,1,0.666666666666667,1,1,1,1,1,1,1,1,1,0.8,0.666666666666667,0.818181818181818,1,0.7,0.736842105263158,0.7,1,1,1,1,1,1,1,1,1,1,1,1,0.642857142857143,0.888888888888889,0.785714285714286,0.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7,1,1,1,1,0.636363636363636,0.375,1,1,0.916666666666667,1,1,0.888888888888889,0.5,0.666666666666667,1,1,1,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.625,0.818181818181818,0.846153846153846,0.736842105263158,1,0,0.666666666666667,1,1,1,1,1,0.727272727272727,1,0.7,1,1,1,1,1,1,1,1,0.625
"Silveira_2006_column_names",0.375,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.869565217391304,1,1,1,0.625,1,0.5,0.882352941176471,1,1,0.714285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.823529411764706,1,1,0.444444444444444,1,0.5,1,1,1,1,1,1,1,1,1,0.8,0.285714285714286,0.7,1,0.555555555555556,0.857142857142857,0.375,1,1,1,1,1,1,1,1,1,1,1,1,0.733333333333333,0.888888888888889,0.692307692307692,0.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.375,1,1,1,1,0.5,0.7,1,1,0.818181818181818,1,1,0.888888888888889,0.666666666666667,0.5,1,1,1,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.428571428571429,0.7,0.75,0.8,1,0.666666666666667,0,1,1,1,1,1,0.6,1,0.555555555555556,1,1,1,1,1,1,1,0.970588235294118,0.625
"Snow_1988_DJF_column_names",1,1,0.7,0.714285714285714,0.666666666666667,0.65,0.739130434782609,0.7,0.761904761904762,0.666666666666667,0.695652173913044,0.727272727272727,0.740740740740741,0.666666666666667,0.761904761904762,0.76,0.684210526315789,0.684210526315789,1,1,1,1,1,1,0.954545454545454,1,1,1,1,1,1,1,1,1,0.862068965517241,0.823529411764706,0.777777777777778,0.6875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.736842105263158,0.888888888888889,0.833333333333333,0.888888888888889,0.888888888888889,0.842105263157895,0.952380952380952,0.545454545454545,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96969696969697,1,1,1,1,1,1,1,1,1,0.971428571428571,1,1,1,1,1,1,1,1,1,0.702702702702703,0.85,1,0.990196078431373,0.894736842105263,1,1,1,0.96,0.956521739130435,1,1,1,1,0.980769230769231,1,1,1,1,1,1,1,0.96551724137931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.5,0.4375,0.416666666666667,0.388888888888889,1,1,1,0.8,1,1,0.888888888888889,0.833333333333333,1,0.904761904761905,1,1
"Snow_1988_JJA_column_names",1,1,0.739130434782609,0.695652173913044,0.65,0.695652173913044,0.769230769230769,0.681818181818182,0.681818181818182,0.708333333333333,0.68,0.76,0.724137931034483,0.714285714285714,0.791666666666667,0.692307692307692,0.727272727272727,0.727272727272727,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,0.758620689655172,0.85,0.684210526315789,0.8,0.964285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.714285714285714,0.904761904761905,0.857142857142857,0.904761904761905,0.904761904761905,0.863636363636364,0.958333333333333,0.703703703703704,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.973684210526316,1,1,1,1,1,1,1,1,1,0.725,0.869565217391304,1,0.970873786407767,0.909090909090909,1,1,1,0.964285714285714,0.961538461538461,1,1,1,0.982142857142857,0.981818181818182,1,1,1,1,1,1,1,0.96875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0.666666666666667,0.291666666666667,0.72,1,1,1,0.772727272727273,1,1,0.904761904761905,0.857142857142857,1,0.916666666666667,1,1
"Snow_1988_MAM_column_names",1,1,0.764705882352941,0.777777777777778,0.733333333333333,0.625,0.8,0.764705882352941,0.764705882352941,0.722222222222222,0.75,0.789473684210526,0.791666666666667,0.733333333333333,0.764705882352941,0.818181818181818,0.75,0.75,1,1,1,1,1,1,0.941176470588235,1,1,1,1,1,1,1,1,1,0.88,0.75,0.692307692307692,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.733333333333333,0.846153846153846,0.769230769230769,0.846153846153846,0.846153846153846,0.785714285714286,0.9375,0.578947368421053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.966666666666667,1,1,1,1,1,1,1,1,1,0.735294117647059,0.8,1,0.989690721649485,0.857142857142857,1,1,1,0.95,0.944444444444444,1,1,1,1,0.978723404255319,1,1,1,1,1,1,1,0.958333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4375,0.666666666666667,0,0.565217391304348,0.588235294117647,1,1,1,0.733333333333333,1,1,0.846153846153846,0.769230769230769,1,0.875,1,1
"Snow_1988_SON_column_names",1,1,0.740740740740741,0.703703703703704,0.666666666666667,0.653846153846154,0.724137931034483,0.692307692307692,0.740740740740741,0.666666666666667,0.689655172413793,0.758620689655172,0.6875,0.72,0.740740740740741,0.7,0.730769230769231,0.730769230769231,1,1,1,1,1,1,0.966666666666667,1,1,1,1,1,1,1,1,1,0.794117647058823,0.88,0.75,0.791666666666667,0.967213114754098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.769230769230769,0.923076923076923,0.884615384615385,0.923076923076923,0.923076923076923,0.888888888888889,0.96551724137931,0.571428571428572,1,1,1,1,1,1,1,1,1,1,1,1,1,0.975609756097561,1,1,1,1,1,1,1,1,1,0.976744186046512,1,1,1,1,1,1,1,1,1,0.634146341463415,0.892857142857143,1,0.972222222222222,0.925925925925926,1,1,1,0.96969696969697,0.967741935483871,1,1,1,0.983606557377049,0.983333333333333,1,1,1,1,1,1,1,0.972972972972973,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.416666666666667,0.291666666666667,0.565217391304348,0,0.62962962962963,1,1,1,0.814814814814815,1,1,0.923076923076923,0.884615384615385,1,0.931034482758621,1,1
"Sorensen_1981_column_names",1,1,0.684210526315789,0.631578947368421,0.647058823529412,0.631578947368421,0.526315789473684,0.529411764705882,0.684210526315789,0.578947368421053,0.55,0.578947368421053,0.625,0.5625,0.684210526315789,0.636363636363636,0.5,0.666666666666667,1,1,1,1,1,1,0.952380952380952,1,1,1,1,1,1,1,1,1,0.857142857142857,0.733333333333333,0.764705882352941,0.571428571428572,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.722222222222222,0.882352941176471,0.888888888888889,0.944444444444444,0.882352941176471,0.894736842105263,0.95,0.45,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.72972972972973,0.777777777777778,1,0.99009900990099,0.888888888888889,1,1,1,1,1,1,1,1,1,0.980392156862745,1,1,1,1,1,1,1,0.925925925925926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.388888888888889,0.72,0.588235294117647,0.62962962962963,0,1,1,1,0.789473684210526,1,1,0.882352941176471,0.888888888888889,1,0.9,1,1
"Souza_Laurindo_2017_column_names",0.5,0.833333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.923076923076923,1,1,1,0.555555555555556,1,0.444444444444444,0.894736842105263,1,1,0.823529411764706,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.842105263157895,1,1,0.4,1,0.727272727272727,1,1,1,1,1,1,1,1,1,0.833333333333333,0.6,0.846153846153846,1,0.333333333333333,0.869565217391304,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,0.764705882352941,0.9,0.8125,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,0.692307692307692,0.636363636363636,1,1,0.928571428571429,1,1,0.9,0.6,0.6,1,1,1,0.875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.555555555555556,0.846153846153846,0.866666666666667,0.818181818181818,1,0.727272727272727,0.6,1,1,1,1,1,0,1,0.125,1,1,1,1,1,1,1,0.972222222222222,0.7
"Suzuki_2007_column_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"Tavares_2007_column_names",0.444444444444444,0.818181818181818,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,0.5,1,0.555555555555556,0.888888888888889,1,1,0.8125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,1,0.5,1,0.7,1,1,1,1,1,1,1,1,1,0.818181818181818,0.555555555555556,0.833333333333333,1,0.444444444444444,0.863636363636364,0.444444444444444,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.894736842105263,0.8,0.727272727272727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.25,1,1,1,1,0.666666666666667,0.6,1,1,0.923076923076923,1,1,0.894736842105263,0.555555555555556,0.555555555555556,1,1,1,0.866666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.833333333333333,0.857142857142857,0.80952380952381,1,0.7,0.555555555555556,1,1,1,1,1,0.125,1,0,1,1,1,1,1,1,1,0.971428571428571,0.666666666666667
"Traveset_1992_column_names",1,1,0.823529411764706,0.6875,0.714285714285714,0.764705882352941,0.789473684210526,0.666666666666667,0.666666666666667,0.705882352941176,0.736842105263158,0.705882352941176,0.782608695652174,0.714285714285714,0.75,0.75,0.642857142857143,0.733333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.772727272727273,0.6,0.666666666666667,0.636363636363636,0.979166666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.714285714285714,0.923076923076923,0.846153846153846,0.923076923076923,0.923076923076923,0.857142857142857,1,0.818181818181818,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96551724137931,1,1,1,1,1,1,1,1,1,0.764705882352941,0.785714285714286,1,0.968085106382979,0.928571428571429,1,1,1,0.947368421052632,0.941176470588235,1,1,1,0.978723404255319,0.978260869565217,1,1,1,1,1,1,1,0.956521739130435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,0.772727272727273,0.733333333333333,0.814814814814815,0.789473684210526,1,1,1,0,1,1,0.923076923076923,0.846153846153846,1,0.9375,1,1
"VELHO_column_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.958333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.931818181818182,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.941176470588235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.688888888888889,1,1,1,1,1,1,1,1,1,1,1,0,0.387096774193548,1,1,1,1,1,1
"VELHO2_column_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.976744186046512,1,1,1,1,1,1,1,1,0.888888888888889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.861111111111111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.933333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.641025641025641,1,1,1,1,1,1,1,1,1,1,1,0.387096774193548,0,1,1,1,1,1,1
"Williams_1996_Eves_column_names",1,1,0.857142857142857,0.866666666666667,0.833333333333333,0.866666666666667,0.882352941176471,0.857142857142857,0.857142857142857,0.875,0.888888888888889,0.875,0.909090909090909,0.833333333333333,0.857142857142857,0.894736842105263,0.846153846153846,0.846153846153846,1,1,1,1,1,1,0.555555555555556,1,1,1,1,1,1,1,1,1,0.954545454545454,0.888888888888889,0.8,0.777777777777778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,0.333333333333333,0.428571428571429,0.571428571428572,0.333333333333333,0.285714285714286,0.666666666666667,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.944444444444444,0.916666666666667,1,1,0.428571428571429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888888888889,0.904761904761905,0.846153846153846,0.923076923076923,0.882352941176471,1,1,1,0.923076923076923,1,1,0,0.166666666666667,1,0.375,1,1
"Williams_1996_Marsden_column_names",1,1,0.866666666666667,0.875,0.846153846153846,0.875,0.888888888888889,0.866666666666667,0.866666666666667,0.882352941176471,0.894736842105263,0.882352941176471,0.91304347826087,0.846153846153846,0.866666666666667,0.9,0.857142857142857,0.857142857142857,1,1,1,1,1,1,0.6,1,1,1,1,1,1,1,1,1,0.956521739130435,0.9,0.818181818181818,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.846153846153846,0.428571428571429,0.285714285714286,0.428571428571429,0.428571428571429,0.142857142857143,0.7,0.904761904761905,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.961538461538461,1,1,1,1,1,1,1,1,1,0.945945945945946,0.923076923076923,1,1,0.5,1,1,1,0.9375,0.928571428571429,1,1,1,1,1,1,1,1,1,1,1,1,0.764705882352941,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,0.857142857142857,0.769230769230769,0.884615384615385,0.888888888888889,1,1,1,0.846153846153846,1,1,0.166666666666667,0,1,0.444444444444444,1,1
"Wolfe_2014_column_names",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.966666666666667,1,0.980392156862745,0.6,0.967741935483871,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.982758620689655,0.984375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.955555555555556,1,1,1,1,1,1,1,1,0.971428571428571,1,1,0.96969696969697,1,0.964285714285714,1,0.96875,1,0.976744186046512,1,1,0.869565217391304,1,1,0.987654320987654,1,0.894736842105263,0.869565217391304,0.909090909090909,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.964285714285714,1,1,1,1,1,1,1,1,1,1,1,0.961538461538461,0.974358974358974,1,1,1,0.973684210526316,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"Wyman_2017_column_names",1,1,0.882352941176471,0.888888888888889,0.866666666666667,0.888888888888889,0.9,0.882352941176471,0.882352941176471,0.894736842105263,0.904761904761905,0.894736842105263,0.92,0.866666666666667,0.882352941176471,0.909090909090909,0.875,0.875,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,0.96,0.916666666666667,0.846153846153846,0.833333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.866666666666667,0.555555555555556,0.6,0.7,0.555555555555556,0.5,0.75,0.91304347826087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.948717948717949,0.933333333333333,1,1,0.444444444444444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.647058823529412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.904761904761905,0.916666666666667,0.875,0.931034482758621,0.9,1,1,1,0.9375,1,1,0.375,0.444444444444444,1,0,1,1
